threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),threadview_response_body_link href,threadview_response_body_link,notranslate (3),threadview_response_body_link href (2),threadview_response_body_link (2),res_id href,res_id,notranslate (4),js-response,notranslate (5),notranslate (6),notranslate (7),notranslate (8),notranslate (9),notranslate (10),notranslate (11),notranslate (12),notranslate (13),notranslate (14),notranslate (15),notranslate (16),notranslate (17),threadview_response_body_embedlink href,threadview_response_body_thumbnail src,js-ng-setting href,js-response href,notranslate (18),notranslate (19)
"垢版
|
0529 名無しどんぶらこ 2025/11/24(月) 23:38:02.48",https://donguri.5ch.net/,垢版,|,,"ここも国籍表示させたらおもろいのになー   
支那人が書きまくってるなww   
https://i.imgur.com/k0Lfr3h.jpeg",,https://i.imgur.com/k0Lfr3h.jpeg,https://i.imgur.com/k0Lfr3h.jpeg,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:LZJqsTam0,,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0530 名無しどんぶらこ 2025/11/24(月) 23:38:59.39",https://donguri.5ch.net/,垢版,|,,逃げずに自分で話しに行けよ…,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:Z959Pcp40,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0531 名無しどんぶらこ 2025/11/24(月) 23:39:20.16",https://donguri.5ch.net/,垢版,|,,"わざわざ遅刻して行ったもんな   
おかげで誰とも話してない   
何しに行ったの？",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:iJEeUq740,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0532 名無しどんぶらこ 2025/11/24(月) 23:41:01.07",https://donguri.5ch.net/,垢版,|,,">>529  
そうしてれば本当の姿が鏡に映るだろうにね   
マスコミは高市に甘すぎる、すげえスポンサーでもついてるのか？",,,>>529,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:A0aXxTls0(2/3),,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0533 名無しどんぶらこ 2025/11/24(月) 23:41:14.53",https://donguri.5ch.net/,垢版,|,,バカ市さん仮病で欠席しなかったのは偉い🤣,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:I1rG1IsQ0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0534 名無しどんぶらこ 2025/11/24(月) 23:43:43.43",https://donguri.5ch.net/,垢版,|,,裏では何とか穏便に運ぶようにと話ししたのではないだろうか。。,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:tegYNtuk0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0535 名無しどんぶらこ 2025/11/24(月) 23:47:40.00",https://donguri.5ch.net/,垢版,|,,ハッタショかこのババア,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:7zgfmiH00,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0536 名無しどんぶらこ 2025/11/24(月) 23:48:09.80",https://donguri.5ch.net/,垢版,|,,"わざと無視するのが日本女のスタイル   
世界に通用するか実験してておもろい   
いじめ大国なめんなよｗ",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:NgMUJiG+0,,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0537 名無しどんぶらこ 2025/11/24(月) 23:49:29.42",https://donguri.5ch.net/,垢版,|,,"気にすることはない   
何か動けばハレーションｈｓ起こるもの   
ナニ主党政権だったかは忘れたが尖閣国有化ではもっと酷い嫌がらせしてただろ   
過度な依存はするなってことに尽きる",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:X9TyGGdg0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0538 名無しどんぶらこ 2025/11/24(月) 23:50:03.55",https://donguri.5ch.net/,垢版,|,,"外交下手くそすぎだろ   
話しやすい奴とだけ会話してもしゃーないだろ",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:YJ0daMst0(1/2),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0539 名無しどんぶらこ 2025/11/24(月) 23:51:36.07",https://donguri.5ch.net/,垢版,|,,ビビってるんですか～,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:A9Zqp4q20,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0540 名無しどんぶらこ 2025/11/24(月) 23:55:32.59",https://donguri.5ch.net/,垢版,|,,">>536  
わざと無視ってハチあわないよう遅刻していって食事会も出ずの事？   
まるで保健室登校のようだが",,,>>536,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:A0aXxTls0(3/3),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0541 名無しどんぶらこ 2025/11/24(月) 23:57:06.54",https://donguri.5ch.net/,垢版,|,,"ゼレンスキーもロシアから逃げ回り続けてウクライナがあーなったわけでね   
逃げる奴はダメだよ",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:YJ0daMst0(2/2),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0542 名無しどんぶらこ 2025/11/25(火) 00:00:22.87",https://donguri.5ch.net/,垢版,|,,"いやいいよ。日本を火の海にしてやるとか   
血の汗を流すとか汚い首を掻っ切ってやるとか粗野で下品な国だし。   
仲良くする意味がない",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:1vcD48BA0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0543 名無しどんぶらこ 2025/11/25(火) 00:01:28.45",https://donguri.5ch.net/,垢版,|,,"遅刻したのが印象悪すぎる   
相手を挑発した後に遅刻とか、口だけで内心会うのをビビッてるとしか思われんやろ",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:xxzCJGoX0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0544 名無しどんぶらこ 2025/11/25(火) 00:02:51.06",https://donguri.5ch.net/,垢版,|,,"高市支持者に良い目が出たぞ！   
どういうことなんだかは高市支持者が説明する",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:/VpeO3Ki0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0545 名無しどんぶらこ 2025/11/25(火) 00:03:50.28",https://donguri.5ch.net/,垢版,|,,まあ、作ろうとしたけど言い分の折り合いがつかなかったんだろうけどねえ,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:M/2F1O3Q0(1/2),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0546 名無しどんぶらこ 2025/11/25(火) 00:05:30.41",https://donguri.5ch.net/,垢版,|,,話す価値なし,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:J/7BcrPE0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0547 名無しどんぶらこ 2025/11/25(火) 00:06:01.68",https://donguri.5ch.net/,垢版,|,,"歴史的な経緯:   
中国側には、近代以降、日本による侵略戦争や植民地支配によって多大な被害を受けたという歴史的な経緯と記憶が強く残っています。   
日本の軍備拡大は、中国にとって過去の「軍国主義の復活」を想起させ、安全保障上の深い懸念となります。   
政治的な宣伝と教育:   
中国国内では、抗日戦争勝利記念日などを通じて、日本の侵略の歴史が繰り返し強調されます。   
これは国民の愛国心を高め、国内を結束させるための政治的な手段としても機能しています。   
現代の地政学的緊張:   
尖閣諸島問題を巡る領有権争いや、台湾海峡を巡る対立など、現代においても日中間には地政学的な緊張が存在します。   
日本の防衛力強化は、中国の海洋進出を抑え込む動きとみなされ、中国政府はこれに強く反発します。   
今回の件で、多くの人が日中間の問題が単なる現代の政治対立ではなく、過去の歴史認識が深く絡み合っていることを再認識したようです。",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:XTJyJKte0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0548 名無しどんぶらこ 2025/11/25(火) 00:11:07.93",https://donguri.5ch.net/,垢版,|,,"サナちん日記   

「あーらごめんなさい。習さん小さすぎて気付きませんでしたわ」",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:AOp6WuGW0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0549 名無しどんぶらこ 2025/11/25(火) 00:14:57.13",https://donguri.5ch.net/,垢版,|,,"チャンスはあったけどビビってた   
https://i.imgur.com/lzYs6Fb.jpeg",,https://i.imgur.com/lzYs6Fb.jpeg,https://i.imgur.com/lzYs6Fb.jpeg,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:Lg8qu5F/0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0550 名無しどんぶらこ 2025/11/25(火) 00:17:48.07",https://donguri.5ch.net/,垢版,|,,"そりゃ、中国で日本の役人があの扱いじゃ、役人も機会のセッティングなんて出来るわけがない   

機会があるとしたら、下地なしアポなしの高市の突撃対話しかないｗ   

博打でしかないし、謝罪する以外は高確率でなしの礫、玉砕だろうしな",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:lFONjOQI0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0551 名無しどんぶらこ 2025/11/25(火) 01:10:55.62",https://donguri.5ch.net/,垢版,|,,"高市が時々チラチラ中国の李強首相を見てたけど、中国の首相は必死でソッポ向いてたのは笑ったw   
どんだけ気が小せぇんだよ",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:gAHEeEOD0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0552 名無しどんぶらこ 2025/11/25(火) 01:12:48.08",https://donguri.5ch.net/,垢版,|,,そりゃ会食欠席で会議に遅刻ではなあ,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:SHqJEUWo0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0553 名無しどんぶらこ 2025/11/25(火) 01:14:00.49",https://donguri.5ch.net/,垢版,|,,"今接触したら無茶振りされるから   
百年位接触しないほうが良いよ   
戦略的タカり関係なんてスルーでよい",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:nTmLfGk60,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0554 名無しどんぶらこ 2025/11/25(火) 01:26:03.22",https://donguri.5ch.net/,垢版,|,,">>17
海外では思いっきり指摘されて笑われているのにな。日本のマスゴミって未だ騙せると信じているのかね。",,,>>17,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:W3tNsfT90,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0555 名無しどんぶらこ 2025/11/25(火) 01:39:26.04",https://donguri.5ch.net/,垢版,|,,">>532  
総務省から圧力かけられるし、その気なら放送免許取り消しや停波も可能でしょ",,,>>532,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:yxkaFzK80,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0556 名無しどんぶらこ 2025/11/25(火) 01:42:00.91",https://donguri.5ch.net/,垢版,|,,首相が勝手に話せるわけないからね,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:yKUF1Qaz0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0557 名無しどんぶらこ 2025/11/25(火) 01:50:33.64",https://donguri.5ch.net/,垢版,|,,自分から行けよ！行けよーーーーーーーーーーーーーーー１０mも離れていなんだから！ニーハオと声をかけろよ！！,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:0yCgSvgv0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0558 名無しどんぶらこ 2025/11/25(火) 01:54:40.54",https://donguri.5ch.net/,垢版,|,,"ガン無視でいいだろ   
局長を呼んでバラエティーに出てもらおう",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:NdrjRnrt0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0559 名無しどんぶらこ 2025/11/25(火) 02:00:35.49",https://donguri.5ch.net/,垢版,|,,"任期中はずっと中国と不仲で良いんじゃない？   
その結果観光とかに響いてもそれは自分の責任って事で納得でしょ。   
来日する不良中国人が減ってくれたら高市グッジョブという受け止めになるし悪い事ばかりではないよね。",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:Um446aHh0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0560 名無しどんぶらこ 2025/11/25(火) 02:02:26.17",https://donguri.5ch.net/,垢版,|,,">>2
会議遅刻に夕食会欠席に   
コソコソ逃げ回って日本の印象を悪くしただけｗ",,,>>2,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:vDzZGDZ50,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0561 名無しどんぶらこ 2025/11/25(火) 02:20:39.24",https://donguri.5ch.net/,垢版,|,,"ほんと何市に行ったんだか   
コイツこそソーリになるのがゴールの糞だろ",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:qPmF1O/z0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0562 名無しどんぶらこ 2025/11/25(火) 02:22:23.93",https://donguri.5ch.net/,垢版,|,,引退してタレントに戻る時期,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:Ck1NdjWU0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0563 名無しどんぶらこ 2025/11/25(火) 02:22:32.24",https://donguri.5ch.net/,垢版,|,,高市と会話できなくて中国人がキレててウケる,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:0t8kvt4f0(1/2),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0564 名無しどんぶらこ 2025/11/25(火) 02:57:05.41",https://donguri.5ch.net/,垢版,|,,"一瞬目が合ったようだが目を逸らしたのは王毅の方だしな   
つか、それ以外の時間王毅居たっけ？   
高市の周りはずっと人だかりだったから分からなかったわ",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:UsHR8O/N0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0565 名無しどんぶらこ 2025/11/25(火) 03:03:20.75",https://donguri.5ch.net/,垢版,|,,">>495  
日本から会談持ちかけたら待ってましたとばかりに   
「要請に応えて会ってやった」と大アピール   
逆に高市が挽回してやり込める展開なんて想像がつかん   

何時間もかけて舐められない服装を選んで何しに行ったのか   
これを国会で追求したらまたアホなネトウヨが難癖つけて   
さらにZAKZAKやJカスが批判殺到してるかのように印象操作   
こっちの展開は容易に想像がつくわ",,,>>495,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:fDsxdpzh0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0566 名無しどんぶらこ 2025/11/25(火) 03:17:26.68",https://donguri.5ch.net/,垢版,|,,"キンペーとトランプは仲良しだけど馬鹿市は？   

The White House   
@WhiteHouse
英語からの翻訳   
「私はちょうど、中国の習近平大統領と非常に良い電話会談を行いました。私たちはウクライナ/ロシア、フェンタニル、大豆やその他の農産物など、多くのトピックについて議論しました。私たちは偉大な農民の皆さんのために良い、非常に重要な取引を成し遂げました——そして、それはさらに良くなるでしょう。私たちの中国との関係は非常に強固です！この電話は、3週間前に韓国で行った非常に成功した会談のフォローアップでした。それ以来、両側で私たちの合意を最新かつ正確に保つ上で、大きな進展がありました。今、私たちは大局を見据えることができます。そのために、習近平大統領は4月に北京を訪問するよう私を招待し、私はそれを受け入れました。そして、私はお返しに、今年後半に米国での国賓訪問の際に彼を私のゲストとして迎えることとしました。私たちは、頻繁にコミュニケーションを取ることが重要だという点で合意しました。私はそれを楽しみにしています。この件へのご注目に感謝します！   

ドナルド・J・トランプ   
アメリカ合衆国大統領   
https://x.com/WhiteH.../1993015459201929229",,https://x.com/WhiteHouse/status/1993015459201929229,https://x.com/WhiteH.../1993015459201929229,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:52bb0XGO0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0567 名無しどんぶらこ 2025/11/25(火) 03:24:07.76",https://donguri.5ch.net/,垢版,|,,"壺ババアの支持率が高いのはそれを支持してる評論家が多いからなんだろうけど   
奴らは壺ババアを支持してそれで仕事してるだけで日本の国民なんぞ一切考えてないのが丸わかり   
こいつらが煽って戦争になっても一切の責任は持たないからな！",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:ofRH5xc20,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0568 名無しどんぶらこ 2025/11/25(火) 03:29:56.81",https://donguri.5ch.net/,垢版,|,,"今、日本が悪しき流れになっている大きな原因としてメディアが炎上にビビっている点が大きい。テレビ出演者がビビっている点が大きい。   

これは統一教会とネトサボネトウヨによるネット上の暴力に屈しているという悪しき事態であり、日本国を守るためにはこの点を指摘しまくり自由なメディアを取り戻す必要がある。   
テロの時は暴力に屈してはならない！と吠えるくせにネット暴力に屈している現状を変えろ！",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:iULo6xWA0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0569 巫山戯為奴 ◆TYUDOUPoWE 2025/11/25(火) 03:33:05.21",https://donguri.5ch.net/,垢版,|,,"社交辞令w

中国語通訳すら連れず話す気なんか最初から無かったらしいw",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:HFFw23YS0,,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0570 名無しどんぶらこ 2025/11/25(火) 03:37:02.74",https://donguri.5ch.net/,垢版,|,,シナ応援団は維新と自民にも居るから大警戒やな,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:vVt65Y4h0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0571 名無しどんぶらこ 2025/11/25(火) 03:39:37.18",https://donguri.5ch.net/,垢版,|,,"で、錚々たるメンバーがいるのに遅刻した理由は？   
そりゃ相手されないよな",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:4DEblpO00,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0572 名無しどんぶらこ 2025/11/25(火) 03:49:07.22",https://donguri.5ch.net/,垢版,|,,">>569  
やっぱりｗ",,,>>569,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:cAs0iVdd0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0573 名無しどんぶらこ 2025/11/25(火) 04:06:14.54",https://donguri.5ch.net/,垢版,|,,"石原都知事が尖閣買うと騒いでいるとき、野田首相が胡錦涛に挨拶に行って胡錦涛は大慌てだったらしたらしい。   
野田の話なんて意味不明なのに、後継者問題で派閥争いしている胡錦涛にどーもって感じで。   
疫病神の野田がはりついて、胡錦涛派が負けて反日習近平がトップになってしまった。",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:0IHZa4Qs0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0574 名無しどんぶらこ 2025/11/25(火) 04:07:01.57",https://donguri.5ch.net/,垢版,|,,"トランプと習近平は直接電話会談したから問題ない   
高市とはステージが違う",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:WOIYhkfA0,,1,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,
"垢版
|
0575 名無しどんぶらこ 2025/11/25(火) 04:54:54.83",https://donguri.5ch.net/,垢版,|,,"明らかに世界中が日本側についたな   

勝負あった   

チンピラガキみたいに喚き散らして完全に世界から孤立したチウゴクが惨めすぎて泣けるwww   

かくなる上は、アホのキンペがプーさんの着ぐるみ着て泣きながら、   

高市に公開生土下座謝罪しない限りチウゴク滅亡www",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:0F5kKyzC0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0576 名無しどんぶらこ 2025/11/25(火) 05:17:16.22",https://donguri.5ch.net/,垢版,|,,">>574  
そもそも、高市さんでなくとも日本の首相の外交上の席次はあまり高くないのよね",,,>>574,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:M/2F1O3Q0(2/2),,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0577 名無しどんぶらこ 2025/11/25(火) 05:31:11.14",https://donguri.5ch.net/,垢版,|,,"晩餐会行けば話せたのに   
サナエちゃんまた誤魔化すん？",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:TkpD4doV0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0578 名無しどんぶらこ 2025/11/25(火) 05:40:52.69",https://donguri.5ch.net/,垢版,|,,"総理に対して「汚い首を斬ってやる」と   
抜かす相手と話す必要ある？   
修復したいのならまず李強の方から話しかけて謝罪するべきだった",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:lxO2TLsp0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0579 名無しどんぶらこ 2025/11/25(火) 05:45:28.37",https://donguri.5ch.net/,垢版,|,,"李強のとこに歩いて行って   
握手の手を差し出せばおもろかったのに   
なぜやらなかったんだババア   
李強が拒否するか   
度量の大きさ見せるか   
反応を世界に見せられたのに",,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:HfCuwrE00,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
"垢版
|
0580 名無しどんぶらこ 2025/11/25(火) 05:53:19.04",https://donguri.5ch.net/,垢版,|,,高市また負けたのか,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,ID:t+m5i6xL0,,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763970662#,,,
