threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),notranslate (7),threadview_response_body_link href,threadview_response_body_link,highlight,res_id href,res_id,notranslate (8),js-response,notranslate (9),notranslate (10),notranslate (11),threadview_response_body_link (2),js-ng-setting href,js-response href,threadview_response_body_link href (2),notranslate (12),notranslate (13),notranslate (14),notranslate (15),notranslate (16),notranslate (17),notranslate (18),notranslate (19),notranslate (20),notranslate (21),notranslate (22),notranslate (23)
"垢版
|
0562 名無しどんぶらこ 2025/11/24(月) 12:46:47.66",https://donguri.5ch.net/,垢版,|,,"【Bloomberg】やり過ぎた中国、高市首相の政策遂行手助け…「敵意は圧倒的に一方的、高市氏が穏健で現実的に見える」 [おっさん友の会★]
https://asahi.5ch.ne...newsplus/1763536911/
↑
この記事は正しい
確かに内政的に見ると今回の中国の暴挙は高市さんに追い風
またチョンが支配してる売国左翼マスコミが捏造世論調査だして高市さんの足引っ張ろうとしてくるだろうけど、日本国民は高市さん支持だよ
当たり前だよね
今回の件で中国の肩もって高市さん叩くようなメンタリティの日本人なんて殆どいない
そんな卑しい魂は日本人に宿らない

スパイ防止法を成立させたくないチョンとチョンと一体化している売国左翼には残念なお知らせだが



「国益にかなうと考える」立憲・岡田克也氏　中国共産党幹部との会談をN党浜田氏が“スパイ”呼ばわり…本人が語った“意義”
https://jisin.jp/domestic/2538410/?rf=2
>>岡田氏を団長とする立憲民主党の訪中団が、昨年8月に北京を訪問し、
>>中国共産党の石泰峰中央政治局委員・中央統一戦線工作部長（肩書は当時）らと会談していた
↑

なんで、岡田を団長とする立憲民主党の訪中団は中国のスパイ組織のトップと会談する必要あったの？
変じゃん


・立憲・野田代表が主張　台湾有事答弁で「質問者批判は筋違い」「答弁がおかしい」「高市総理迎合のネット世論は危険」
・立憲・安住氏、ネットに不信感「オールドメディアの方がちゃんとしてる」「テレビはバランスとって、賛否をちゃんと分けて中立」
↑
国民はネットでしか意見言えないんだから、ネット世論＝民意
チョンとチョンと一体化している売国左翼が支配してるオールドメディアしか信用しないと言う立憲はその時点で日本国民の敵",,,,,,,https://asahi.5ch.net/test/read.cgi/newsplus/1763536911/,https://asahi.5ch.ne...newsplus/1763536911/,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:bJi8iStt0(4/8),,,,,,https://jisin.jp/domestic/2538410/?rf=2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,https://jisin.jp/domestic/2538410/?rf=2,,,,,,,,,,,,
"垢版
|
0563 名無しどんぶらこ 2025/11/24(月) 12:47:14.22",https://donguri.5ch.net/,垢版,|,,"チョンが支配してる売国左翼マスコミと売国左翼野党って自分たちが無理筋で高市さん叩いてると自覚してんだろうね   
真っ当な日本人から見れば、今回の件で高市さん叩いて中国の肩持つなんて絶対にありえないことだから   
スパイ防止法でチョンとチョンと一体化している売国左翼を刑務所に入れていかないと、日本のほうが潰されるとよく分かる   

日本の元凶は在日チョン   
在日チョンがスパイ防止法を成立させまいと高市さんを叩いてる   
日本の敵の在日チョンを壮絶な地獄に叩き落していくことが日本にとって最重要   

日本と在日チョンの戦いが始まる直前に割って入ってきた中国に激怒してる   
けっきょく中国とチョンって組んでる   

そもそも北朝鮮が日本にミサイル撃ってきてるって事は「日本に核攻撃するぞ！」っていう脅しなわけだから、   
日本で在日チョンという日本の敵が野放しにされてきた事が異常   

チョンとチョンと一体化している売国左翼は外圧を利用してくるけど、   
それって、チョンとチョンと一体化している売国左翼を死刑台に送り込む、とんでもなく危ない橋だとチョンとチョンと一体化している売国左翼はわかっているんだろうか？   

スパイ防止法でチョンとチョンと一体化している売国左翼を壮絶な拷問にかけながら皆殺しにしていく事が一番一番一番重要   
でないと日本は日本人の為の政治ができない   

沖縄独立したら「スッキリ」　立憲民主の元衆院議員   
https://www.sankei.c...MYRKBRN2IXJ3GFXZRA4/
↑   
立憲ってチョンに支配されてる売国政党、酷すぎ",,,,,,,https://www.sankei.com/article/20220205-IBDMNP7MYRKBRN2IXJ3GFXZRA4/,https://www.sankei.c...MYRKBRN2IXJ3GFXZRA4/,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:bJi8iStt0(5/8),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0564 名無しどんぶらこ 2025/11/24(月) 12:47:33.26",https://donguri.5ch.net/,垢版,|,冈田胜也先生“引用”了高市首相的回答，再次解释道：“为什么不谨慎回答？”,"高市首相答弁を“引き出した”立民・岡田克也氏が改めて説明「なぜ慎重な答弁をされなかったのか」
冈田胜也先生“引用”了高市首相的回答，再次解释道：“为什么不谨慎回答？”
https://news.yahoo.c...bd3a6cc93074a7200102
↑
売国奴の立憲岡田が無理やり発言を引き出したんじゃん
叛徒冈田宪法强行引出了他的言论。
売国政党の立憲と中国は最初から組んでいたんだよ。
叛党宪法与中国从一开始就联手。
民意が保守化している以上、売国左翼野党は外圧に期待するしかない状況だから、
只要公众舆论保持保守，这个叛国的左翼反对党就只能接受外部压力。
売国左翼野党の売国行為には凄い気をつけていた矢先に今回の事件が起きた
这件事发生在我对叛国左翼反对党行为非常谨慎的时候

民主党政権の時に民主党政権が司法試験の国籍条項を外したせいで、
由于民主党政府在民主党执政期间取消了律师资格考试中的国籍条款，
在日チョンが弁護士になれるようになって、日本の司法が滅茶苦茶になってしまったり、
郑再日成为律师，日本司法体系陷入混乱。
民主党政権の円高政策のせいで日本の輸出産業が壊滅寸前まで行って韓国の輸出産業がこの世の春だった時と今回は状況が似ている
这一次的情况类似于日本出口业因民主党政府升值日元政策濒临崩溃，韩国出口业成为世界之泉

チョンとチョンと一体化している売国左翼をスパイ防止法で叩き潰せなかったら日本の方が潰されると考えた方がいいよ
如果你不能镇压与钟和钟同反间谍法的叛徒左翼分子，你应该认为日本会被击溃

【悲報】眞鍋かをり「野党が追及しすぎた”結果、高市氏の台湾有事見解が引き出されたとし、“やってはいけないと思う”」
由于反对党过度追查，高市对台湾紧急状态的看法被形成，“我认为不应这样做。”
↑
タレントですら売国左翼野党が悪いと解ってる。この件は杉村太蔵も立憲を批判してた。
即使是有才华的人也知道，叛徒的左翼反对党是坏的。 杉村太藏也在此事上批评了宪法。

暴言の薛剣駐大阪総領事は、れいわ新選組に投票を呼びかけたり、売国左翼野党とつながりが強い
驻大阪的虐待性总领事薛建呼吁令和新选组投票，并与叛国的左翼反对党关系密切

今回の件は立憲・公明などの売国左翼野党と中韓の共同作業の高市潰しなのは確実
可以确定的是，这一案子是宪法党、公明党等叛国左翼反对党与中国、韩国之间联合工作的高市场崩溃。
↓

・薛剣駐大阪総領事が創価学会の会合に出席　公明党関係者と平和について語っていたことがSNSで話題
·驻大阪总领事薛坚参加了创价学会会议，并在社交媒体上与公明党官员谈论和平。

・連立離脱直前に中国大使と面会の公明党・斉藤代表、高市氏についての内容は「そ、それは、あのー…控えさせて」
·关于公明党代表高市先生在脱离联盟前与中国大使会面的内容中说：“嗯，那个...... 让我忍住。”


立憲・安住氏、ネットに不信感「オールドメディアの方がちゃんとしてる」「テレビはバランスとって、賛否をちゃんと分けて中立」★2 [jinjin★]
宪法和安澄先生不信任互联网，“旧媒体更合适”，“电视平衡，恰当地划分利弊和中立”★2 [jinjin★]
https://hayabusa9.5c...newsplus/1761697601/
↑
そもそもネット＝民意という側面も強いわけだから政党がこういう発言しちゃうのは、もう選挙で勝つ気ないだろ
首先，互联网=公众舆论的影响力也很强，所以如果政党发表这样的声明，就不再打算赢得选举
立憲や公明といった帰化チョンに支配されてる売国政党はもう保守化している民意に一切期待してなくて、
由归化者主导的叛国政党，如宪法和公明党，不再期待任何保守的公众舆论。
売国左翼マスコミの捏造世論調査などによる世論誘導とアメリカとか韓国とか中国等の反日外国勢力の外圧に期待してる
我预计通过叛国的左翼媒体捏造民调和美国、韩国、中国等反日外国势力的外部压力来吸引公众舆论。",叛徒冈田宪法强行引出了他的言论。,叛党宪法与中国从一开始就联手。,只要公众舆论保持保守，这个叛国的左翼反对党就只能接受外部压力。,这件事发生在我对叛国左翼反对党行为非常谨慎的时候,由于民主党政府在民主党执政期间取消了律师资格考试中的国籍条款，,郑再日成为律师，日本司法体系陷入混乱。,https://news.yahoo.co.jp/articles/63209ba702162c429ae0bd3a6cc93074a7200102,https://news.yahoo.c...bd3a6cc93074a7200102,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:bJi8iStt0(6/8),这一次的情况类似于日本出口业因民主党政府升值日元政策濒临崩溃，韩国出口业成为世界之泉,,,如果你不能镇压与钟和钟同反间谍法的叛徒左翼分子，你应该认为日本会被击溃,由于反对党过度追查，高市对台湾紧急状态的看法被形成，“我认为不应这样做。”,https://hayabusa9.5c...newsplus/1761697601/,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,https://hayabusa9.5ch.net/test/read.cgi/mnewsplus/1761697601/,即使是有才华的人也知道，叛徒的左翼反对党是坏的。 杉村太藏也在此事上批评了宪法。,驻大阪的虐待性总领事薛建呼吁令和新选组投票，并与叛国的左翼反对党关系密切,可以确定的是，这一案子是宪法党、公明党等叛国左翼反对党与中国、韩国之间联合工作的高市场崩溃。,·驻大阪总领事薛坚参加了创价学会会议，并在社交媒体上与公明党官员谈论和平。,·关于公明党代表高市先生在脱离联盟前与中国大使会面的内容中说：“嗯，那个...... 让我忍住。”,宪法和安澄先生不信任互联网，“旧媒体更合适”，“电视平衡，恰当地划分利弊和中立”★2 [jinjin★],,首先，互联网=公众舆论的影响力也很强，所以如果政党发表这样的声明，就不再打算赢得选举,由归化者主导的叛国政党，如宪法和公明党，不再期待任何保守的公众舆论。,我预计通过叛国的左翼媒体捏造民调和美国、韩国、中国等反日外国势力的外部压力来吸引公众舆论。,,
"垢版
|
0565 名無しどんぶらこ 2025/11/24(月) 12:47:58.33",https://donguri.5ch.net/,垢版,|,,"薛剣駐大阪総領事の暴言の一連の騒動っていかに日本にスパイ防止法が必要かよく分かるよね
日本国内にスパイや売国奴が大量にいるから、まずそいつらの力を削ぎ落とさないと、日本は外国と外交で渡り合っていけない
日本国内の敵を一掃しないと日本は外交で不利な立場に立たされる

信じられない事に今回の件で中国の肩持って高市さんを叩く勢力がいる
それって日本国内の売国勢力　反日勢力にとっても致命傷になりえるくらいヤバい橋だって、
日本国内の売国勢力　反日勢力は気づいてる？

スパイ防止法と国家情報局ができるんだぞ？
中国の肩もって高市さん叩きしてる石破って売国奴とか一線越えたよな
↓
石破茂氏　中国共産党期待の人材としてプロパガンダ動画デビューｗｗｗｗｗｗｗｗｗｗｗｗ [662593167]
https://hayabusa9.5c...cgi/news/1763866718/



そもそも今回の件って変
薛剣駐大阪総領事が暴言吐いた時点では与野党ともに暴言中国領事を批判してたのに、
中国が信じられない事にこの暴言領事を擁護して高市さん批判開始してから、
妙に無理筋の高市さん叩きする馬鹿が増えた
初動で中国領事を批判してた時点で中国側が悪いって分かってるだろうに

中国が日本のマスコミや芸能界を支配してるチョンに泣きついたのかも


中国「私たちが怒っているのは高市政権であり、日本国民や法人はこれまで通り歓迎する」 [271912485]

↑
ばーか
日本国民全体が中国に怒っているのであって、
中国が相手しているのが高市政権だけと思ったら大間違いだよ
だから今回の件は中国にとって致命傷になる
ビジネスは信用で成り立っているのであって、ここまで信用を失った中国は今度落ちていくしかない
ただでさえ負け犬中国は不良債権処理ができなくて終わってるのに日本まで敵に回したら完全に中国は詰むからな

中国は↓みたいなごく少数しかいない売国奴の意見が日本の多数派とでも勘違いしてるんじゃないか？　　

立憲民主党の小西ひろゆき議員、中国大使館から仲間認定されるw [662593167]
https://hayabusa9.5c...cgi/news/1763536179/",,,,,,,https://hayabusa9.5ch.net/test/read.cgi/news/1763866718/,https://hayabusa9.5c...cgi/news/1763866718/,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:bJi8iStt0(7/8),,,,,,https://hayabusa9.5c...cgi/news/1763536179/,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,https://hayabusa9.5ch.net/test/read.cgi/news/1763536179/,,,,,,,,,,,,
"垢版
|
0566 名無しどんぶらこ 2025/11/24(月) 12:48:35.82",https://donguri.5ch.net/,垢版,|,,"チョンが支配してる売国左翼マスコミと売国左翼野党って自分たちが無理筋で高市さん叩いてると自覚してんだろうね
真っ当な日本人から見れば、今回の件で高市さん叩いて中国の肩持つなんて絶対にありえないことだから
スパイ防止法でチョンとチョンと一体化している売国左翼を刑務所に入れていかないと、日本のほうが潰されるとよく分かる

日本の元凶は在日チョン
在日チョンがスパイ防止法を成立させまいと高市さんを叩いてる
日本の敵の在日チョンを壮絶な地獄に叩き落していくことが日本にとって最重要

日本と在日チョンの戦いが始まる直前に割って入ってきた中国に激怒してる
けっきょく中国とチョンって組んでる

そもそも北朝鮮が日本にミサイル撃ってきてるって事は「日本に核攻撃するぞ！」っていう脅しなわけだから、
日本で在日チョンという日本の敵が野放しにされてきた事が異常

チョンとチョンと一体化している売国左翼は外圧を利用してくるけど、
それって、チョンとチョンと一体化している売国左翼を死刑台に送り込む、とんでもなく危ない橋だとチョンとチョンと一体化している売国左翼はわかっているんだろうか？

スパイ防止法でチョンとチョンと一体化している売国左翼を壮絶な拷問にかけながら皆殺しにしていく事が一番一番一番重要
でないと日本は日本人の為の政治ができない

沖縄独立したら「スッキリ」　立憲民主の元衆院議員
https://www.sankei.c...MYRKBRN2IXJ3GFXZRA4/
↑
立憲ってチョンに支配されてる売国政党、酷すぎ",,,,,,,https://www.sankei.com/article/20220205-IBDMNP7MYRKBRN2IXJ3GFXZRA4/,https://www.sankei.c...MYRKBRN2IXJ3GFXZRA4/,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:bJi8iStt0(8/8),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0567 名無しどんぶらこ 2025/11/24(月) 12:51:38.02",https://donguri.5ch.net/,垢版,|,,なんだ？オーストラリアのハニトラ橋下？,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:s7c73VUI0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0568 名無しどんぶらこ 2025/11/24(月) 12:52:49.49",https://donguri.5ch.net/,垢版,|,,中国の出先機関ということだね,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:jlag3Z910,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0569 名無しどんぶらこ 2025/11/24(月) 13:31:02.53",https://donguri.5ch.net/,垢版,|,,オーストラリア市民党が如何わしい政党じゃないかって指摘が来た途端にレス流しが現れて草も生えない,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:u6u+ar9U0(3/3),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0570 名無しどんぶらこ 2025/11/24(月) 13:32:18.92",https://donguri.5ch.net/,垢版,|,,"誰だよ    谁
日本でいう法政の山口みたいなエセ市民団体だろ",谁,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:GmmYQkLY0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0571 名無しどんぶらこ 2025/11/24(月) 13:37:48.75",https://donguri.5ch.net/,垢版,|,,市民とか委員長とかアカい連中だろ,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:aTQ2ZVD10,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0572 名無しどんぶらこ 2025/11/24(月) 13:41:52.65",https://donguri.5ch.net/,垢版,|,,">>1
そうやって相手の反撃能力を無くしてから香港みたいに戦争無しで自分のものにしてしまう   
うんだよなあ。",,,,,,,,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:UhZp63/50,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0573 名無しどんぶらこ 2025/11/24(月) 13:49:23.15",https://donguri.5ch.net/,垢版,|,,「敵国条項」に食いついたパヨク連中も、流石にこの新華社記事には食いつかないかな,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:7b5ohEb90,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0574 名無しどんぶらこ 2025/11/24(月) 15:02:35.48",https://donguri.5ch.net/,垢版,|,,こんな外国の泡沫政党のアピールを報道するってライブドアニュースは金でももらってるの？,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:DLbiFg+H0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0575 名無しどんぶらこ 2025/11/24(月) 15:07:35.70",https://donguri.5ch.net/,垢版,|,,オーストラリアの市民党というのがどんな団体かは知らんが新華社の取材に対しって所で中共に言わされてる以外に見えないw,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:IJxJv/1O0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0576 名無しどんぶらこ 2025/11/24(月) 15:08:44.12",https://donguri.5ch.net/,垢版,|,,なオーストラリアの市民団体かな？,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:JgezqdTh0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0577 名無しどんぶらこ 2025/11/24(月) 15:26:46.42",https://donguri.5ch.net/,垢版,|,,シナの手先のおフェラ豚か。,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:JNERCj2S0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0578 名無しどんぶらこ 2025/11/24(月) 16:11:34.63",https://donguri.5ch.net/,垢版,|,,市民団体と称するシナお抱え部隊がいるのは日本だけと思っていたがオーストラリアにもいるのね,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:O8z6V/zD0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0579 名無しどんぶらこ 2025/11/24(月) 16:13:39.90",https://donguri.5ch.net/,垢版,|,,まあこんなこと言うのはネジ曲がって伝わってるからだわな,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:hPI1uPiM0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0580 名無しどんぶらこ 2025/11/24(月) 16:17:04.42",https://donguri.5ch.net/,垢版,|,,">>9
レスでさえ呂律廻ってなくてくさwww",,,,,,,,>>9,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:LIY3yy5l0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0581 名無しどんぶらこ 2025/11/24(月) 16:20:17.11",https://donguri.5ch.net/,垢版,|,,"たぶん、シドニーの街なかにいるホームレスか何かに肩書付けて、   
発言したことにしてるんだろうな",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:IvOTBR6I0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0582 名無しどんぶらこ 2025/11/24(月) 16:21:47.04",https://donguri.5ch.net/,垢版,|,,">オーストラリア市民党    >澳大利亚公民党

ググったけど全然出てこないぞ   
どれだけ勢力ある政党なんだ？   
オーストラリア国民党ってのはあるけどそれっとは違うんだろ？   
代表者が別人だし   

＞バーウィック氏は、日本国内で右翼的で過激なナショナリズムと軍国主義が台頭しており、   
高市氏の発言は中日関係を大きく損ない、地域の経済関係や将来の協力にも影響を   
及ぼしているとの考えを示した。   

日本の国内事情なんか全然関心がないであろうオーストラリア人の政党なのに   
随分と日本に関心あるんだな、こいつ（ギャハハ",>澳大利亚公民党,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:mBP/cJM00,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0583 名無しどんぶらこ 2025/11/24(月) 16:37:24.00",https://donguri.5ch.net/,垢版,|,,オーストラリアにおける社民党みたいなものか,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:v3B38t8N0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0584 名無しどんぶらこ 2025/11/24(月) 16:53:45.49",https://donguri.5ch.net/,垢版,|,,">>504  
アメリカ共産党「議席0でも政党と主張すれば普通に政党」   
アメリカ国家社会党（旧アメリカ・ナチ党）「普通に政党ですね」",,,,,,,,>>504,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:BoQbeQFN0(2/2),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,
"垢版
|
0585 名無しどんぶらこ 2025/11/24(月) 16:56:28.38",https://donguri.5ch.net/,垢版,|,,"ていうかせめて反政府政党にすら言わせられなかったのがねw   
日本の反政府組織がチョロすぎなのかも知れんがwww",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:Hg6sAAYx0(1/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0586 名無しどんぶらこ 2025/11/24(月) 16:58:42.18",https://donguri.5ch.net/,垢版,|,,どーすんのこれ高市www,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:7HotJ+WZ0(2/2),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,
"垢版
|
0587 名無しどんぶらこ 2025/11/24(月) 17:21:11.75",https://donguri.5ch.net/,垢版,|,,法輪功やダライ・ラマの発言ならまだ世界的に信用もあるんだがねえw,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:Hg6sAAYx0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0588 名無しどんぶらこ 2025/11/24(月) 17:27:16.12",https://donguri.5ch.net/,垢版,|,,シドニーに慰安婦像設置よろ,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:j/hEAJWq0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0589 名無しどんぶらこ 2025/11/24(月) 17:27:56.86",https://donguri.5ch.net/,垢版,|,,">>1
どこの国の話しですかね   
ナショナリズムがなくてこまってるのが日本なんだが",,,,,,,,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:CoUazG+N0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0590 名無しどんぶらこ 2025/11/24(月) 17:30:48.82",https://donguri.5ch.net/,垢版,|,,"日本でいう社民党みたいなもんか   
問題ないなw",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:+GoerIbL0  ID：+GoerIbL0,ID：+GoerIbL0,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0591 名無しどんぶらこ 2025/11/24(月) 17:42:30.89",https://donguri.5ch.net/,垢版,|,,">>1
赤い党だったのね",,,,,,,,>>1,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:j6Aa279B0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0592 名無しどんぶらこ 2025/11/24(月) 18:41:37.24",https://donguri.5ch.net/,垢版,|,,どうせ中国系だろw,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:S9T1r0Gy0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0593 名無しどんぶらこ 2025/11/24(月) 19:22:47.63",https://donguri.5ch.net/,垢版,|,,オーストラリアの中華スパイ？,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:K6jPLc+R0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0594 名無しどんぶらこ 2025/11/24(月) 19:24:47.61",https://donguri.5ch.net/,垢版,|,,多くのオーストラリア人は中国なんて大嫌いだぞ,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:0bnfL58Q0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0595 名無しどんぶらこ 2025/11/24(月) 20:25:47.96",https://donguri.5ch.net/,垢版,|,,">>584  
数年後…
日本社民党「普通に政党ですね」",,,,,,,,>>584,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:koZmSOb/0(3/3),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0596 名無しどんぶらこ 2025/11/24(月) 21:28:23.58",https://donguri.5ch.net/,垢版,|,,"新華社、人民日報はロシアのスプートニクと同じ   
プロパガンダメディアというジャンル",,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:nDl83FwJ0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
"垢版
|
0597 名無しどんぶらこ 2025/11/24(月) 21:38:39.67",https://donguri.5ch.net/,垢版,|,,">>586  
CECの方針には「銀行を解体する」ための全国グラス・スティーガル法の導入、国立銀行の設立、住宅および農場の差し押さえのモラトリアムの導入、高速鉄道とブラッドフィールドスキームの建設、中国の一帯一路イニシアチブへの参加が含まれています。   

こんなキチガイ集団の言う事を真に受けるお前は高卒の境界知能なの？ww",,,,,,,,>>586,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,ID:i5GfNit50,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763905099#,,,,,,,,,,,,,,
