threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,highlight,res_id,js-response,threadview_response_body_link (2),threadview_response_body_link href (2),js-ng-setting href,js-response href,threadview_response_body_link (4)
"垢版
|
0474 名無しどんぶらこ 2025/11/28(金) 09:59:09.08",今回の主張は中国側の方が筋が通ってると思うわ,,,,ID:fBD7oaNl0(2/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0475 名無しどんぶらこ 2025/11/28(金) 09:59:14.33","アメリカは台湾に関して中国と戦端を開く可能性があり、
日本はその場合アメリカに従って中国と戦争する
そう日本側では決定済みなんだ

またやっちゃいけない対中説明が出来たどー",,,,ID:UfIeXw7w0(6/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0476 名無しどんぶらこ 2025/11/28(金) 09:59:15.27",まるで中国共産党と同じ手法じゃないか,,,,ID:Ivz97l0S0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0477 名無しどんぶらこ 2025/11/28(金) 09:59:24.30","立場は変わってないなら高市答弁はちょっと言いすぎたってなるんだけど
それを批判をして欲しくないなら政府がちゃんと中国を納得させろよ",,,,ID:VOIkCz9b0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0478 名無しどんぶらこ 2025/11/28(金) 09:59:25.37","じゃあ撤回はしなくとも説明はすべきじゃね
少なくとも中国やネトウヨは誤解してるんだから
今まで通りですよ変わってませんよって高市の口からはっきり言わないと",,,,ID:MnyE7bFo0(1/2),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0479 名無しどんぶらこ 2025/11/28(金) 09:59:32.32","""衆議院外務委員会　令和7年11月28日(金)　原口一博代議士質疑""
https:
//www.youtube.com/live/yMNsJEtA7R0

原口一博",,,,ID:1/R/MAWN0(5/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0480 名無しどんぶらこ 2025/11/28(金) 09:59:33.67",何でも輸出も輸入も第一位の主要貿易国と戦争できると思うのか、自衛隊員の食べる飯も中国製だぞ,,,,ID:VQ/AHU7z0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0481 名無しどんぶらこ 2025/11/28(金) 09:59:35.03","今日本がやってることは、韓国がやってることと同じ。日韓条約で解決済みなのに韓国大統領が支持率上げるために蒸し返して日本に賠償を求めるが、日本から反発を喰らいつつ
無視する。",,,,ID:dLBzexsp0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0482 名無しどんぶらこ 2025/11/28(金) 09:59:38.99",">>403
朝鮮戦争時の日本は占領統治中
ベトナム戦争は沖縄返還前。ただし、厳密にいうと1年くらいは返還後も続いていたから集団的自衛権を行使したことになる。
もっとも、集団的自衛権のなんてあまり話題にならなかったころ",,>>403,,ID:s9CsmoaJ0(6/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0483 名無しどんぶらこ 2025/11/28(金) 09:59:42.42","これからの中国のスキームを考えるに 南沙諸島と同様なことが起こるとの想像が難くない。
具体的に言えば 『 要塞化 』だ。

もちろん 台湾の既存の軍港を利用拡大するのは 間違いないだろうけれども 特に秘密主義から台湾海峡が軍事利用され航行の監視や停船措置などが日常的な領域になってしまう怖れがあるのだろう。
当然 沖縄 グァムなどの駐米基地を意識してのことになるだろうが米軍だけでなく 日本についても 商船 公船が 直接対峙する事態に陥ることも予期しておかなければならないのだろう。(´・ω・`)",,,,ID:tM/C0tXG0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0484 名無しどんぶらこ 2025/11/28(金) 09:59:43.07",一貫してるって言ってんだろ,,,,ID:9ObIDAu+0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0485 名無しどんぶらこ 2025/11/28(金) 09:59:53.20",">>438
アメリカの台湾への武器売却や交流制限解除の動きを知らないのか
明確な対中包囲への布石じゃないか",,>>438,,ID:K966Ikfr0(3/4),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0486 名無しどんぶらこ 2025/11/28(金) 10:00:00.18",">>456
日本や台湾がどんどんウクライナに近づいていってるね
足並みを揃えない、今後カネもなくなっていく日本をアメリカはいつまで助けてくれるんだろ",,>>456,,ID:At9ZNfcK0(5/8),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0487 名無しどんぶらこ 2025/11/28(金) 10:00:00.16",">>477
放置で十分",,>>477,,ID:N7KRcv7i0(2/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0488 名無しどんぶらこ 2025/11/28(金) 10:00:03.10",">>471
じゃー、台湾有事の質問に黙り込まずに、きちんと答弁しろよってｗｗｗ
ヘタレ壺のくせにｗｗｗ",,>>471,,ID:s1jgd2zk0(4/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0489 名無しどんぶらこ 2025/11/28(金) 10:00:05.45","中国不動産大手の万科による融資要請、国内銀の少なくとも2行が拒否
金融崩壊を避けるためだな。
チャイナ不動産セクタ−の不良債権2〜3京円",,,,ID:Q48YEC660(6/6),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0490 名無しどんぶらこ 2025/11/28(金) 10:00:12.98",">>462
別にこれまでもしてない定期",,>>462,,ID:1B8pUAyu0(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0491 名無しどんぶらこ 2025/11/28(金) 10:00:17.87",国できちんと決めてることを表明して文句言われる筋合いはないだろ,,,,ID:KuGMnWZH0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0492 名無しどんぶらこ 2025/11/28(金) 10:00:21.22",">>485
バイデン時代の方がもっと売ってたぞ",,>>485,,ID:FbQX+Vzv0(9/9),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0493 名無しどんぶらこ 2025/11/28(金) 10:00:32.66",">>478
？

日本はオープンだけど、中国が逃げ回っているｗｗｗｗｗ",,>>478,,ID:s9CsmoaJ0(7/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0494 名無しどんぶらこ 2025/11/28(金) 10:00:35.98",">>458
韓国は集団的自衛権で米軍を助けるためにベトナム戦争に参戦させられてえらい目にあってるんだが",,>>458,,ID:HZNRnD6w0(4/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0495 名無しどんぶらこ 2025/11/28(金) 10:00:37.23",">>451
日本もだしアメリカもだね
国連で国だと承認されてない
交流はあるけど曖昧な国なんだよね",,>>451,,ID:Xzsxm8/L0(4/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0496 名無しどんぶらこ 2025/11/28(金) 10:00:43.97",">>448
まあ、その原因は「尖閣諸島は中国・台湾のもの」って主張だから、悪いのは中国・台湾かと。",,>>448,,ID:t2SepxQG0(9/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0497 名無しどんぶらこ 2025/11/28(金) 10:00:52.10",">>466
何もないなら問題になり得ないじゃないか
何を騒いでるんだよ中国は",,>>466,,ID:F77xhYcD0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0498 名無しどんぶらこ 2025/11/28(金) 10:00:52.94",">>432
高市さんの発言も、平和安全法制の典型例みたいなものを言っただけで、
何も変わってなかったのよ。
一線超えたとか、日本が台湾を助けるためとか、
日本が武力行使「する」とかは、切り取りで勘違いして騒ぎ始めただけ。
自分たちの勘違いで騒いでおきながら、
「従来通りですよ」と言われたら
「事実上の答弁撤回」みたいに騒ぎ出すのって、どう思います？",,>>432,,ID:T4IpECkS0(3/5),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0499 名無しどんぶらこ 2025/11/28(金) 10:00:59.22",言っていること自体は全て正しいしな,,,,ID:qP7+ttUr0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0500 名無しどんぶらこ 2025/11/28(金) 10:01:01.43",">>1
言論弾圧か？
自民党内もおかしな事になってるな",,>>1,,ID:QTH7n/Q20(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0501 名無しどんぶらこ 2025/11/28(金) 10:01:08.71",">>451
その理解でだいたい合っています。日本は今も台湾を国家として承認していないので、
形式的には「内政干渉だ」と言われる余地はあります。
だから発言の仕方次第では、中国に突っ込まれやすいのも事実ですね。
ただ、日本の安全に直結する話まで一切触れられないかというと、そこはまた別の話になります。",,>>451,,ID:fAYtMyVv0(7/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0502 名無しどんぶらこ 2025/11/28(金) 10:01:09.23",">>471
してないよ
日中平和有効条約を批准してたら台湾有事は起きない
それはシーレーンの永続的な安定を得る事になる",,>>471,,ID:l402lmPI0(4/5),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0503 名無しどんぶらこ 2025/11/28(金) 10:01:17.72",だから高市の答弁だけ撤回すればいいだけでは,,,,ID:GPjw2fIQ0,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0504 名無しどんぶらこ 2025/11/28(金) 10:01:23.92","なら
歴代総理と同じく曖昧戦略とれは
良かったじゃん",,,,ID:oRzB/F+30(2/5),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0505 名無しどんぶらこ 2025/11/28(金) 10:01:25.92",石破に言えよ,,,,ID:IpYvwMao0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0506 名無しどんぶらこ 2025/11/28(金) 10:01:26.25",">>438　440
自己保身のためにズボンに手を突っ込んでイキって見せるような三流国とは違うのだよ",,>>438,,ID:aqKRdmhj0(6/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0507 名無しどんぶらこ 2025/11/28(金) 10:01:41.11",習近平失脚だろwww,,,,ID:jSHRELxT0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0508 名無しどんぶらこ 2025/11/28(金) 10:01:47.91","中国政府、ブチギレ「日本政府は高市氏の誤った発言を希薄化、ごまかし、隠蔽しようとしている。絶対に許さない」 [329329848]
https://greta.5ch.ne.../poverty/1764285996/　　

高市野田より中国がマトモだよ",https://greta.5ch.net/test/read.cgi/poverty/1764285996/,https://greta.5ch.ne.../poverty/1764285996/,,ID:JWrsR0pz0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0509 名無しどんぶらこ 2025/11/28(金) 10:01:54.59",">>498
具体例を挙げて言及するやつはただの馬鹿",,>>498,,ID:At9ZNfcK0(6/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0510 名無しどんぶらこ 2025/11/28(金) 10:01:57.20",">>487
放置っていうより、アメリカのトランプに釘刺されているだけじゃねーの、ヘタレがｗ
極右バカには、世界では日本が孤立してるってわからないの？ｗｗｗ",,>>487,,ID:s1jgd2zk0(5/7),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0511 名無しどんぶらこ 2025/11/28(金) 10:02:00.45",">>498
まあ高市自身が「最悪のケース」として切り取って提示したんだけどな
そんなの言わなきゃいいだけなのに",,>>498,,ID:1B8pUAyu0(3/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0512 名無しどんぶらこ 2025/11/28(金) 10:02:07.18","数十年前まで人民服着て自転車乗ってた国だ
付き合い方を徐々に元に戻して行けば良い",,,,ID:KuGMnWZH0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0513 名無しどんぶらこ 2025/11/28(金) 10:02:13.89",">>463
中国の報道ではそうなっているのか？ｗｗｗｗｗ

五毛さんも大変だｗ",,>>463,,ID:s9CsmoaJ0(8/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0514 名無しどんぶらこ 2025/11/28(金) 10:02:14.31","イキって他人にケツ拭き押し付けて逃げ回んなよ
キンペーに面と向かって言えや
アメ公相手にも引くな
それくらいやるなら支持してやる
確実に国が滅ぶけどそのくらいの覚悟ねえんならイキんな",,,,ID:uZoadsll0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0515 名無しどんぶらこ 2025/11/28(金) 10:02:15.60","言論統制とか完全にカルト化してんなぁ…
表向き仲良くしたいはずの相手に対して敵国ですって宣言しとるのもどうなん？
党内ガバナンス終わってそう",,,,ID:zXXWPJw20,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0516 名無しどんぶらこ 2025/11/28(金) 10:02:39.50",">>492
どの大統領でもシナの海洋進出は許さないというアメリカのスタンスを肯定してるだけじゃないか",,>>492,,ID:K966Ikfr0(4/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0517 名無しどんぶらこ 2025/11/28(金) 10:02:42.31",">>435
日本政府は従来の認識となんら変わらないんだろ？

なら中国側の反応の日本側の原因は高市が持っているしかないと思うんだけど？
そして原因を持っているのが高市ならそれに対しての対処や責任も高市しか持ちえない",,>>435,,ID:CXrz3RjY0(2/4),2,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0518 名無しどんぶらこ 2025/11/28(金) 10:02:42.93",">>451
日中国交正常化交渉違反だからね",,>>451,,ID:oRzB/F+30(3/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0519 名無しどんぶらこ 2025/11/28(金) 10:02:45.12",">>446
それをロシアや韓国から取り返すためにやってるのかと思ってたけど",,>>446,,ID:RObmHj4b0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0520 名無しどんぶらこ 2025/11/28(金) 10:02:47.68","約束事を破るような奴と組めるか
よく考えよう",,,,ID:2ocX/WCq0(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0521 捏造WSJ.共同、朝日 2025/11/28(金) 10:02:49.30","大越涙目

ばか中国スパイ議員

追放",,,,ID:CA7bt7tn0(2/3),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0522 名無しどんぶらこ 2025/11/28(金) 10:02:55.52",">>474
まったく筋が通っておりませんが何か？",,>>474,,ID:xYqmTH9F0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0523 名無しどんぶらこ 2025/11/28(金) 10:02:59.33",">>510
釘刺されていないから、日本は撤回なしを閣議決定したのだろｗ
馬鹿ですか？ｗ",,>>510,,ID:s9CsmoaJ0(9/10),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0524 名無しどんぶらこ 2025/11/28(金) 10:03:01.30","立憲やオールドメディアってマジで日本の国益を損なう害でしかねえよな
これだけ失墜してるのに未だにこういう連中の戯言を盲信してるバカってもう救いようがねえわw",,,,ID:7NGV6DZg0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0525 名無しどんぶらこ 2025/11/28(金) 10:03:02.48",立憲民主党が、火付けし、マスゴミが石油ぶっかけてる構図だな,,,,ID:CbOsFMQs0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0526 名無しどんぶらこ 2025/11/28(金) 10:03:06.37",">>466
前提が逆だ。台湾有事を想定しているのは、日本だけでなく中国自身の軍事行動と発言が積み上げてきた結果だ。
「何もない」のではなく、圧力と威嚇を常態化させてきた側があるだけ。
それを見て備える国を「状況を作っている側」にするのは、さすがに責任転換が過ぎる。",,>>466,,ID:fAYtMyVv0(8/9),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0527 名無しどんぶらこ 2025/11/28(金) 10:03:06.78",">>504
オープンに曖昧戦略つって敵にも伝わってんのに納得するわけが無く踏み込んで何か取られるだけやぞ",,>>504,,ID:g8LVveCm0(2/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0528 名無しどんぶらこ 2025/11/28(金) 10:03:15.27","さっさと台湾吸収して統一壺政権駆逐してくれ
そのうえで米軍置いて共同管理しろよ沖縄みたいに",,,,ID:nmomRxaF0(7/8),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0529 名無しどんぶらこ 2025/11/28(金) 10:03:23.91",">>486
日本や台湾はウクライナと違って
太平洋を守るための海域の最前線だし
経済的にも重要度が桁違い",,>>486,,ID:jbAlyQnh0(1/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0530 名無しどんぶらこ 2025/11/28(金) 10:03:24.55","ここで五毛やパヨが推されまくってるって事は
Yahooあたりじゃボロボロかね？",,,,ID:TXDA0JPn0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0531 名無しどんぶらこ 2025/11/28(金) 10:03:29.30",">>451
その通りでございます",,>>451,,ID:l402lmPI0(5/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0532 名無しどんぶらこ 2025/11/28(金) 10:03:37.17","岡田とか野田はまるで中スに洗脳されスパイみたいだよ
コイツら中国のハニートラップに何回も陥れた国賊だろう
気持ちわるい、ド助平じじい",,,,ID:n9Y4dM4r0(1/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0533 名無しどんぶらこ 2025/11/28(金) 10:03:43.06","アベ以降すっかり自民は幼稚になっちまったな

相手が悪い！　野党ガーの係累だなコレも",,,,ID:zbrAGfOs0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0534 名無しどんぶらこ 2025/11/28(金) 10:03:43.63",">>529
いつまでもそう思っていられるといいね",,>>529,,ID:At9ZNfcK0(7/8),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0535 名無しどんぶらこ 2025/11/28(金) 10:03:44.05",うしろおお,,,,ID:54DPws3C0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0536 名無しどんぶらこ 2025/11/28(金) 10:03:59.84",">>478
高市さんは国会答弁とか党首討論で、従来の見解と変わらないし、
問題視されている発言も、質問者の場面設定である程度の可能性を述べただけ、みたいに話しているよ。
最初勘違いで騒いでいる人が、自分の責任を認めたくないから、
言っていることが変わったとか事実上の撤回とか言っているだけ。",,>>478,,ID:T4IpECkS0(4/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0537 名無しどんぶらこ 2025/11/28(金) 10:04:07.04","まあマスゴミですから
(´・ω・`)",,,,ID:t/vErJwS0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0538 名無しどんぶらこ 2025/11/28(金) 10:04:09.11",">>517
「従来と何も変わらない」のに、なぜか高市一人で情勢が動いたことになる不思議。
相手が過剰反応した瞬間に原因も責任も全部日本側――しかも個人持ち。
ずいぶん都合のいい因果関係だ。",,>>517,,ID:fAYtMyVv0(9/9),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0539 名無しどんぶらこ 2025/11/28(金) 10:04:12.84",">>534
いつまでもというか事実だしね",,>>534,,ID:jbAlyQnh0(2/2),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0540 名無しどんぶらこ 2025/11/28(金) 10:04:21.03","中国「やれ」
部下公明「撤回しろー！　発言に関する質問主意書提出！！！」
高市「従来の見解を維持し、見直しや再検討は必要としない」（撤回するつもりはない）
工作員「ぼかしてわざわざ閣議決定したー！」（質問主意書への返答は閣議決定しないといけない決まり）
中国「ぼかすのは許さない、撤回する以外私たちは許さない！！」
高市「ぼかしてもねぇーし、撤回するつもりはないてずっと言ってるだろリスカブス」　←イマココ",,,,ID:i58is9vp0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0541 名無しどんぶらこ 2025/11/28(金) 10:04:34.88",">>1
みんな分かってる
変わったとか言ってるやつはマークしとくべき",,>>1,,ID:JZWQW5Xv0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0542 名無しどんぶらこ 2025/11/28(金) 10:04:37.22",">>517
日本側は常にオープンだから、習に逃げ回らずに会談するように伝えたらｗｗｗｗｗ",,>>517,,ID:s9CsmoaJ0(10/10),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0543 名無しどんぶらこ 2025/11/28(金) 10:04:46.91","ボクちゃん悪く無いもんっ
翼賛体制じゃなきゃヤダヤダもんっ",,,,ID:zbrAGfOs0(2/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0544 名無しどんぶらこ 2025/11/28(金) 10:04:59.87",">>502
日本に平和友好条約を締結して欲しかったら、チャイナは民主化しろよ",,>>502,,ID:aqKRdmhj0(7/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0545 名無しどんぶらこ 2025/11/28(金) 10:05:04.93","岡田とか野田はまるで中スに洗脳されたスパイみたいだ
コイツら中国のハニートラップに何回も陥れた国賊だろう
気持ちわるい、ド助平じじい",,,,ID:n9Y4dM4r0(2/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0546 名無しどんぶらこ 2025/11/28(金) 10:05:08.76",">>539
じゃあ戦争なんて起こりようがないし台湾有事も起きるはずないね
高市の発言は不要で終わりな話だ",,>>539,,ID:At9ZNfcK0(8/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0547 名無しどんぶらこ 2025/11/28(金) 10:05:11.06",">>538
実際に動いてて
そんでもって日本政府が従来の見解と変わらないと発表しているんだから
日本側の問題は高市が全て担っているしかないと思うけど？w",,>>538,,ID:CXrz3RjY0(3/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0548 名無しどんぶらこ 2025/11/28(金) 10:05:12.71",">>528
＞さっさと台湾吸収して統一壺政権駆逐してくれ

たしかにｗ　木原も壺だし、日本政府が糞チョンの統一教会に支配されているって
恐ろしすぎる。",,>>528,,ID:s1jgd2zk0(6/7),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0549 名無しどんぶらこ 2025/11/28(金) 10:05:18.37",">>527
曖昧戦略を踏み越えたから問題に成ってんだろ
日本語わからないバカが高市擁護してんだよな",,>>527,,ID:oRzB/F+30(4/5),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0550 名無しどんぶらこ 2025/11/28(金) 10:05:28.17","じゃあ勇ましい改憲論者の言うように日本独自で軍事的な対応ができるようにする？

一国が自国を守る軍隊を持つのは国家のあり方として普通
でも日本は厄介な周辺国を多く持ち軋轢があるし海運による物流も重要
でも地理的距離としてはアメリカが日本と軍事的に組む蓋然性は低い
日本で軍事的人員の確保は難しい
ってことで現実的には安保体制が理想的
南シナ海問題もアメリカがフィリピンから撤退したのが大きな要因
こういう現実と国としてあるべき姿のバランスで
憲法9条や自衛隊関連を考えるべき",,,,ID:6L+Hkgeb0(7/8),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0551 名無しどんぶらこ 2025/11/28(金) 10:05:31.77",裏金統一自民擁護のステマそのもの,,,,ID:lx6ff2qM0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0552 名無しどんぶらこ 2025/11/28(金) 10:05:34.61",">>273
愚かというか、近代文明が次々発明した新式の武器を試したくて仕方なかったんじゃないの？
今の我々がAIに飛びついているようにw",,>>273,,ID:FXexGuhU0(1/2),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0553 名無しどんぶらこ 2025/11/28(金) 10:05:35.11","岡田とか野田はまるで中スに洗脳されたスパイみたいだ
コイツら中国のハニートラップに何回も陥れた国賊だろう
気持ちわるい、ド助平じじい",,,,ID:n9Y4dM4r0(3/7),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0554 名無しどんぶらこ 2025/11/28(金) 10:05:47.16","台湾を巡る米中の戦争に日本は参戦するとの立場は一貫しており、
政府の立場があたかも変わったかのような主張は長年与党である自民には受け容れられない
秘密だぞ？

頭高市並みはこういうことだろ？
中国様の激発は、日本側の秘密を知っていたからだー、へも展開するんだろ？
自動的に参戦だとか工作員がいるんだとか、
勝てる戦争じゃないだろーにまー",,,,ID:UfIeXw7w0(7/7),1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,
"垢版
|
0555 名無しどんぶらこ 2025/11/28(金) 10:05:48.01","じゃあもう1回同じ質問してみようか
そのままの言葉で答えるか
ニュアンスをかえるかどうか",,,,ID:E6C8YIWT0(3/4),,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
"垢版
|
0556 名無しどんぶらこ 2025/11/28(金) 10:05:54.37",自民も公式に高市発言を否定かｗ,,,,ID:lH0aQ/BA0,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764288396#,,
