threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),notranslate (7),notranslate (8),notranslate (9),notranslate (10),notranslate (11),notranslate (12),threadview_response_body_link href,threadview_response_body_link,res_id href,res_id,notranslate (13),js-response,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,threadview_response_body_link href (2),threadview_response_body_link (2),js-ng-setting href,js-response href
"垢版
|
0223 名無しどんぶらこ 2025/11/26(水) 08:48:34.75",https://donguri.5ch.net/,垢版,|,,"ネトウヨ、大敗北www   
世界は米中露で出来ているのに   
日本や西欧が吠えた所で無駄   
現実主義外交だった安倍は再評価されるべき",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:jHmj6aOK0(1/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0224 名無しどんぶらこ 2025/11/26(水) 08:49:37.93",https://donguri.5ch.net/,垢版,|,,">>199
言ってるじゃん、来援に行った米軍が武力攻撃された場合って",,,,,,,,,,,,,>>199,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4zNhM1Wj0(5/12),,2,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0225 名無しどんぶらこ 2025/11/26(水) 08:51:48.13",https://donguri.5ch.net/,垢版,|,,">>14  
共同と朝日で楽しく焚火",,,,,,,,,,,,,>>14,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:vFvyVAxk0,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0226 名無しどんぶらこ 2025/11/26(水) 08:52:28.55",https://donguri.5ch.net/,垢版,|,,">>225  
火遊びしてるのは日本だぞ",,,,,,,,,,,,,>>225,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:CBL+kbzS0(4/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0227 名無しどんぶらこ 2025/11/26(水) 08:53:16.37",https://donguri.5ch.net/,垢版,|,,トランプは男らしさを強調したがるから高市を怒ったりはしてないよ,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4zNhM1Wj0(6/12),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0228 名無しどんぶらこ 2025/11/26(水) 08:54:38.36",https://donguri.5ch.net/,垢版,|,,">>221  
その武力行使は米軍が武力行使なのかな   
自衛隊を軍隊とみなして自衛隊が武力行使をするということなのかな   
なんか高市さんの答弁も言葉が足りないんだよね",,,,,,,,,,,,,>>221,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:3oUn/ObE0(4/8),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0229 名無しどんぶらこ 2025/11/26(水) 08:56:05.13",https://donguri.5ch.net/,垢版,|,,"1989年6月4日天安門大虐殺で世界から孤立してたシナを   
時の天皇訪中で救った恩を忘れた馬鹿阿呆シナ   
徹底的に締め上げてやれ！！！！   
シナ経済の息の根を止めろ！！！！",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:uayIbQKm0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0230 名無しどんぶらこ 2025/11/26(水) 08:56:08.44",https://donguri.5ch.net/,垢版,|,,">>224
問題となってる「どう考えても存立危機事態になり得る」と言った時に挙げた例の中では、米軍来援については言及していない   

高市の具体例は台湾有事の例だが、米軍には台湾有事に来援義務はないから、台湾有事の例を挙げても米軍の来援についても言及しなきゃ、台湾有事で台湾が攻撃されたら存立危機事態となり得ると解釈されるのはおかしな話ではない",,,,,,,,,,,,,>>224,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:gWcHHZMw0(3/10),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0231 名無しどんぶらこ 2025/11/26(水) 08:56:18.07",https://donguri.5ch.net/,垢版,|,,日本人の不幸を願う朝日新聞など早くこの世から消えてほしい。,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:7pxPtU5m0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0232 名無しどんぶらこ 2025/11/26(水) 08:57:20.34",https://donguri.5ch.net/,垢版,|,,"習近平　レアアースやるから　ポツダム宣言再条約な   

トランプ　ハイ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:D3n6QBYq0(1/5),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0233 名無しどんぶらこ 2025/11/26(水) 08:57:24.40",https://donguri.5ch.net/,垢版,|,,"日本が中国の国債を買わないから   
習近平が焦ってトランプに早苗を叱りつけてくれ   
と頼んだんだろな",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:fjNFs1U70,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0234 名無しどんぶらこ 2025/11/26(水) 08:57:58.08",https://donguri.5ch.net/,垢版,|,,">>230  
バシー海峡を武力で海上封鎖された時の話だろ？",,,,,,,,,,,,,>>230,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4zNhM1Wj0(7/12),,2,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0235 名無しどんぶらこ 2025/11/26(水) 08:58:12.97",https://donguri.5ch.net/,垢版,|,,">>224
行くか行かないかは米軍側の話で   
日米の間では台湾有事には米軍は行くこと決まってたのかもしれないけど   
曖昧に答えるとこな感じするわ",,,,,,,,,,,,,>>224,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:3oUn/ObE0(5/8),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0236 名無しどんぶらこ 2025/11/26(水) 08:58:38.55",https://donguri.5ch.net/,垢版,|,,"習近平　日本のトカゲ女、ブスキモい   

トランプ　俺も大嫌いだ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:D3n6QBYq0(2/5),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0237 名無しどんぶらこ 2025/11/26(水) 08:59:16.94",https://donguri.5ch.net/,垢版,|,,"電話会談   

習近平　日本のトカゲ女、ブスキモい   

トランプ　俺も大嫌いだよ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:D3n6QBYq0(3/5),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0238 名無しどんぶらこ 2025/11/26(水) 08:59:53.23",https://donguri.5ch.net/,垢版,|,,"電話会談   

習近平　日本のトカゲ女、ブスキモい   

トランプ　俺も大嫌いだ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:D3n6QBYq0(4/5),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0239 名無しどんぶらこ 2025/11/26(水) 09:00:16.41",https://donguri.5ch.net/,垢版,|,,"中国はトランプだとアメリカとの関係がギクシャクするから日本への歩み寄りが少しあったのに   
そこをうまく活用できなかったのかな？   

相変わらず国民は勇ましい高市支持だけど",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:1FnETVaG0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0240 名無しどんぶらこ 2025/11/26(水) 09:00:58.90",https://donguri.5ch.net/,垢版,|,,"電話会談   

習近平　日本のトカゲ女、ブスキモい   

トランプ　日本人のセンスは狂ってるね　貧乏人だろ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:D3n6QBYq0(5/5),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0241 名無しどんぶらこ 2025/11/26(水) 09:01:43.45",https://donguri.5ch.net/,垢版,|,,">>228  
米軍の武力行使はアメリカが決めることで、存立危機事態での武力行使は自衛隊でしょ   

高市の答弁が言葉足らずなのは確かなんだから、撤回せずとも具体例に米軍が来援して攻撃を受けたことを追加する形で訂正した方がいいんだが、アメリカは曖昧戦略を取ってるから、具体例に対しては米軍が来援して攻撃を受けた時とも訂正できないって感じだろう",,,,,,,,,,,,,>>228,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:gWcHHZMw0(4/10),,2,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0242 名無しどんぶらこ 2025/11/26(水) 09:02:53.60",https://donguri.5ch.net/,垢版,|,,">>234  
つまり、「来援に行った米軍が武力攻撃された場合」じゃないってことだろ？",,,,,,,,,,,,,>>234,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:gWcHHZMw0(5/10),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0243 名無しどんぶらこ 2025/11/26(水) 09:02:57.14",https://donguri.5ch.net/,垢版,|,,">>234  
バシー海峡が武力で封鎖されたら米軍いなくても存立危機事態なの？",,,,,,,,,,,,,>>234,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:CBL+kbzS0(5/6),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0244 名無しどんぶらこ 2025/11/26(水) 09:03:32.90",https://donguri.5ch.net/,垢版,|,,">>1
今回の中共ヤクザの   
日本や高市に対する言動は常軌を逸している   
中共ヤクザが、真摯に誠意を持って   
日本及び高市に謝罪しなければ   
決して中共ヤクザを許してはならない",,,,,,,,,,,,,>>1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:pLbZ5x8h0,,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0245 名無しどんぶらこ 2025/11/26(水) 09:04:10.19",https://donguri.5ch.net/,垢版,|,,"日本が調子に乗ったせいでアメリカが中国を支援するという第二次世界大戦と同じ失敗をした高市   
今すぐ総理を辞めろ",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:RidmHdNO0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0246 名無しどんぶらこ 2025/11/26(水) 09:04:40.64",https://donguri.5ch.net/,垢版,|,,">>241  
だから高市の答弁は従来通りで変わらないって閣議決定したんだろ   
それ以上詳しいことについては言及しませんって言うハナシ",,,,,,,,,,,,,>>241,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4zNhM1Wj0(8/12),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0247 名無しどんぶらこ 2025/11/26(水) 09:05:12.92",https://donguri.5ch.net/,垢版,|,,"習近平「中米関係の緊密さを確認したアル」   
トランプ「台湾有事は起こさないとキンペーが言ってた、あいつは話が分かるぜ」   
演出はこんな感じのはず   
引くに引けない中国が、トランプに頼んで退路を用意してもらったんだろ   
トランプの中国訪問も要請したのは中国だな",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:F5wbI/SU0(1/3),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0248 名無しどんぶらこ 2025/11/26(水) 09:05:24.06",https://donguri.5ch.net/,垢版,|,,"バイデンやトランプはウクライナに派兵しない   
ウルトラライトウィングタカイチは中国に派兵すると言ったようなもの",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:eu6R3PaB0(2/2),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0249 名無しどんぶらこ 2025/11/26(水) 09:05:37.25",https://donguri.5ch.net/,垢版,|,,">>243  
そんなの政府に問い合わせろよ、答えてくれないと思うけど",,,,,,,,,,,,,>>243,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4zNhM1Wj0(9/12),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0250 名無しどんぶらこ 2025/11/26(水) 09:05:54.16",https://donguri.5ch.net/,垢版,|,,"https//video.twimg.com/ext_tw_video/1837004499095072768/pu/vid/avc1/720x1280/7jNgN6BBe8HkAgCI.mp4?tag=12   
http//video.twimg.com/ext_tw_video/1834911636693696512/pu/vid/avc1/720x1278/5h08EcKGTQDxwi72.mp4   
https//youtube.com/shorts/KEzVKcgoquo?si=ZIWZw0oayAmSbbzf   
天滅厨狂大朝鮮❕不要忘了六四天安門大屠殺❕不要忘了❕通州日本人大虐殺事件❕Free Tibet,Sherqiy Türkistan❕   
人民総ヤクザ支那狂獣どもを地球上から一匹残らず殲滅せよ人民総ヤクザ支那凶獣どもを地球上から一匹残らず抹殺消去せよ   
人民総ヤクザ支那害獣どもは自ら妄信した共産党の戦車により轢断死骸と化せ   
人民総ヤクザ支那狂獣どもは自ら招いた環境破壊により知障・身障・奇形児を量産   
人民総ヤクザ支那凶獣どもは自ら招いた砂漠化により灼熱の砂の中で生き埋めになれ   
人民総ヤクザ支那害獣どもは食糧輸入を停止し計画育成によって強制堕胎した胎児を食み、自給自足を励行せよ   
人民総ヤクザ支那狂獣どもは第二次文革を実施し、１３億匹の人民畜を直ちに粛清せよ   
人民総ヤクザ支那凶獣どもはあらゆる文明機器を放棄し、人文道徳のみを学習せよ   
人民総ヤクザ支那害獣どもは自ら築いた脆弱な建造物崩壊により、血塊・肉片と化せ   
人民総ヤクザ支那狂獣どもは自ら築いた脆弱なダム決壊により、存分に毒水を飲め   
人民総ヤクザ支那凶獣どもは劣化コピー・知的所有権侵害を禁ずるために脳みそを摘出しhuaweiを埋め込め   
人民総ヤクザ支那害獣どもは食糧問題を侵略・収奪ではなく、亜硝酸塩、メラミンミルク、地溝油、髪の毛醤油の摂取により解決せよ   
人民総ヤクザ支那凶獣どもは軽挙妄動を封殺するために四肢を切断せよ   
人民総ヤクザ支那害獣どもは死臭・腐敗臭に勝る体臭を巻き散さぬよう硫酸で毒皮を溶解せよ　どこでも排泄を防ぐため穴という穴を縫合せよ   
人民総ヤクザ支那狂獣どもは直ちに自己批判と総括を行え   
人民総ヤクザ支那狂獣どもを地球上から一匹残らず殲滅せよ人民総ヤクザ支那害蟲どもを地球上から一匹残らず屠殺せよ   
東シナ海を人民総知恵遅れ魑魅魍魎シナ畜の水葬墓場にせよ   
天安門広場と中南海にシナ蓄どもの屍塚を築き上げろ　人類であることを撤回せよ   
シナチク凶獣共を皆殺しにしろ❕❕殺せ➖➖支那畜殲滅全消去全屠殺抹消",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:ZEsMvjcG0,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0251 名無しどんぶらこ 2025/11/26(水) 09:06:43.14",https://donguri.5ch.net/,垢版,|,,">>241  
＞例えば海上封鎖を解くために米軍が来援をする それを防ぐために 何らかの他の武力行使が行われるこういった事態も想定されることでございますので   

高市は↑の答弁をやっているが。",,,,,,,,,,,,,>>241,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:MtyrCoG30(2/4),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0252 名無しどんぶらこ 2025/11/26(水) 09:07:11.20",https://donguri.5ch.net/,垢版,|,,">>244  
常軌を逸したのは大阪総領事のセッケンな",,,,,,,,,,,,,>>244,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:F5wbI/SU0(2/3),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0253 名無しどんぶらこ 2025/11/26(水) 09:07:16.31",https://donguri.5ch.net/,垢版,|,,基地の高市早苗信者,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:z4VxGixh0(1/8),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0254 名無しどんぶらこ 2025/11/26(水) 09:08:38.53",https://donguri.5ch.net/,垢版,|,,"トランプに迷惑を掛ける高市早苗   
歴代最低総理でしかない",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:z4VxGixh0(2/8),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0255 名無しどんぶらこ 2025/11/26(水) 09:09:20.25",https://donguri.5ch.net/,垢版,|,,">>246
しかし、中国は従来通りという理屈に納得してないから反発している   
高市の言葉足らずが問題なんだから、開き直って反発する方が悪いってのはどうかと思うが",,,,,,,,,,,,,>>246,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:gWcHHZMw0(6/10),,2,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0256 名無しどんぶらこ 2025/11/26(水) 09:09:35.60",https://donguri.5ch.net/,垢版,|,,"「親日国の台湾を日本は決して見捨てるな！」   
「台湾の独立を認めない中国共産党は悪だ！」   

っていうのは分かる分かるんだけど   
それならまず欧米ときちんと歩調を合わせて国際的に中国に圧力をかけていくことから始めるべきだろ   
それもせず曖昧戦略で現状維持を選んでるのが今なわけで結局台湾を独立させなかった、させてやれなかった理由も何かしらあるわけだろ？   
そこ無視して日本側が勝手にいきり立つのは果たして正義なのか？",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:lH5hpJm70,,2,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0257 名無しどんぶらこ 2025/11/26(水) 09:11:05.28",https://donguri.5ch.net/,垢版,|,,">>255  
順を追って説明しても理解する気がないんだからしょうがない   
トランプも放っておけって言ったんだろ",,,,,,,,,,,,,>>255,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4zNhM1Wj0(10/12),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0258 名無しどんぶらこ 2025/11/26(水) 09:11:22.19",https://donguri.5ch.net/,垢版,|,,">>256  
はい？国連は台湾は一つの中国として見てる   
高市早苗が勝手に台湾有事を発言してこの騒動だろ   
４年前も同じ発言をしてる高市早苗は危険な総理",,,,,,,,,,,,,>>256,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:z4VxGixh0(3/8),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0259 名無しどんぶらこ 2025/11/26(水) 09:11:22.45",https://donguri.5ch.net/,垢版,|,,">>251  
それは別の答弁だろ   
台湾有事で米軍来援義務がない以上、米軍来援を言わない例を出せば、米軍来援なしでも存立危機事態になり得ると解釈されるのは仕方がない",,,,,,,,,,,,,>>251,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:gWcHHZMw0(7/10),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0260 名無しどんぶらこ 2025/11/26(水) 09:12:31.54",https://donguri.5ch.net/,垢版,|,,">>259  
バシー海峡の答弁ね。",,,,,,,,,,,,,>>259,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:MtyrCoG30(3/4),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0261 名無しどんぶらこ 2025/11/26(水) 09:12:43.42",https://donguri.5ch.net/,垢版,|,,"高市早苗が勝手にスタンドプレーしたせいでトランプが尻拭い   
これで中国とアメリカ両方に嫌われたな   
トランプにも嫌われた馬鹿首相",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:z4VxGixh0(4/8),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0262 名無しどんぶらこ 2025/11/26(水) 09:12:54.14",https://donguri.5ch.net/,垢版,|,,">>256  
中国はクアッド構想が活性化するのが嫌なんだよ",,,,,,,,,,,,,>>256,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4zNhM1Wj0(11/12),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0263 名無しどんぶらこ 2025/11/26(水) 09:13:11.82",https://donguri.5ch.net/,垢版,|,,">>257  
トランプから日本には直接関係ない米中関係についてわざわざ説明をされたそうだから、ほっとけではなく、米中関係を配慮して余計なことをするなと釘を刺されたんだろう",,,,,,,,,,,,,>>257,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:gWcHHZMw0(8/10),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0264 名無しどんぶらこ 2025/11/26(水) 09:13:58.37",https://donguri.5ch.net/,垢版,|,,"時期的に言うと、ウクライナに対するトランプさんの   
和平案に他国（たぶんヨーロッパ）と一緒に反対を   
唱えてしまった事が…と個人的に思っているけれど   
全くの見当違いかもしれません",,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:ORZFiC/T0(1/5),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0265 名無しどんぶらこ 2025/11/26(水) 09:14:25.94",https://donguri.5ch.net/,垢版,|,,">>255  
高市さんも米軍が出るかもしれない話をしてるからね   
そこは判断はアメリカだから曖昧にしておかないと   
今みたいに散々揉めて何かあったらはい在日米軍は行ってきてではアメリカもたまらないだろうし   
たぶんこの発言はいろんな国に迷惑かけてるんだと思うわ",,,,,,,,,,,,,>>255,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:3oUn/ObE0(6/8),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0266 名無しどんぶらこ 2025/11/26(水) 09:14:54.77",https://donguri.5ch.net/,垢版,|,,">>260  
バシー海峡の話だろうが、米軍に来援義務はないから、米軍来援に言及しなきゃダメだろう",,,,,,,,,,,,,>>260,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:gWcHHZMw0(9/10),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0267 名無しどんぶらこ 2025/11/26(水) 09:16:48.84",https://donguri.5ch.net/,垢版,|,,">>265
馬鹿は総理辞めるべきだろ   
ロシアにもケンカ売ったしとんだ首相だよ",,,,,,,,,,,,,>>265,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:z4VxGixh0(5/8),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0268 名無しどんぶらこ 2025/11/26(水) 09:17:25.59",https://donguri.5ch.net/,垢版,|,,">>263  
日本は何もしてないやん？ 勝手に発狂してるのは中国で",,,,,,,,,,,,,>>263,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:4zNhM1Wj0(12/12),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0269 名無しどんぶらこ 2025/11/26(水) 09:18:02.38",https://donguri.5ch.net/,垢版,|,,">>258
高市総理は台湾という言葉は出してはいない",,,,,,,,,,,,,>>258,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:ORZFiC/T0(2/5),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0270 名無しどんぶらこ 2025/11/26(水) 09:19:10.61",https://donguri.5ch.net/,垢版,|,,今は他国の戦争で手一杯で台湾有事どころではないから、中国をなだめすかしてるだけ🇨🇳を,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:ORZFiC/T0(3/5),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0271 名無しどんぶらこ 2025/11/26(水) 09:20:57.39",https://donguri.5ch.net/,垢版,|,,">>268  
アメリカから嗜められるくらいには挑発してんじゃねーかな",,,,,,,,,,,,,>>268,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:CBL+kbzS0(6/6),,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,
"垢版
|
0272 名無しどんぶらこ 2025/11/26(水) 09:21:00.75",https://donguri.5ch.net/,垢版,|,,">>266
フィリピンの話になるが、米比は今年の４月、バシー海峡封鎖を解くのも含めて訓練をやっている。   
そして、米軍は移動式地対艦ミサイルシステムを配備しているというね。まあ、訓練に使ってそのままなのかもしれないが。   
岩国のタイフォンみたいな位置付けだろうから、もう撤去したかもしれんが。",,,,,,,,,,,,,>>266,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:MtyrCoG30(4/4),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
"垢版
|
0273 名無しどんぶらこ 2025/11/26(水) 09:21:03.16",https://donguri.5ch.net/,垢版,|,,">>269  
はい？質問に答えましたけど   
お前総理馬鹿にしてんのか？（笑）   
馬鹿ですけど一応質問には答えられるわ（笑）",,,,,,,,,,,,,>>269,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,ID:z4VxGixh0(6/8),,1,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764081385#
