threadview_response_info,inline-form2 href,inline-form2,inline-form2 (2),notranslate,threadview_response_body,notranslate (2),notranslate (3),notranslate (4),notranslate (5),notranslate (6),threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),notranslate (7),notranslate (8),threadview_response_body_link href (3),threadview_response_body_link (3),notranslate (9),notranslate (10),notranslate (11),res_id href,res_id,notranslate (12),js-response,notranslate (14),notranslate (15),js-ng-setting href,js-response href,threadview_response_body_embedlink href,threadview_response_body_thumbnail src
"垢版
|
0729 名無しどんぶらこ 2025/11/25(火) 17:48:53.29",https://donguri.5ch.net/,垢版,|,,"侵略国家の中国が何を言ってるんや
台湾は元々日本の領土と言えばいい",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:mHeLE4Ij0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0730 名無しどんぶらこ 2025/11/25(火) 17:54:37.66",https://donguri.5ch.net/,垢版,|,,その前に中国の軍国主義をやめてチベットウイグル香港満州を解放しろ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:/MFUnIV30,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0731 名無しどんぶらこ 2025/11/25(火) 17:54:41.62",https://donguri.5ch.net/,垢版,|,,毎日毎日キャンキャンよく吠えるのぅ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:7WEPKeJk0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0732 名無しどんぶらこ 2025/11/25(火) 17:55:47.19",https://donguri.5ch.net/,垢版,|,,">>1
元文科事務次官・前川喜平氏はパパ活スパイ",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:8UaRzki10(1/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0733 名無しどんぶらこ 2025/11/25(火) 17:57:34.52",https://donguri.5ch.net/,垢版,|,,"王毅は粛清を恐れている

胡錦濤　病死
李克教　病死
ようするに毒殺",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:8UaRzki10(2/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0734 名無しどんぶらこ 2025/11/25(火) 17:58:15.07",https://donguri.5ch.net/,垢版,|,,王毅もいつ毒殺されるかわからないので、怯えている,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:8UaRzki10(3/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0735 名無しどんぶらこ 2025/11/25(火) 17:59:39.60",https://donguri.5ch.net/,垢版,|,,人体の不思議展に出しちゃう怖ろしい国だって事忘れちゃいかん,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:jCsel1o30,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0736 名無しどんぶらこ 2025/11/25(火) 18:03:17.55",https://donguri.5ch.net/,垢版,|,,"日本が戦前のような軍国主義化する可能性は限りなくゼロに近い位低い。
理由は統帥権問題がないから。戦前の軍国主義は統帥権を盾に軍が政府の統制を逸脱したのが原因。",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:iyTkSrK30,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0737 名無しどんぶらこ 2025/11/25(火) 18:15:29.50",https://donguri.5ch.net/,垢版,|,,">>1
以下の理由をもって中国の正当性はないものと俺は考える:
1. 民主化されてなくても暴力的でなければ付き合ってもいいが中国は暴力的。
2. 民主化された国(台湾)を民主化されてない国(中国)が併合しようとしている。",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:dAQqgJP90(1/3),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0738 名無しどんぶらこ 2025/11/25(火) 18:30:40.41",https://donguri.5ch.net/,垢版,|,,チベット、ウイグル、台湾武力行使反対といえば日本共産党ですら反対しない,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:bmhkpy/w0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0739 名無しどんぶらこ 2025/11/25(火) 18:31:36.42",https://donguri.5ch.net/,垢版,|,,中国は他国ごと侵略する口実でしょ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:lWE1NDvO0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0740 名無しどんぶらこ 2025/11/25(火) 18:53:06.93",https://donguri.5ch.net/,垢版,|,,日本とやる気あるんなら戦後賠償の準備しとけよ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:jJB9/UIk0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0741 名無しどんぶらこ 2025/11/25(火) 18:54:28.28",https://donguri.5ch.net/,垢版,|,,北朝鮮は仲間だからスルー,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:WMltrPGN0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0742 名無しどんぶらこ 2025/11/25(火) 18:55:01.80",https://donguri.5ch.net/,垢版,|,,"仮に本当に同じ国で有ったとしても、民主化された地域を民主化されてない権力が暴力的に
併合することは許されないと俺は考える。
なぜなら民主化は独裁政権にとって許しがたいものだから当然そうなってしまうからだ。
民主化は新しく独裁は古いのだから、独裁が民主主義地域を乗っ取っとることは許されない。",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:dAQqgJP90(2/3),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0743 名無しどんぶらこ 2025/11/25(火) 19:08:17.41",https://donguri.5ch.net/,垢版,|,,">>737 >>742
[続き]
・台湾の民主化指数 = 8.78, 世界12位、アジア1位 (2024年)
・ウクライナの民主化指数 = 5.42, 世界118位 (2023年, GLOBAL NOTE)
・中国の民主化指数 = 2.21(独裁国家), 世界148位
・ロシアの民主化指数 = 2.28(独裁国家), 世界144位 (2023)
・世界平均の民主化指数 = 5.49(2022)

↑ウクライナは民主化レベルが低かったのに対し、台湾はとても高い進んだ国。
両者を同一視すべきではない。",,,,,,,>>737,,>>742,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:dAQqgJP90(3/3),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0744 名無しどんぶらこ 2025/11/25(火) 19:15:36.45",https://donguri.5ch.net/,垢版,|,,俺たちもお前ら中国の覇権主義を絶対許さない,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:zCreaE2k0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0745 名無しどんぶらこ 2025/11/25(火) 20:00:16.62",https://donguri.5ch.net/,垢版,|,,"ロシアのペスコフか中国の王かwww
もうねぇ
笑い取りに来てるレベルで威張り散らかすだけのお仕事やな
北朝鮮の司会者と変わらんし〜",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:5/fU1NOY0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0746 名無しどんぶらこ 2025/11/25(火) 20:01:05.66",https://donguri.5ch.net/,垢版,|,,民主化もして無いくせに何ドヤってるんだよドカス,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:5/fU1NOY0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0747 名無しどんぶらこ 2025/11/25(火) 20:16:21.27",https://donguri.5ch.net/,垢版,|,,"一応一国の外相なんだろ、
今の日本が軍国主義の復活とかｗ
お〇むが弱い方なんだろうか？",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:T/yDM4Z50,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0748 名無しどんぶらこ 2025/11/25(火) 20:22:01.35",https://donguri.5ch.net/,垢版,|,,つまり中国は自分とこの軍備拡張を正当化するために日本叩きしてるw,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:j8VKYSY40,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0749 名無しどんぶらこ 2025/11/25(火) 20:52:44.95",https://donguri.5ch.net/,垢版,|,,"そりゃこれから侵略する対象の日本の軍事力強化は中国にとって都合が悪いだろ
それだけのこと",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:pP614pqp0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0750 名無しどんぶらこ 2025/11/25(火) 21:25:59.22",https://donguri.5ch.net/,垢版,|,,"一つの中国でもいいが中華民国が大陸を吸収する形で頼むわ
ウイグル、内蒙古、チベットは独立開放な",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:ia9hg1oN0(2/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0751 名無しどんぶらこ 2025/11/25(火) 21:27:01.54",https://donguri.5ch.net/,垢版,|,,"基本的には日米安保条約が適応されるが理由によっては適応されないケースが
あるという事

今行っている首相による自作自演は相当危険なケース。これで日中が揉めても
ウクライナみたいな状況になりえる

＞高市首相、台湾有事「存立危機事態になりうる」　武力攻撃の発生時

＞2015年に成立した安全保障関連法
＞我が国と密接な関係にある他国に対する武力攻撃が発生し、これにより我が国の存立が脅かされ、
＞国民の生命、自由及び幸福追求の権利が根底から覆される明白な危険がある事態をいう

いい加減分かるはず。台湾有事が我が国の存立が脅かされになる訳が無いだろう
拡大解釈も甚だしい。台湾有事が日本有事というならその根拠は何なのか

安全保障関連法に関しては我が国の存立が脅かされ、国民の生命、自由及び幸福追求の権利が
根底から覆される明白な危険がある事態の場合と書いてあるだろう

条文がある以上アメリカが攻撃受けたから即適用などとなるはずがない
在日米軍基地関係で日本国土が攻撃されるなら自衛権の発動で対処されるだけ

首相が答弁で憲法違反な事を勝手に言い出しただけだろう
何故そんな事も分からないのか

政治家・メディア・ネット工作はグルで確信犯。馬鹿国民が
そう受け取れば勝ちとしか考えていない
↓
テレビ局　社長語録
「テレビは洗脳装置。
　嘘でも放送しちゃえばそれが真実」
「社会を支配しているのはテレビ。
　これからは私が日本を支配するわけです」
「日本人はバカばかりだから、
　我々テレビ人が指導監督してやっとるんです」
「君たちは選ばれた人間だ。
　君たちは報道によって世の中を動かす側の人間。
　対して一般国民は我々の情報によって動かされる人間だ。
　日本は選ばれた人間である我々によって白にも黒にもなる」",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:vVpzGIhy0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0752 名無しどんぶらこ 2025/11/25(火) 21:30:02.92",https://donguri.5ch.net/,垢版,|,,"自分（シナ）の軍国主義はいいのか？w　それを差別と言う。
パヨクは差別主義のシナチクをちゃんと批判しないと、パヨク自身も差別主義者ということだからな。w",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:fmS//XED0(1/2),,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0753 名無しどんぶらこ 2025/11/25(火) 21:30:48.57",https://donguri.5ch.net/,垢版,|,,"中共大丈夫？
https://youtu.be/wnOFdW4wXAk",,,,,,,,https://youtu.be/wnOFdW4wXAk,https://youtu.be/wnOFdW4wXAk,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:RYG0NvSL0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,https://youtu.be/wnOFdW4wXAk,https://i.ytimg.com/vi/nOFdW4wXAk/default.jpg
"垢版
|
0754 名無しどんぶらこ 2025/11/25(火) 21:32:19.88",https://donguri.5ch.net/,垢版,|,,"王毅は相変わらず日本語が不自由らしい。
日本語がちゃんと出来てたら、シナ政府のような誤解はしないからな。
もう一回、小学校の国語ドリルから始めようか、王毅",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:fmS//XED0(2/2),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0755 名無しどんぶらこ 2025/11/25(火) 21:37:16.91",https://donguri.5ch.net/,垢版,|,,">>754
残念ながら下手な日本人より語彙が多いよ
外務省が駐日大使に御説明してる時点で今回は分が悪いということ",,,,,,,>>754,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:+gxoE5Ew0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0756 名無しどんぶらこ 2025/11/25(火) 21:37:27.34",https://donguri.5ch.net/,垢版,|,,マナーの悪い中国人が日本に来なくなっても、インドネシア人、マレーシア人、シンガーポール人、オーストラリア人で代替可能で、中国人の以内日本行きチケットの争奪戦始まるってw他のアジアの国々の人も日本に来たいってさw,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:puC+FE3+0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0757 名無しどんぶらこ 2025/11/25(火) 21:47:32.01",https://donguri.5ch.net/,垢版,|,,"中核派がおんなじこと言ってたな
周りの国もポカーンだろ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:BuFNFm0m0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0758 名無しどんぶらこ 2025/11/25(火) 22:30:01.32",https://donguri.5ch.net/,垢版,|,,"中国の公人には
「ああ、いい、もっと激しく、もっと野蛮に」と言葉責めを期待している私がいる。
もう首まで斬っちゃったので
そうだな
「敗戦国家の身分をわきまえない高市首相には、燃え盛る三角木馬に跨らせ、あんかけ焼きそばのあんの雨を降らせよう」
とか
フランス書院化してほしい。",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:1DUM8uwc0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0759 名無しどんぶらこ 2025/11/25(火) 22:32:25.72",https://donguri.5ch.net/,垢版,|,,"ガイジ中国共産党シナチク土人あきた😩

せめて人間に進化してくれよシナチク土人w",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:diprX3Dl0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0760 名無しどんぶらこ 2025/11/25(火) 22:35:41.26",https://donguri.5ch.net/,垢版,|,,中国の肩を持つわけではないが、確かに高市は危険すぎる。高市は本気で、戦争したいんじゃないの？,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:SVw69Hf30(1/2),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0761 名無しどんぶらこ 2025/11/25(火) 22:41:45.10",https://donguri.5ch.net/,垢版,|,,"ネトウヨの書き込みを読んで思った。
こんな奴らが高市の支持者だったら、選挙に勝つために、戦争すら起こしかねんわ。",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:SVw69Hf30(2/2),,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0762 朝鮮漬 ◆A9o2GkvA8V2W 2025/11/25(火) 22:42:36.08",https://donguri.5ch.net/,垢版,|,,">>760
>>761
戦争を楽しめよ
(^。^)y-.。o○",,,,,,,>>760,,>>761,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:XXBET0kU0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0763 名無しどんぶらこ 2025/11/25(火) 22:45:07.63",https://donguri.5ch.net/,垢版,|,,軍すら持たせてもらってないのにどうやって軍国主義を成立させんのかな？,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:SGDqNp8i0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0764 名無しどんぶらこ 2025/11/25(火) 22:46:39.05",https://donguri.5ch.net/,垢版,|,,一時期の韓国みたいな告げ口外交始めてて草　大国じゃないんかい,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:rhD7iZSU0,,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0765 名無しどんぶらこ 2025/11/25(火) 22:47:10.57",https://donguri.5ch.net/,垢版,|,,テンバイヤーだろ　この人たち,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:SurhWWA+0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0766 名無しどんぶらこ 2025/11/25(火) 22:49:48.25",https://donguri.5ch.net/,垢版,|,,別に軍国主義になってないと思うが軍事路線が強まりつつあるのは確かかな,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:W8mj3mJd0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0767 名無しどんぶらこ 2025/11/25(火) 22:50:06.46",https://donguri.5ch.net/,垢版,|,,多民族虐殺の中国こそ滅ぼせ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:79k5kD8v0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0768 名無しどんぶらこ 2025/11/25(火) 22:51:33.05",https://donguri.5ch.net/,垢版,|,,王毅将軍,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:H1P675IZ0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0769 名無しどんぶらこ 2025/11/25(火) 22:57:57.31",https://donguri.5ch.net/,垢版,|,,日本を危険視することは国際的な正義でもあるんよ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:AESXwxuU0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0770 sage 2025/11/25(火) 23:21:47.68",https://donguri.5ch.net/,垢版,|,,">>1
習近平豚",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:qwkmKTPM0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0771 名無しどんぶらこ 2025/11/25(火) 23:23:27.59",https://donguri.5ch.net/,垢版,|,,中国人は人間として最低のクズ、生かしておく価値のないクズ,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:X7xsuX6e0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0772 名無しどんぶらこ 2025/11/25(火) 23:24:53.18",https://donguri.5ch.net/,垢版,|,,"うーん、、、この流れは、、末期ソ連の感じだな
この喚けばいいと思ってるようなところがG7全体的に相いれないのだろうね",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:pgIC8dm70,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0773 名無しどんぶらこ 2025/11/25(火) 23:56:34.27",https://donguri.5ch.net/,垢版,|,,"【悲報】ひろゆき、ガチで名誉毀損罪で逮捕されそう...立花孝志と一緒になってデマ流してた模様
2025.10.13　/poverty/1762976502

>>1
>立花容疑者の情報の入手ルートや情報の信用性が、今後の捜査のポイントになる

つまりアベトモ立花孝志やひろゆき（←朝鮮人でこの名前ｗ）の情報の入手ルートや情報の信用性が確認できなければ、実刑だな

というかその前に、最初に自殺したとされる渡瀬康英県民局長の告発内容や、それへの斎藤元彦や取り巻きの言い分の真実性だろ",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:eH+zgCZg0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0774 全部　特亜がテラ諸悪の根源　テラ元凶!　 警備員[Lv.5][新芽](茸) 2025/11/26(水) 00:04:48.92",https://donguri.5ch.net/,垢版,|,,"中華　帝国　清帝国　末期　
アヘン　アロー戦争　日清　日露戦争に、
ギガ大敗から、テラインフレ化　ペタ重税化で、

重スタグフレーション　ギガ不況化。
太平天国の大乱、辛亥ギガ革命テラ内戦、国共ギガ内戦へ
>1


1980年代 当時　世界第5位の、軍事ギガ大国
イラク サダム　フセイン政権

1980年代 イラ　イラ戦争後、テラインフレ化　ペタ重税化で、
スタグフレーション　ギガ不況化。

湾岸危機戦争、多国籍軍の、イラク全土　テラ空爆での、
イラク南北ギガ内戦。

>1
1970年代　南米最大級の、
軍事大国だった、アルゼンチン。

レオポルド・ガルチェリ　軍事独裁政権。
類友、テラ不況で斜陽の国　🇬🇧のフォークランド　ギガ侵攻戦争、が、テラ大敗ｗ　
ギガ革命でテラ崩壊。


冷戦時、南欧最大の、赤い大国だった、旧ユーゴスラビア連邦

ユーゴスラビア連邦崩壊戦争。NATO多国籍軍の、全土ギガ空爆。
テラインフレ化　ペタ重税化で、スタグフレーション　ギガ不況化、ブルドーザー革命で、
旧ユーゴスラビア　ギガ崩壊。


当時、北アフリカ最大の、軍事大国リビア　カダフィ政権。

2011年　アラブの春　テラ革命での、NATO　多国籍軍の、全土ギガ空爆、
メガ　インフレ化　ペタ重税化、重スタグフレーション　ギガ不況化、カダフィ政権ギガ崩壊ｗ",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:aE8ysUDK0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0775 名無しどんぶらこ 2025/11/26(水) 03:18:22.29",https://donguri.5ch.net/,垢版,|,,">>764
中国です",,,,,,,>>764,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:fLDm1VL30,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0776 名無しどんぶらこ 2025/11/26(水) 03:27:05.18",https://donguri.5ch.net/,垢版,|,,ま、古くは蒙古襲来、アヘン、日清や日中があったから中国の気持ちはわかる。ワイが中国の人民やったら同じ意見になるかもな。,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:Vhct+R1H0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0777 名無しどんぶらこ 2025/11/26(水) 03:43:09.31",https://donguri.5ch.net/,垢版,|,,"戦後、GHQなりアメリカが日本の軍備を骨抜きにして、自衛隊作れど弾撃てないように徹底的にしたには理由ある

日本人がアタオカ民族だからだ
特攻、お上のため、命さえ捧げる　集団自決　多くの国民には国に奉仕せよと精神論だけ
ヤバすぎて戦争やらせたくない国

今でも同じだ　当時と基本変わらないはずだ　未だ全体主義が何処に行っても美徳なのは、その証明だな　そこには個人尊重や個人の考えなど皆無　そんなものはあってはならないからだ

戦争やりたい人を国のトップにしてはならない　これはどの国にも言える事だが、日本はどうかな？",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:gB3FMzC90,,1,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,
"垢版
|
0778 名無しどんぶらこ 2025/11/26(水) 03:44:21.56",https://donguri.5ch.net/,垢版,|,,"中国は残留日本人孤児に何をしましたか？
特に文革時",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:Ts0U4VDr0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0779 名無しどんぶらこ 2025/11/26(水) 03:47:02.55",https://donguri.5ch.net/,垢版,|,,">>1
とっくにばれてたよあんたの胸の内は
軍拡阻止を左翼にやらせてたのも5ちゃんで見抜かれてたよ
日本人は武の民族やから
戦国時代みたらよーわかるわ
戦闘が好きで戦闘能力も格段に高い民族や
中国なんか相手にならん
だから怖いんやろ
おまえは日本を怒らせたんや
おまえが悪いんや
死ぬ準備しとけや",,,,,,,>>1,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:pkIfu+LT0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0780 名無しどんぶらこ 2025/11/26(水) 03:54:06.70",https://donguri.5ch.net/,垢版,|,,">>777
元寇に二度勝った国だからな　世界最強の戦闘民族よ",,,,,,,>>777,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:Vp0b3lch0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0781 名無しどんぶらこ 2025/11/26(水) 03:57:01.46",https://donguri.5ch.net/,垢版,|,,この国でゴルフばっかりしていた奴が,,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:oPP3Ym1l0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
"垢版
|
0782 名無しどんぶらこ 2025/11/26(水) 03:57:16.17",https://donguri.5ch.net/,垢版,|,,"もしも日本が弱ければ
たちまちチャンコロが攻めてくる
君はチベット送りだろう",,,,,,,,,,,,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,ID:Sge+ItZZ0,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1763892368#,,,
