threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),threadview_response_body_link (3),js-response href,highlight,res_id,js-response
"垢版
|
0783 名無しどんぶらこ 2025/11/28(金) 07:52:51.14",">>748
そういうバカな透視するタイプの人だけ失言じゃないとおもってる",,>>748,,,,,,ID:qj+wgTWe0(5/5),
"垢版
|
0784 名無しどんぶらこ 2025/11/28(金) 07:52:56.62",中国は恫喝からの被害者ポジションで罠敷き詰めてるからね,,,,,,,,ID:0hutwbrL0(1/2),
"垢版
|
0785 名無しどんぶらこ 2025/11/28(金) 07:52:58.84",">>737,752
麻生太郎の勝共連合自民党ネットサポーターズクラブ統一教会ネトウヨの筆頭工作員グロスクリプト犯さん、朝から元気だね
活動時間変えたの？",,>>737,,,,,,ID:cpIE0x5z0(7/10),
"垢版
|
0786 名無しどんぶらこ 2025/11/28(金) 07:53:04.89",">>777
はじまりは朝日新聞だからな",,>>777,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:7OWnMfqN0(2/2),1
"垢版
|
0787 名無しどんぶらこ 2025/11/28(金) 07:53:05.45",">>736
本当に安全保障のトップがこの総理で大丈夫かなって不安になったわ
そしたらやっぱりやらかした",,>>736,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:OyMxHJ0d0,1
"垢版
|
0788 名無しどんぶらこ 2025/11/28(金) 07:53:06.51",">>764
パヨクお爺ちゃんはオールドメディアだけ信じてるから矛盾に見えるんじゃねw

古いんだよパヨチンの根っこの価値観がw
だから多くの若者は高市支持となる",,>>764,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:TsxwQPeG0(27/29),1
"垢版
|
0789 名無しどんぶらこ 2025/11/28(金) 07:53:09.02","まあその後の様子を見てみればいいんじゃない
仮にトランプから忠告されたとして、撤回するかどうか
中国が一応制裁期限？と思われる3月末までにどうなるか",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:n8mS9Krn0(6/6),1
"垢版
|
0790 名無しどんぶらこ 2025/11/28(金) 07:53:12.01",">>770
嘘が歩いているようなものだからな",,>>770,,,,,,ID:FuJ8huAC0(4/5),
"垢版
|
0791 名無しどんぶらこ 2025/11/28(金) 07:53:18.60","【外交】中国王毅外相「日本軍国主義の復活を決して許さない」★２ [１ゲットロボ★]
https://asahi.5ch.ne...newsplus/1763892368/

軍国主義とかほざいてる時点で的外れだし、
他国が踏み込んじゃいけない領域にまで言及してんじゃん
内政干渉ってレベル越えてる
指南してるのは売国政党の立憲？




高市総理「戦略的互恵関係推進の考え変わらず」台湾有事巡る国会答弁は撤回せず [???★]
https://asahi.5ch.ne...newsplus/1763707407/

日本国民全体が高市さんの国会答弁を支持して中国の暴挙に怒っているのだから、
高市さんが答弁を撤回しないのは当たり前
よく調べもしないで仕掛けてきてる中国が馬鹿

中国は日本の立憲といった売国勢力と組んで仕掛けてきてるんだろうけど、立憲なんて今現在、支持率3.6%しかないカス政党なんですけどw

中国は立憲のような売国勢力が日本世論を二分する勢力とでも勘違いしているんじゃないか？
日本国民自体の超保守性を理解して無さすぎ
中国の肩持って高市さん叩いてる馬鹿なんて、ごく少数しかいないチョンとチョンと一体化している売国左翼だけ

発言撤回を焦点にするのならば中国は無様に惨敗する

チョンとチョンと一体化している売国左翼がいくら必死こいて高市叩き工作しても、
保守的な日本人のメンタリティに中国の肩もって高市さんを叩くっていう選択肢はないから
チョンとチョンと一体化している売国左翼が下手な工作すればするだけ墓穴",https://asahi.5ch.net/test/read.cgi/newsplus/1763892368/,https://asahi.5ch.ne...newsplus/1763892368/,https://asahi.5ch.net/test/read.cgi/newsplus/1763707407/,https://asahi.5ch.ne...newsplus/1763707407/,,,,ID:ByvsIL5N0(18/21),
"垢版
|
0792 名無しどんぶらこ 2025/11/28(金) 07:53:21.62","ほんとスパイ防止法はよしろ
工作員が多すぎるんだよｗ",,,,,,,,ID:nZWc3Var0(2/2),
"垢版
|
0793 名無しどんぶらこ 2025/11/28(金) 07:53:25.32","日本政府関係者って実在する人物ですか？

オールドメディアさん、ちゃんと名前書けない理由があるんすか？",,,,,,,,ID:tioyGzT60,
"垢版
|
0794 名無しどんぶらこ 2025/11/28(金) 07:53:25.89","誰かリークしてんだろうな
向こうの奴はアメリカ側だろうけど経堂のは官僚か自民のやつかな",,,,,,,,ID:dGgAySLS0(1/2),
"垢版
|
0795 名無しどんぶらこ 2025/11/28(金) 07:53:31.86",">>715
全然っ若わかってないから多分灯台の偉い先生の与太話だと思う

あいつ恥ずかしいよな　冥界のコタニくんより評論レベルが低いもんな
少年サンデーレベルの物知りだし",,>>715,,,,,,ID:6KGbVvYP0(16/25),
"垢版
|
0796 名無しどんぶらこ 2025/11/28(金) 07:53:42.16",">>517
100%信じるか、100%信じないかの二択って幼稚すぎない？",,>>517,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:2xLwPTw10(14/19),1
"垢版
|
0797 名無しどんぶらこ 2025/11/28(金) 07:53:53.72","【Bloomberg】やり過ぎた中国、高市首相の政策遂行手助け…「敵意は圧倒的に一方的、高市氏が穏健で現実的に見える」
https://asahi.5ch.ne...newsplus/1763536911/
↑
この記事は正しい
確かに内政的に見ると今回の中国の暴挙は高市さんに追い風
またチョンが支配してる売国左翼マスコミが捏造世論調査だして高市さんの足引っ張ろうとしてくるだろうけど、日本国民は高市さん支持だよ
当たり前だよね
今回の件で中国の肩もって高市さん叩くようなメンタリティの日本人なんて殆どいない
そんな卑しい魂は日本人に宿らない

スパイ防止法を成立させたくないチョンとチョンと一体化している売国左翼には残念なお知らせだが
「国益にかなうと考える」立憲?岡田克也氏　中国共産党幹部との会談をN党浜田氏が“スパイ”呼ばわり…本人が語った“意義”
https://jisin.jp/domestic/2538410/?rf=2
>>岡田氏を団長とする立憲民主党の訪中団が、昨年8月に北京を訪問し、
>>中国共産党の石泰峰中央政治局委員?中央統一戦線工作部長（肩書は当時）らと会談していた
↑

なんで、岡田を団長とする立憲民主党の訪中団は中国のスパイ組織のトップと会談する必要あったの？
変じゃん
?立憲?野田代表が主張　台湾有事答弁で「質問者批判は筋違い」「答弁がおかしい」「高市総理迎合のネット世論は危険」
?立憲?安住氏、ネットに不信感「オールドメディアの方がちゃんとしてる」「テレビはバランスとって、賛否をちゃんと分けて中立」
↑
国民はネットでしか意見言えないんだから、ネット世論＝民意
チョンとチョンと一体化している売国左翼が支配してるオールドメディアしか信用しないと言う立憲はその時点で日本国民の敵
全員、売国奴の岡田三兄弟がひどすぎる件
この売国一家、スパイ防止法と関連法案化成立したら真っ先に逮捕されるから中国と組んで高市さん潰しに動いたんだろ！
↓

長男　中国とズブズブの売国企業イオンのトップ

次男　チョンに支配されてる売国政党の立憲民主党の重鎮、岡田克也

三男　売国左翼メディアの記者(中日新聞社入社後は東京新聞政治部長や、中日新聞社の編集局長などを務め、現在は株式会社中日新聞社東京本社編集委員)",https://asahi.5ch.net/test/read.cgi/newsplus/1763536911/,https://asahi.5ch.ne...newsplus/1763536911/,https://jisin.jp/domestic/2538410/?rf=2,https://jisin.jp/domestic/2538410/?rf=2,,,,ID:ByvsIL5N0(19/21),
"垢版
|
0798 名無しどんぶらこ 2025/11/28(金) 07:53:54.81",">>788
ひたすら関係ない話繰り返して誤魔化したいの？
バカ丸出しww

クソバカネトウヨ「マスコミ情報の若者の支持率は信じる！」
クソバカネトウヨ「オールドメディアがー！」

この矛盾
お前みたいなクソバカは
脳内でどう処理してんの？www
自分が頭がおかしいと理解出来ないの？
バカなの？",,>>788,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:oRzB/F+30(34/38),1
"垢版
|
0799 名無しどんぶらこ 2025/11/28(金) 07:53:55.41","助言を求められた→?
叱られた→○

シナのレアアース無しにはアメリカも困る
シナにアメリカの大豆輸入してくれないと、来秋の中間選挙で農業州も民主党になってしまう
（シナはブラジル産大豆を禁輸した）
もっといえば、沖縄のアメリカ兵の命も危険になっている",,,,,,,,ID:1Cuesfj00(4/6),
"垢版
|
0800 名無しどんぶらこ 2025/11/28(金) 07:54:01.71",">>743
今もいるぞ",,>>743,,,,,,ID:XnuNpi220,
"垢版
|
0801 名無しどんぶらこ 2025/11/28(金) 07:54:03.38",関係者とか言ってるから信憑性はないやろ,,,,,,,,ID:2I9MuyfZ0,
"垢版
|
0802 名無しどんぶらこ 2025/11/28(金) 07:54:10.35","高市早苗ってウソばっかりだな

こんな腐れマンコ支持する統一教会ネトウヨもウソつきでウンコ",,,,,,,,ID:FG2/kZne0,
"垢版
|
0803 名無しどんぶらこ 2025/11/28(金) 07:54:10.88","嘘ついてる時はスレのスピード早くなるから分かりやすいね
シナ虫とおぱよ様",,,,,,,,ID:+UBssD6n0,
"垢版
|
0804 名無しどんぶらこ 2025/11/28(金) 07:54:25.09",">>787
中国が煽ってくるから日本もまだまだ防衛費増やせるぞ
よかったな",,>>787,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:UwHiDB160,1
"垢版
|
0805 名無しどんぶらこ 2025/11/28(金) 07:54:25.35",">>789
忠告のようなアドバイスはなかったと木原官房長官は言ってる
トランプ大統領からは懸念があっただけ",,>>789,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:K18SW7DK0,1
"垢版
|
0806 名無しどんぶらこ 2025/11/28(金) 07:54:32.37",">>786
その妄言が通じるのは国内の統一教会ネトウヨだけだよ",,>>786,,,,,,ID:cpIE0x5z0(8/10),
"垢版
|
0807 名無しどんぶらこ 2025/11/28(金) 07:54:43.50",">>715
米国?カナダでレアアース採掘を再開してますが？
人権蹂躙?環境破壊の中共産が不正なダンピングで、自由主義国のレアアース生産を阻害していただけ

>>746
「敗戦国ニッポン」の１行レスだけしてくる奴が居たが、生きているんだろうかｗ",,>>715,,>>746,,,,ID:aqKRdmhj0(6/7),
"垢版
|
0808 名無しどんぶらこ 2025/11/28(金) 07:54:47.00",">>627
実際に真偽不明のトランプ発言を嬉々としてほうどうしてるしなぁw",,>>627,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:2xLwPTw10(15/19),1
"垢版
|
0809 名無しどんぶらこ 2025/11/28(金) 07:54:54.97",">>798
反論できなくなってコピペ連投になってるやんw
共産党お爺ちゃんがよくやる行動よのw",,>>798,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:TsxwQPeG0(28/29),2
"垢版
|
0810 名無しどんぶらこ 2025/11/28(金) 07:55:02.40",">>758
本当にトランプが言ったならとっくに謝ってる",,>>758,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:AkfvaDK30,1
"垢版
|
0811 名無しどんぶらこ 2025/11/28(金) 07:55:03.71","BYDを値引き販売するイオンの勝算…「補助金冷遇」「中国産EV」の不利を大逆転する“たった1つ”の方法とは？

↑
立憲岡田は最初から中国と組んでたんだよ。
岡田の実家のイオンからして中国とズブズブの反日企業だし。
まともな日本企業が中国から電気自動車を輸入して売ろうとすると思うか？！
イオンが中国の電気自動車売るって違和感がすごい
イオンってどんだけ中国と結び付きが強い売国企業なんだよ
日本の売国左翼野党は完全に日本の敵だと認識した方がいいよ。


中国24番目の「イオンモール開店」高市「存立危機事態」発言の「実行犯」立憲民主党?岡田克也の「大ブーメラン芸」[11/19] [昆虫図鑑★]
https://lavender.5ch...ews4plus/1763546417/


立憲民主党の小西ひろゆき議員、中国大使館から仲間認定されるw [662593167]
https://hayabusa9.5c...cgi/news/1763536179/

立憲のようなチョンとチョンと一体化している売国左翼は、反日外国勢力に悪いシグナルを与えてしまう
チョンとチョンと一体化している売国左翼なんてごく少数しかいないし、今後スパイ防止法で刑務所にぶちこまれていく負け犬でしかないのに、
中国は日本で世論を二分する勢力とでも勘違いしてるんじゃないか？",https://lavender.5ch.net/test/read.cgi/news4plus/1763546417/,https://lavender.5ch...ews4plus/1763546417/,https://hayabusa9.5ch.net/test/read.cgi/news/1763536179/,https://hayabusa9.5c...cgi/news/1763536179/,,,,ID:ByvsIL5N0(20/21),
"垢版
|
0812 名無しどんぶらこ 2025/11/28(金) 07:55:04.75","トランプが高市援護、トランプは台湾実施法案を可決した
要するに台湾を重要な友好国だと言い放った、習近平はドギィマギィ
笑ってしまうレベル、追い詰められうろたえるバカぼん、習近平",,,,,,,,ID:n9Y4dM4r0(2/9),
"垢版
|
0813 名無しどんぶらこ 2025/11/28(金) 07:55:15.83","中国って台湾に武器売ろうってアメリカには噛みつかないよな
むしろそっちに一番切れて見せなきゃダメやろｗ",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:ZMmJCrKT0(1/2),1
"垢版
|
0814 名無しどんぶらこ 2025/11/28(金) 07:55:20.29","高市首相答弁を“引き出した”立民?岡田克也氏が改めて説明「なぜ慎重な答弁をされなかったのか」
https://news.yahoo.c...bd3a6cc93074a7200102
↑
売国奴の立憲岡田が無理やり発言を引き出したんじゃん
売国政党の立憲と中国は最初から組んでいたんだよ。
民意が保守化している以上、売国左翼野党は外圧に期待するしかない状況だから、
売国左翼野党の売国行為には凄い気をつけていた矢先に今回の事件が起きた

民主党政権の時に民主党政権が司法試験の国籍条項を外したせいで、
在日チョンが弁護士になれるようになって、日本の司法が滅茶苦茶になってしまったり、
民主党政権の円高政策のせいで日本の輸出産業が壊滅寸前まで行って韓国の輸出産業がこの世の春だった時と今回は状況が似ている

チョンとチョンと一体化している売国左翼をスパイ防止法で叩き潰せなかったら日本の方が潰されると考えた方がいいよ

【悲報】眞鍋かをり「野党が追及しすぎた”結果、高市氏の台湾有事見解が引き出されたとし、“やってはいけないと思う”」
↑
タレントですら売国左翼野党が悪いと解ってる。この件は杉村太蔵も立憲を批判してた。

暴言の薛剣駐大阪総領事は、れいわ新選組に投票を呼びかけたり、売国左翼野党とつながりが強い

今回の件は立憲?公明などの売国左翼野党と中韓の共同作業の高市潰しなのは確実
↓

?薛剣駐大阪総領事が創価学会の会合に出席　公明党関係者と平和について語っていたことがSNSで話題

?連立離脱直前に中国大使と面会の公明党?斉藤代表、高市氏についての内容は「そ、それは、あのー…控えさせて」


立憲?安住氏、ネットに不信感「オールドメディアの方がちゃんとしてる」「テレビはバランスとって、賛否をちゃんと分けて中立」★2 [jinjin★]
https://hayabusa9.5c...newsplus/1761697601/
↑
そもそもネット＝民意という側面も強いわけだから政党がこういう発言しちゃうのは、もう選挙で勝つ気ないだろ
立憲や公明といった帰化チョンに支配されてる売国政党はもう保守化している民意に一切期待してなくて、
売国左翼マスコミの捏造世論調査などによる世論誘導とアメリカとか韓国とか中国等の反日外国勢力の外圧に期待してる",https://news.yahoo.co.jp/articles/63209ba702162c429ae0bd3a6cc93074a7200102,https://news.yahoo.c...bd3a6cc93074a7200102,https://hayabusa9.5ch.net/test/read.cgi/mnewsplus/1761697601/,https://hayabusa9.5c...newsplus/1761697601/,,,,ID:ByvsIL5N0(21/21),
"垢版
|
0815 名無しどんぶらこ 2025/11/28(金) 07:55:22.88",">>805
日本は無視してる
中国がエスカレートしてるだけ
おまえにはどうみえてんの？",,>>805,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:6kmxHlf00,1
"垢版
|
0816 名無しどんぶらこ 2025/11/28(金) 07:55:27.57",パヨクやネトウヨとか書き込む奴のアホさよ,,,,,,,,ID:cv+EqNn80(6/7),
"垢版
|
0817 名無しどんぶらこ 2025/11/28(金) 07:55:35.53",">>766
中国との関係を拗らせたくないならさっさと撤回した方が良い
このままズルズルいっても日本に得は一つもない",,>>766,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:bYim5gw90(9/12),1
"垢版
|
0818 名無しどんぶらこ 2025/11/28(金) 07:55:38.74",閣僚を根拠なき対中強硬派で固めたからコノザマなのよw,,,,,,,,ID:kCegNbRu0(12/17),
"垢版
|
0819 名無しどんぶらこ 2025/11/28(金) 07:55:39.02",">>617
実際の報道見て偏向していないと思うのは君が反高市早苗だからだよ",,>>617,,,,,,ID:2xLwPTw10(16/19),
"垢版
|
0820 名無しどんぶらこ 2025/11/28(金) 07:55:41.40","アメリカの後方支援するとしか言ってないから撤回すると困るのはアメリカ
だから撤回しろとは言ってない
撤回しなくていいけど中国の怒りを押さえろと
できることはシカトしかない",,,,,,,,ID:EtuHyYIt0(7/7),
"垢版
|
0821 名無しどんぶらこ 2025/11/28(金) 07:55:42.57",">>809
麻生太郎の勝共連合自民党ネットサポーターズクラブ統一教会ネトウヨの筆頭工作員グロスクリプト犯さんは、麻生太郎からいくら貰ってんの？",,>>809,,,,,,ID:cpIE0x5z0(9/10),
"垢版
|
0822 名無しどんぶらこ 2025/11/28(金) 07:56:00.33",">>777
外交やら憲法をにらみながらホルムズ海峡を例にガッチガチに厳しく付くったからな
高市がお仲間の顔気にしながらフワッとした気持ちだけで語るの無理なんよ",,>>777,,,,,,ID:iIGXH/zt0,
"垢版
|
0823 名無しどんぶらこ 2025/11/28(金) 07:56:06.34",">>810
謝っていないからこうなっているんだろw
単発IDはこれだから理解出来ない",,>>810,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:cv+EqNn80(7/7),1
"垢版
|
0824 名無しどんぶらこ 2025/11/28(金) 07:56:30.93",">>731
言葉足らずの失言ではあると思うけれど
完全に間違っているとは言えず、
不明瞭な答弁で曲解や誤解の余地があったという程度
間違っているわけでは無いし、言葉足らずだった部分も後に補足しているから
撤回理由に出来るほどの材料がもはや無い

撤回チャンスだったのは、答弁の中で「撤回してはどうか」と勧められたときが最大だった
あとは「従来の政府見解と変わるものでは無い」と補足する前段階だったら
誤解を与えかねない紛らわしい答弁であったため撤回する　ということもまだ出来たかな

既に補足した上に、中国から撤回要請という明確な主権侵害がある以上
不明瞭な理由での撤回こそやってはダメだ",,>>731,,,,,,ID:7XO7T/Ju0(14/19),
"垢版
|
0825 名無しどんぶらこ 2025/11/28(金) 07:56:32.33",">>813
レッドライン超えたって怒ってたぞ
メディアが騒いでないだけ",,>>813,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:qy1aJflm0(1/2),2
"垢版
|
0826 名無しどんぶらこ 2025/11/28(金) 07:56:32.28","日本政府関係者って書けば好き放題願望書けるよな

アホはソース無くてもすぐ信じて拡散してくれるし日本人は簡単だな",,,,,,,,ID:uuq3uXf00(1/2),
"垢版
|
0827 名無しどんぶらこ 2025/11/28(金) 07:56:33.23","トランプが高市援護、トランプは台湾実施法案を可決した
要するに台湾を重要な友好国だと言い放った、習近平はドギィマギィ
笑ってしまうレベル、追い詰められうろたえるバカぼん、習近平",,,,,,,,ID:n9Y4dM4r0(3/9),
"垢版
|
0828 名無しどんぶらこ 2025/11/28(金) 07:56:39.76",オールドパヨクメディアやパヨク老人が見えてる世界ってホントズレてるな～,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:TsxwQPeG0(29/29),2
"垢版
|
0829 名無しどんぶらこ 2025/11/28(金) 07:56:40.96",">>744
ぴょん高市に決まってるやん
自民党が大慌てしてるのにトランプから言われてないと思う方がどうかしてる
官房長官の言葉遊びもトランプは嫌うと思うから、アメリカからクレームが入ってるかもしれん

日本国民騙してもなんのメリットもないし、反省するところは反省しないと次に繋がらないのに、なにやってるんだ？って思う",,>>744,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:VJrSbPut0(1/5),1
"垢版
|
0830 名無しどんぶらこ 2025/11/28(金) 07:56:47.04",">>804
高市円安で円弱加速してるから実質的には買える量が減ってる",,>>804,,,,,,ID:W97WnR9l0,
"垢版
|
0831 名無しどんぶらこ 2025/11/28(金) 07:56:49.11",">>616
ニューメディアの特徴は双方向性
オールドメディアにはそれがない
これ、教えて貰わないと分からないの？",,>>616,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:2xLwPTw10(17/19),2
"垢版
|
0832 名無しどんぶらこ 2025/11/28(金) 07:56:49.15",反日カルト統一教会は高市早苗を支持してステマしてるからね,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:ZQnWYS650,1
"垢版
|
0833 名無しどんぶらこ 2025/11/28(金) 07:56:49.89",朝日が、事実を切り取って持論の方向に持って行こうと必死なのは伝わった,,,,,,,,ID:a9CWBQp30,
"垢版
|
0834 名無しどんぶらこ 2025/11/28(金) 07:57:01.31",">>739
その文言を高市がそのまま言えばいいと思うぞ
一言一句変えずにな",,>>739,,,,,,ID:HbvbXMNB0(8/10),
"垢版
|
0835 名無しどんぶらこ 2025/11/28(金) 07:57:13.73",">>823
一応「高市早苗は嘘つき！」と閣議決定したんだけどなw",,>>823,,,,,,ID:cpIE0x5z0(10/10),
"垢版
|
0836 名無しどんぶらこ 2025/11/28(金) 07:57:20.69",">トランプ氏は対立のエスカレートを避けるよう要請

トランプ要請に応じないよな　高市内閣は何がしたいのかな？",,,,,,,,ID:txI7+qG50(5/7),
"垢版
|
0837 名無しどんぶらこ 2025/11/28(金) 07:57:34.91","ウヨ「俺の話を聞け　５分だけでも良い?」
↑
シラフでも、酔っぱらいとか寝言と言ってる
事は変わらんから５分も聞いてられん＼(^o^)／",,,,,,,,ID:XmVNAZQp0,
"垢版
|
0838 警備員[Lv.0][新芽] 2025/11/28(金) 07:57:37.06","党の代表が言っていないといっとるのにマスゴミは言ったと嘯く
なにこれ",,,,,,,,ID:BInnyvgN0,
"垢版
|
0839 名無しどんぶらこ 2025/11/28(金) 07:57:39.72",これってどっかのフェイクニュースだったよなたしか,,,,,,,,ID:RxU1se4d0,
"垢版
|
0840 名無しどんぶらこ 2025/11/28(金) 07:57:44.78",トランプ「台湾は武器を買ってくれる　こちらもイイお客さんだ　ワハハ八ハ」,,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:FuJ8huAC0(5/5),1
"垢版
|
0841 名無しどんぶらこ 2025/11/28(金) 07:57:51.97",">>606
政治能力が無ければ権力闘争勝ち抜けないだろうw",,>>606,,,,,,ID:2xLwPTw10(18/19),
"垢版
|
0842 名無しどんぶらこ 2025/11/28(金) 07:57:55.82","高市政権はそんなに一枚岩には見えないんだよな
各々仕事をこなしてるってだけで
大体今までの総理は近くに腹割って話せそうな奴がいたのに高市にはそれを感じない
1人で考えてる部分が強そう",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:dGgAySLS0(2/2),1
"垢版
|
0843 名無しどんぶらこ 2025/11/28(金) 07:58:26.37",">>796
それオールドメディアがーしてる
お前自身の事だろバーカwww",,>>796,,,,,,ID:oRzB/F+30(35/38),
"垢版
|
0844 名無しどんぶらこ 2025/11/28(金) 07:58:37.18",">>831
ニューメディアは双方向性！
s://i.imgur.com/VdMctym.png
s://i.imgur.com/s8kp38C.png
s://i.imgur.com/Io4DK0C.png

うわあ双方向だあやったあ",,>>831,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:lqJId6480(1/3),1
"垢版
|
0845 名無しどんぶらこ 2025/11/28(金) 07:58:39.82","習近平: アメリカの飼い犬がうちの子に絡んできて困ってるんですが

トランプ: コラ！！

高市: キュイーン　キュイーン(ご主人様に褒められると思ったのに泣)

これだぞ",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:1Cuesfj00(5/6),1
"垢版
|
0846 名無しどんぶらこ 2025/11/28(金) 07:58:50.42",">>831
双方向性の有無はその情報の正しさや優劣を示すものじゃない
媒体は飽くまでも媒体",,>>831,,,,,,ID:bYim5gw90(10/12),
"垢版
|
0847 名無しどんぶらこ 2025/11/28(金) 07:59:01.92","「まぁ、実際に台湾有事を中国が引き起こして海上封鎖が起きたら存続危機事態に該当するのは間違いないだろ」

必ずしも該当するとは限らない。というか当該部分、流石に高市総理も「該当し得る」だったと思うが、事態対処法等をベースなら、高市総理の当該発言は誤りではなかろう。
但し、存立危機事態の定義が曖昧で、
政府の裁量に歯止めが掛からなくなる恐れが出てきて、憲法との整合性は問われてしまうという事情はあろうから、その点からは（政府側の解釈は別にして）正しいとは言い切れぬ。まぁ本来なら憲法改正を先にすべきだったね。
あとは、TPOの問題というかな。",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:BkSu3azc0(3/3),1
"垢版
|
0848 名無しどんぶらこ 2025/11/28(金) 07:59:02.79",首を斬り落とす殺害予告をスルーして今後殺害予告をどう取り締まるつもりなんだ,,,,,,,,ID:okTM9dtq0(1/4),
"垢版
|
0849 名無しどんぶらこ 2025/11/28(金) 07:59:18.88",">>808


世界一流紙（ロイター、ブルームバーグ、WSJ） 「トランプが高市首相に挑発しないよう助言」 と一斉報道→日本政府は否定wwww [271912485]
s://greta.5ch.net/test/read.cgi/poverty/1764221299/


トランプ氏、高市首相に中国を挑発しないよう助言
https://jp.reuters.c...5IJ74I7Q-2025-11-27/

トランプ大統領、高市首相に台湾巡り中国を刺激しないよう助言－WSJ
s://www.bloomberg.co.jp/news/articles/2025-11-26/T6CXHHT9NJLU00

Trump, After Call With China’s Xi, Told Tokyo to Lower the Volume on Taiwan
Japan, a U.S. ally that had angered China on Taiwan, found the message worrying
https://www.wsj.com/...wan-3af795d6?mod=mhp
↓

大本営発表
＞政府関係者は、27日午前、記者団に対し「トランプ大統領と高市総理大臣の間では事態の沈静化に向けて協力していこうというニュアンスの話はあった。自制を求められたというようなことはない」と述べました。
s://news.web.nhk/newsweb/na/na-k10014987821000",https://jp.reuters.com/world/taiwan/3OEVDR22WFMYPJCJE75IJ74I7Q-2025-11-27/,https://jp.reuters.c...5IJ74I7Q-2025-11-27/,https://www.wsj.com/world/china/trump-after-call-with-chinas-xi-told-japan-to-lower-the-volume-on-taiwan-3af795d6?mod=mhp,https://www.wsj.com/...wan-3af795d6?mod=mhp,>>808,,,ID:oRzB/F+30(36/38),
"垢版
|
0850 名無しどんぶらこ 2025/11/28(金) 07:59:20.52","〉中国外務省「越えてはならないレッドライン」　アメリカの台湾への武器売却承認に「強い不満と断固とした反対」を表明

アメリカメディアは騒がないからな
日本は日本メディアが馬鹿みたいに中国の言ってる事に騒ぎすぎなんだよ
まじでうざい日本メディア
日本メディアが中国を無視したらすぐ終わるのに",,,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:qy1aJflm0(2/2),1
"垢版
|
0851 名無しどんぶらこ 2025/11/28(金) 07:59:31.78",怪しい共同による怪しい政府関係者の話より記者会見での政府公式発表の方を信じるわ,,,,,,,,ID:T2QLpR+Y0(1/2),
"垢版
|
0852 名無しどんぶらこ 2025/11/28(金) 07:59:57.44",バカ市のせいで日米関係にも亀裂が,,,,,,,,ID:PAZqGau20,
"垢版
|
0853 名無しどんぶらこ 2025/11/28(金) 07:59:58.29",">>817
それは今後も中国が関係性を盾にした日本の国会への介入を認めるということになる
日本の最高議会である国会は、日本の最高意思決定機関
日本がどうするかを決める議会なんだよ
その議会が中国に従うようになるってことは、日本が中国の属国になるってことだよ",,>>817,,,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764278405#,,ID:7XO7T/Ju0(15/19),1
"垢版
|
0854 名無しどんぶらこ 2025/11/28(金) 08:00:21.99","トランプが高市援護、トランプは台湾実施法案を可決した
要するに台湾を重要な友好国だと言い放った、習近平はドギィマギィ
笑ってしまうレベル、追い詰められうろたえるバカぼん、習近平
それにしても高市人気が北から南まで日本社会を席捲している、珍しい現象だよ",,,,,,,,ID:n9Y4dM4r0(4/9),
