css-1jxf684,css-175oi2r href,css-9pa8cd src,css-175oi2r href (2),css-1jxf684 (2),css-1jxf684 (3),css-1jxf684 (4),css-1jxf684 href,css-1jxf684 (5),css-1jxf684 href (2),css-1jxf684 (6),css-1jxf684 href (3),css-1jxf684 (7),css-1jxf684 href (4),css-1jxf684 (8),css-1jxf684 href (5),css-1jxf684 (9),css-1jxf684 href (6),css-1jxf684 (10),css-1jxf684 (11),css-1jxf684 href (7),css-1jxf684 (12),css-1jxf684 href (8),css-1jxf684 (13),css-1jxf684 href (9),css-1jxf684 (14),css-1jxf684 (15),css-1jxf684 (17),css-1jxf684 (19),css-1jxf684 (21),css-146c3p1 href,css-146c3p1,css-175oi2r href (4),css-9pa8cd src (2),css-175oi2r href (5),r-4qtqp9 src,r-4qtqp9 src (2),r-4qtqp9 src (3),r-4qtqp9 src (4),r-4qtqp9 src (5),r-4qtqp9 src (6),r-4qtqp9 src (7),r-4qtqp9 src (8),r-4qtqp9 src (9),css-146c3p1 (2),css-146c3p1 href (2),css-9pa8cd src (3),css-175oi2r href (6),css-9pa8cd src (4),css-175oi2r href (7),css-9pa8cd src (5),css-1jxf684 (22),css-1jxf684 (23),r-4qtqp9 src (10),css-1jxf684 (24),css-1jxf684 (26),css-1jxf684 (25),css-1jxf684 (27),css-1jxf684 (28),css-1jxf684 (29),css-1jxf684 (30),css-1jxf684 (31),css-1jxf684 (32),css-1jxf684 (33),css-1jxf684 (34),css-1jxf684 (35),css-1jxf684 (36),css-1jxf684 (37),css-1jxf684 (38),css-146c3p1 (3)
日経ビジネス,https://x.com/nikkeibusiness,https://pbs.twimg.com/profile_images/1084973006835789824/_aUNaMY4_x96.jpg,https://x.com/nikkeibusiness,@nikkeibusiness,·,日本で,,,,,,,,,,,,,高市,,,,,,,早苗,首相による台湾有事への,発言,をきっかけに日中関係が悪化している。東京財団の柯隆氏は、「恐らく改善しないままの状態が続くでしょう。日本も中国も譲歩できない」と指摘する。,https://x.com/nikkeibusiness/status/1993647320043549105,11月26日,https://t.co/5hycWnxT47,https://pbs.twimg.com/card_img/1993749111758065665/-gQlJnCR?format=jpg&name=medium,https://x.com/nikkeibusiness/status/1993647320043549105/analytics,,,,,,,,,,,https://t.co/5hycWnxT47,,,,,,柯隆氏、「日中関係は改善せず、ビザ免除停止の懸念」　2026年の中国を占う,"3,002",,1,2,,,,,,,,,,,,,,
Chikawa,https://x.com/GUTS_1997,https://pbs.twimg.com/profile_images/1991361107467071493/UCC0hJS6_x96.jpg,https://x.com/GUTS_1997,@GUTS_1997,·,山口大学教授纐缬厚：日本で公職に就いた人は戦争を反省する責任がある そうしないと 同じ過ちを繰り返すことになる,https://x.com/D9bf0NRDYrL21Ba,@D9bf0NRDYrL21Ba,https://x.com/IlyaCulmets,@IlyaCulmets,https://x.com/MgLGfsfs0UaNQeO,@MgLGfsfs0UaNQeO,https://x.com/lopez_nava2010,@lopez_nava2010,https://x.com/imunidakana,@imunidakana,https://x.com/YAMAMO2021,@YAMAMO2021,高市,,,,,,,早苗,は公職にふさわしくないという,発言,をしている,https://x.com/GUTS_1997/status/1991149502305112475,11月19日,,https://pbs.twimg.com/ext_tw_video_thumb/1991149254812037120/pu/img/of4g5-jZXjYZqaSI.jpg,https://x.com/GUTS_1997/status/1991149502305112475/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f1e8-1f1f3.svg,,,,,,,,,,,,,,,,862,2.7万,,"2,196",,,,,,,,,,,,,,,
人民網日本,https://x.com/peopledailyJP,https://pbs.twimg.com/profile_images/1957355707252248576/LuV0zyjV_x96.jpg,https://x.com/peopledailyJP,@peopledailyJP,·,中国の傅聡国連大使は21日、グテーレス国連事務総長に対し、日本の,,,,,,,,,,,,,高市,,,,,,,早苗,首相による中国関連の誤った言動について中国政府の立場を明確に表明する書簡を送った。傅大使は書簡の中で、「日本の,高市,首相は国会答弁において台湾に関する露骨な挑発的,https://x.com/peopledailyJP/status/1992878508360753646,11月24日,https://x.com/peopledailyJP/status/1992878508360753646/photo/1,https://pbs.twimg.com/media/G6ggYl8a4AAWu2F?format=png&name=medium,https://x.com/peopledailyJP/status/1992878508360753646/analytics,,,,,,,,,,,,,,,,,早苗,3.7万,,を公然と行った。これは、1945年の日本敗戦以,発言,显示更多,,,,297,,,,,,,119,182,
佐々木俊尚 五刷出来！「フラット登山」絶賛発売中,https://x.com/sasakitoshinao,https://pbs.twimg.com/profile_images/673006085192548353/h676ufd7_x96.jpg,https://x.com/sasakitoshinao,@sasakitoshinao,·,中国による対日レアアース規制を期待する、っていくらなんでも常軌を逸した言説だと思います。／「台湾有事」,,,,,,,,,,,,,発言,,,,,,,高市,の,早苗,氏が首相である限り日本経済はボロボロになる　一刻も早く「ポスト高市」を真剣に議論すべきだ　古賀茂明,https://x.com/sasakitoshinao/status/1993821319348052417,11月27日,https://t.co/tOHDrB3Hs2,https://pbs.twimg.com/card_img/1992531631127875584/3DzlXux2?format=jpg&name=900x900,https://x.com/sasakitoshinao/status/1993821319348052417/analytics,,,,,,,,,,,https://t.co/tOHDrB3Hs2,,,,,,「台湾有事」発言の高市早苗氏が首相である限り日本経済はボロボロになる　一刻も早く「ポスト高市」を真剣に議論すべきだ　古賀茂明 | AERA DIGITAL（アエラデジタル）,6.2万,,61,413,,,,,"1,257",,,,,,,,,
越後屋竜魔,https://x.com/berubettonaoto8,https://pbs.twimg.com/profile_images/1965392543975440395/LZQFAunf_x96.jpg,https://x.com/berubettonaoto8,@berubettonaoto8,·,立川志らくさんに言っておきますが、私は,,,,,,,,,,,,,高市,,,,,,,早苗,を批判してますけど、れっきとした日本人ですからね、これでも。テレビで国籍透視,発言,とか、私は恥ずべき行為だと思いますよ。,https://x.com/berubettonaoto8/status/1993089676190867676,11月25日,,,https://x.com/berubettonaoto8/status/1993089676190867676/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f308.svg,https://abs-0.twimg.com/emoji/v2/svg/1f1f5-1f1f8.svg,https://abs-0.twimg.com/emoji/v2/svg/1f644.svg,,,,,,,,,,,,,,【壺排除】【インボイス制度反対】【消費税廃止】【裏金許さん】【差別反対】,1.6万,,61,390,,,,,"1,753",,,,,,,,,
チタロ,https://x.com/PAGE4163929,https://pbs.twimg.com/profile_images/1990558918825971712/nS410wlI_x96.jpg,https://x.com/PAGE4163929,@PAGE4163929,·,速報,,,,,,,,,,,,,高市,,,,,,,早苗,"中国当然許してくれない
最近、日中間の交流・協力が影響を受けています。

原因は、",発言,首相の台湾に関する不適切な,https://x.com/PAGE4163929/status/1993979960411988261,14小时,,https://pbs.twimg.com/ext_tw_video_thumb/1993979809211551744/pu/img/vEj4kGVf8QgFyv4-.jpg,https://x.com/PAGE4163929/status/1993979960411988261/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f6a8.svg,,https://abs-0.twimg.com/emoji/v2/svg/1f6a8.svg,https://abs-0.twimg.com/emoji/v2/svg/1f1ef-1f1f5.svg,,,,,,,,https://pbs.twimg.com/profile_images/1990558918825971712/nS410wlI_normal.jpg,,https://pbs.twimg.com/ext_tw_video_thumb/1993612190683942912/pu/img/7_lFUU4VTSJH_st3?format=jpg&name=360x360,,,显示更多,24万,,が、中国国民の感情を深く傷つけ、友好ムードを損ねたためです。,引用,チタロ,@PAGE4163929,·,速報,"台湾有事と日本の安全保障
党首討論で、高市早苗首相は、台湾有事が日本の「存立危機事態」になり得るという自身の過去の答弁について説明しました。

この「存立危機事態」とは、日本の平和と安全が根底から覆される明白な危険があり、",279,,4:24,,,,191,104,11月26日
美Lee,https://x.com/Lee42648547,https://pbs.twimg.com/profile_images/1223511856230236160/OJg6rsvH_x96.jpg,https://x.com/Lee42648547,@Lee42648547,·,"はわざと戦争を誘発する様なシナリオがあるのではないかと疑ってしまう。
撤回も謝罪もしない中国首脳と話もしない。
こういう態度をとり続けて緊張関係を長引かせるのは憲法改正、本元の緊急事態条項の創設にあるのではないのか",,,,,,,,,,,,,高市,,,,,,,早苗,"歴代総理も踏み込んだ発言を控えていた中台問題。
それを国会の場で言った高市総理。
「台湾有事に日本が武力介入」これに言及した答弁にあっと！驚いた。
問題が大きくなり中国は敵国条項まで持ち出したが、高市は謝罪も撤回もしないという最悪の事態 x.com/izumimaruko/st…",発言,美Lee,https://x.com/Lee42648547/status/1992997893805162991,11月25日,,,https://x.com/Lee42648547/status/1992997893805162991/analytics,https://abs-0.twimg.com/emoji/v2/svg/2049.svg,,,,,,,,,,,https://pbs.twimg.com/profile_images/1223511856230236160/OJg6rsvH_normal.jpg,,,,,@Lee42648547,540,,1,引用,#高市総理は戦争を呼び込もうとしているのか,,·,,3,,,,,,,,,11月25日
いかりなでがた,https://x.com/ikari_nadegata,https://pbs.twimg.com/profile_images/1866817513730043904/YrNRyw1C_x96.jpg,https://x.com/ikari_nadegata,@ikari_nadegata,·,首相の,,,,,,,,,,,,,高市,,,,,,,早苗,"による日中関係悪化が日本国民に与える主なデメリットを以下に

・中国人観光客の激減
→ 訪日中国人が大幅減少し、観光地・ホテル・小売・飲食業が大打撃
→ 2025年後半だけで数千億円規模の消費減、地方経済の停滞・失業増

・食料品・日用品の値上がり
→",発言,70,https://x.com/ikari_nadegata/status/1990614316165574937,11月18日,,,https://x.com/ikari_nadegata/status/1990614316165574937/analytics,,,,,,,,,,,,,,,,,显示更多,7.1万,,232,651,,,,,,,,,,,,,,
田舎暮しの唱悦,https://x.com/shoetsusato,https://pbs.twimg.com/profile_images/808426778091868160/Zz-uoPhb_x96.jpg,https://x.com/shoetsusato,@shoetsusato,·,【,,,,,,,,,,,,,高市,,,,,,,早苗,氏】「選択的夫婦別姓制度に私は日本の政治家として断固反対します！自民党から除名や党員資格停止の可能性もありますが、これに賛成することは私の人格を全否定されることになりますので」,1,59,https://x.com/shoetsusato/status/1884098012366192884,1月28日,https://t.co/3XHMpxGedd,https://pbs.twimg.com/card_img/1993201868554563584/xsiVK2Ti?format=jpg&name=small,https://x.com/shoetsusato/status/1884098012366192884/analytics,,,,,,,,,,,https://t.co/3XHMpxGedd,,,,,,【高市早苗氏】「選択的夫婦別姓制度に私は日本の政治家として断固反対します！自民党から除名や党員資格停止の可能性もありますが、これに賛成することは私の人格を全否定されることになりますので」,"2,715",,252,,,,,,,,,,,,,,,
みらい 「笑える動画を 紹介 してるよ 」,https://x.com/wh0OXggdbNTXGp1,https://pbs.twimg.com/profile_images/1301827423034511360/zzgL029v_x96.jpg,https://x.com/wh0OXggdbNTXGp1,@wh0OXggdbNTXGp1,·,総理の台湾有事,,,,,,,,,,,,,高市,,,,,,,早苗,"で、

・橋下徹   ・フジテレビ　が

デマを広げている偏向報道",発言,"【橋下徹氏デマ】
『 日本から中国に説明に伺うのが　
　　　　　　　　日本と中国の力関係 』

と    下記",https://x.com/wh0OXggdbNTXGp1/status/1992749623707152737,11月24日,,https://pbs.twimg.com/amplify_video_thumb/1992749568262619138/img/LWCR74SEkQVaRYfQ.jpg,https://x.com/wh0OXggdbNTXGp1/status/1992749623707152737/analytics,https://abs-0.twimg.com/emoji/v2/svg/2049.svg,https://abs-0.twimg.com/emoji/v2/svg/2b07.svg,,,,,,,,,,https://pbs.twimg.com/media/G6erLJzagAAedq5?format=jpg&name=small,https://x.com/wh0OXggdbNTXGp1/status/1992749623707152737/photo/2,,,,显示更多,"4,055",,"右画像から
日本は中国に謝罪に伺ったと、
皆様も思われていませんか？",1,,,,,10,44,,,,,,,,
しもちゃん,https://x.com/shimochan74116,https://pbs.twimg.com/profile_images/1719369026869121024/DVke2-_4_x96.jpg,https://x.com/shimochan74116,@shimochan74116,·,どんなに幹部が協議したところで、,,,,,,,,,,,,,高市,,,,,,,早苗,の,発言,"を本人が謝罪・撤回しないと解決しないでしょう。
軽はずみな",https://x.com/shimochan74116/status/1990244136868548624,11月17日,,,https://x.com/shimochan74116/status/1990244136868548624/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f1f5-1f1f8.svg,https://abs-0.twimg.com/emoji/v2/svg/1f1ef-1f1f5.svg,,,,,,,,,,https://pbs.twimg.com/profile_images/1072374944007364608/aaL1xS7__normal.jpg,,,,,発言,"9,405",,で、外務省の仕事を増やし、国益を大きく損なった責任をとってもらわねば困る。,引用,47NEWS,@47news_official,·,【速報】外務省幹部、訪中し台湾有事答弁巡り協議へ,7,28,"https://
47news.jp/13464520.html?
utm_source=twitter&utm_medium=social&utm_campaign=api
…",…,,,,,,11月17日
チタロ,https://x.com/PAGE4163929,https://pbs.twimg.com/profile_images/1990558918825971712/nS410wlI_x96.jpg,https://x.com/PAGE4163929,@PAGE4163929,·,台湾メディア,,,,,,,,,,,,,高市,,,,,,,早苗,の「台湾有事＝日本有事」,発言,は、実は中国では全く脅威と受け取られておらず、逆に「日本は大陸が本気で撃ってこないと読んでいる」と分析されている。,https://x.com/PAGE4163929/status/1990916230530929137,11月19日,,,https://x.com/PAGE4163929/status/1990916230530929137/analytics,,,,,,,,,,,,,,,,,显示更多,37万,,110,146,,4:48,,,481,,,,,,,,,
鶴田大 TSURUTA Ooki,https://x.com/OokiTSURUTA2022,https://pbs.twimg.com/profile_images/1499725882985889793/ZYdv9yLg_x96.jpg,https://x.com/OokiTSURUTA2022,@OokiTSURUTA2022,·,。市民の生活が破綻しようと紛争で市民が命を落としても、,,,,,,,,,,,,,高市,,,,,,,発言,及びその一派は、その責任を取らないし、失われたものの取り返しもできない。,高市,盛田隆二,https://x.com/OokiTSURUTA2022/status/1993194541424537759,11月25日,,,https://x.com/OokiTSURUTA2022/status/1993194541424537759/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f310.svg,https://abs-0.twimg.com/emoji/v2/svg/1f620.svg,,,,,,,,,,https://pbs.twimg.com/profile_images/723886504351698944/PiHuiLQm_normal.jpg,,,,,早苗,188,,1,引用,™,@product1954,·,これは「いま撤回すれば、日中は最悪の事態を免れる」との最後通牒なのに、撤回しようとせず、逆に支持者向けに台湾統一に向かう中国への批判姿勢を貫けば、国民世論は更に対中強硬に傾き、高市氏は引き返せなくなる危険性大,1,#高市やばい,"https://
news.yahoo.co.jp/pickup/6560102",中国 高市首相に改めて発言撤回要求,,,,,,11月25日
あらかわ,https://x.com/kazu10233147,https://pbs.twimg.com/profile_images/1048542168871104513/kSRdR7aH_x96.jpg,https://x.com/kazu10233147,@kazu10233147,·,"「国家の主権と名誉を守り抜く
そのために私は政治家になりました
そのために生まれてまいりました」。
国家の主権を守るために国民は命を捨てろと",,,,,,,,,,,,,高市,,,,,,,早苗,。戦前の国家主義日本そのもの。ゾンビ,高市,。,https://x.com/kazu10233147/status/1969393677492765028,9月20日,,,https://x.com/kazu10233147/status/1969393677492765028/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f308.svg,,,,,,,,,,,https://pbs.twimg.com/profile_images/1718820382332051456/mclVATIf_normal.jpg,,,,,早苗,1.4万,,75,高市,ラナンキュラス（川上 真二）,早苗,·,国民は眼中にありません,356,引用,@Lanikaikailua,"国家の主権と名誉を守り抜く
そのために私は政治家になりました
そのために生まれてまいりました",#高市早苗,0:07,,800,,9月20日
kakikoSHOP,https://x.com/shop_kakiko,https://pbs.twimg.com/profile_images/1493143564888719361/T8VN4oQI_x96.jpg,https://x.com/shop_kakiko,@shop_kakiko,·,"氏に対して「死んでしまえと言えばいい」

この",,,,,,,,,,,,,高市,,,,,,,早苗,"が、なんの問題にもならない。
業界の価値観が根底から歪んでいる。",発言,ライブドアニュース,https://x.com/shop_kakiko/status/1980487465665458666,10月21日,https://x.com/livedoornews/status/1980209223767306355/photo/1,https://pbs.twimg.com/media/G3sdxlrWYAApwec?format=jpg&name=medium,https://x.com/shop_kakiko/status/1980487465665458666/analytics,,,,,,,,,,,,https://pbs.twimg.com/profile_images/1698896423025270784/GhIkQiXi_normal.png,,,,,@livedoornews,5.8万,,52,引用,"https://
news.livedoor.com/article/detail
/29815691/
…",…,·,【発言】田原総一朗氏、高市総裁めぐる議論で野党議員に提案「死んでしまえと言えばいい」,"2,148","9,158",,討論番組で、高市首相誕生を見越した議論中、田原氏は立憲・辻元清美氏と社民・福島瑞穂氏の主張を聞いたのち、冗談のように発言。福島氏は「それは絶対に…」と制止した。,,,,,,10月20日
尾張おっぺけぺー,https://x.com/toubennbenn,https://pbs.twimg.com/profile_images/850047526304530432/v1Yrd7ro_x96.jpg,https://x.com/toubennbenn,@toubennbenn,·,さんの「シカ」,https://x.com/i/status/1123903740531097605,,,,,,,,,,,,高市,,,,,,,早苗,"とその後の説明がコロコロ変わる姿。

そこから安倍さんのこういうのを思い出す私。
「『お父さん、憲法違反なの？』」
「彼から私は直接聞きました～」
とあちこちでやっていた安倍さん。
根拠不明だわ、直接聞いた話ではないといいだすわ・・・",発言,7,https://x.com/toubennbenn/status/1991860701091213696,11月21日,,https://pbs.twimg.com/ext_tw_video_thumb/1123902751770120194/pu/img/zXSvpzWCHJ1uO3YG.jpg,https://x.com/toubennbenn/status/1991860701091213696/analytics,,,,,,,,,,"来自 
尾張おっぺけぺー",,,,,,,397,1.7万,,968,,,尾張おっぺけぺー,,,,,,,,,,,,
とも 𝕏 digital art ❖,https://x.com/pupupooon,https://pbs.twimg.com/profile_images/1636636065007276032/uI3x3VOJ_x96.jpg,https://x.com/pupupooon,@pupupooon,·,"中国 防諜機関が対日威嚇　
邦人摘発強化も (時事通信)
台湾有事関連の",,,,,,,,,,,,,高市,,,,,,,早苗,首相,発言,"をきっかけに
邦人保護を盾にした威嚇と
経済制裁が続いてる。
ハニトラ公表はフェイクだとしても
今こそスパイ防止法の早期制定を！

水産物輸入停止もまた？
他国に販路拡大で安定収入源に
転換の見込みあり！",https://x.com/pupupooon/status/1991236171486359842,11月20日,,https://pbs.twimg.com/amplify_video_thumb/1991236117715398656/img/3pyQm285yN9j9ll7.jpg,https://x.com/pupupooon/status/1991236171486359842/analytics,,,,,,,,,,,,,,,,,显示更多,"9,808",,19,23,,,,,107,,,,,,,,,
Shin Hori,https://x.com/ShinHori1,https://pbs.twimg.com/profile_images/1462053235787661312/5SY-4RET_x96.jpg,https://x.com/ShinHori1,@ShinHori1,·,深い考えや覚悟や計略もなく,,,,,,,,,,,,,発言,,,,,,,高市,していた、ということか。,引用,総理がまずいのはこういう思いつき的な無思慮な部分であって、軍国主義とか極右とかそういう話ではない。,https://x.com/ShinHori1/status/1994191739888820228,20分钟,,,https://x.com/ShinHori1/status/1994191739888820228/analytics,,,,,,,,,,,,https://pbs.twimg.com/profile_images/1485531486799294465/ZsUuP55__normal.jpg,,,,,@mainichi,692,,7,19,毎日新聞,…,·,台湾有事答弁は「聞かれたので…」　党首討論、鳴り潜めた「高市節」,,,"https://
mainichi.jp/articles/20251
126/k00/00m/010/292000c
…",高市早苗首相が初めて臨んだ26日の党首討論は、野党側への責任転嫁や論点ずらしも目立ち、歯切れのよい「高市節」は鳴りを潜めました。,,,,,,11月26日
ブルームバーグニュース,https://x.com/BloombergJapan,https://pbs.twimg.com/profile_images/1636164932369793026/V0vkre8V_x96.jpg,https://x.com/BloombergJapan,@BloombergJapan,·,首相が、就任から1カ月もたたないうちに重大な外交的試練に直面している。台湾問題を巡る日本の立場に関する,,,,,,,,,,,,,高市,,,,,,,早苗,で、中国を激怒させたためだ。,発言,269,https://x.com/BloombergJapan/status/1990419854231302238,11月17日,https://t.co/K30ea6ozns,https://pbs.twimg.com/card_img/1992919090038456320/MoXiHrAX?format=jpg&name=medium,https://x.com/BloombergJapan/status/1990419854231302238/analytics,,,,,,,,,,,https://t.co/K30ea6ozns,https://pbs.twimg.com/profile_images/1631723279676317709/-fjgaR2p_bigger.jpg,,,,,高市首相、対中緊張緩和に少ない選択肢－台湾巡る発言で外交的試練,104万,,"1,009","1,895",,,,,,,,,,,,,,
青木仁志|アチーブメント CEO,https://x.com/aokiachievement,https://pbs.twimg.com/profile_images/1720314937799766016/mWGp6267_x96.jpg,https://x.com/aokiachievement,@aokiachievement,·,首相の,https://x.com/hashtag/100%E5%9B%9E%E8%81%9E%E3%81%84%E3%81%9F%E3%82%89%E8%B1%8A%E3%81%8B%E3%81%AB%E3%81%AA%E3%82%8B%E8%A9%B1?src=hashtag_click,#100回聞いたら豊かになる話,,,,,,,,,,,高市,,,,,,,早苗,は、当たり前の認識を伝えただけで全く問題はありません。,発言,産経ニュース,https://x.com/aokiachievement/status/1990238669358379325,11月17日,,,https://x.com/aokiachievement/status/1990238669358379325/analytics,,,,,,,,,,,,https://pbs.twimg.com/profile_images/1628409626759925760/HbgE5V0m_normal.png,,,,,@Sankei_news,"4,591",,1,引用,"https://
sankei.com/article/202511
16-FBR6F7O7KNKZRAOJ2ETYOBRAWE/
…",…,·,高市首相の国会答弁「かなり軽率だった」　立民・野田氏が批判、台湾有事巡り,1,42,,首相経験者の野田氏は「自衛官の最高指揮官である首相が軽々に具体的なことを言ってはならないのは不文律だ」とも強調した。,,,,,,11月16日
小林美穂子,https://x.com/xiaolinmeisuizi,https://pbs.twimg.com/profile_images/1538368004945489920/5g4scoRJ_x96.jpg,https://x.com/xiaolinmeisuizi,@xiaolinmeisuizi,·,「自分たちの利益だけを優先して、貰えるものは貰おうとか国民騙して一日でも長く権力を維持しようと、裏金貯めてカルトとの癒着も辞さない、そんな政治家ばかりになったら日本国は滅びてしまいます」の間違いではないですか？,,,,,,,,,,,,,高市,,,,,,,早苗,氏のこの,発言,は、これまでもこれからもずっと許せない。,https://x.com/xiaolinmeisuizi/status/1964712948896764398,9月7日,https://x.com/mariyatomoko/status/1964600701407154579/photo/1,https://pbs.twimg.com/media/G0Op7MTbUAMmsI-?format=jpg&name=900x900,https://x.com/xiaolinmeisuizi/status/1964712948896764398/analytics,https://abs-0.twimg.com/emoji/v2/svg/1f54a.svg,,,,,,,,,,,https://pbs.twimg.com/profile_images/1244917433430757381/BqsK_IvD_normal.jpg,,,,,@mariyatomoko,5.7万,,915,引用,毬谷友子,,·,"弱者のフリではなくて
弱者だらけなんだよ。
今の日本は。

あなたにはわからない世界だろう。","2,008",,TOMOKO MARIYA,,,,,,,9月7日
甲斐正康(かい正康),https://x.com/kaima96698994,https://pbs.twimg.com/profile_images/1949118224563568640/tZWfkTow_x96.jpg,https://x.com/kaima96698994,@kaima96698994,·,日本が本当に戦争したら、東京や米軍基地はどうなる？,https://x.com/hashtag/%E5%8F%B0%E6%B9%BE%E6%9C%89%E4%BA%8B?src=hashtag_click,#台湾有事,https://x.com/hashtag/%E9%AB%98%E5%B8%82%E6%97%A9%E8%8B%97?src=hashtag_click,#高市早苗,,,,,,,,,高市,,,,,,,早苗,は「台湾有事は日本存立危機」と言い、非核三原則の見直しもチラつかせる。でも現実は、米軍は撤退する可能性もあるし、国内世論を煽るだけの危険,発言,"だ。
誰も言わない「戦争リスクの本当の姿」、知ってますか？",https://x.com/kaima96698994/status/1991880217418473576,11月21日,https://x.com/kaima96698994/status/1991880217418473576/photo/1,https://pbs.twimg.com/media/G6SUgHbagAAYIxm?format=jpg&name=medium,https://x.com/kaima96698994/status/1991880217418473576/analytics,,,,,,,,,,,,,,,,,1,507,,6,18,,,,,,,,,,,,,,
きっこ,https://x.com/kikko_no_blog,https://pbs.twimg.com/profile_images/1498243833670168576/DImI6gYV_x96.jpg,https://x.com/kikko_no_blog,@kikko_no_blog,·,のトンデモ,,,,,,,,,,,,,高市,,,,,,,早苗,より、その質問をした野党議員に問題があるとか抜かしてるウルトラ馬鹿がいるけど、その理屈ってテストの点数が悪くて大学受験に失敗した学生が「こんなテストを作った奴が悪い！」って言ってるのと一緒だよね？（笑）,発言,290,https://x.com/kikko_no_blog/status/1991086615536578997,11月19日,,,https://x.com/kikko_no_blog/status/1991086615536578997/analytics,,,,,,,,,,,,,,,,,"1,593",7.2万,,"5,768",,,,,,,,,,,,,,,
じょせふ,https://x.com/YJKYJKYJKJK,https://pbs.twimg.com/profile_images/1931251478477561856/r8s8mU7l_x96.jpg,https://x.com/YJKYJKYJKJK,@YJKYJKYJKJK,·,の台中の戦争を煽る,,,,,,,,,,,,,高市,,,,,,,早苗,"を批判すると同時に

中華人民共和国の現政権はファシズムだってことは忘れてはならないことよね

両立できる",発言,2,https://x.com/YJKYJKYJKJK/status/1990539858276986896,11月18日,,,https://x.com/YJKYJKYJKJK/status/1990539858276986896/analytics,,,,,,,,,,,,,,,,,58,"7,531",,146,,,,,,,,,,,,,,,
異邦人,https://x.com/Narodovlastiye,https://pbs.twimg.com/profile_images/1990386002096226304/genCyGik_x96.jpg,https://x.com/Narodovlastiye,@Narodovlastiye,·,氏は公文書を「捏造」と断じ、でなければ「議員」すら辞めると公言しながら、総務省が 「捏造」を否定しても辞職せず、また「統一協会」との関係は「月刊誌で一度だけ」と言いながら教団系「世界日報」に何度も登場。消費税は「社会保障に限定」などと,,,,,,,,,,,,,高市,,,,,,,早苗,。こんな大嘘吐きが首相など論外。,発言,97,https://x.com/Narodovlastiye/status/1978740730911736104,10月16日,,,https://x.com/Narodovlastiye/status/1978740730911736104/analytics,,,,,,,,,,,,,,,,,"1,584",4.5万,,"4,163",,,,,,,,,,,,,,,
ファラマク (ファラデーマクスウェル),https://x.com/smmr44635735,https://pbs.twimg.com/profile_images/1649201010110525440/NAgyRKlo_x96.jpg,https://x.com/smmr44635735,@smmr44635735,·,"「言葉」と「生きて行く」のが, 創価学会, 公明党。
「言葉」で「滅び行く」のが,",,,,,,,,,,,,,高市,,,,,,,早苗,"総理。

＞このように,また一つ失言・暴言を積み重ねていく",高市,"総理。 
彼女が総理である限り,不用意",https://x.com/smmr44635735/status/1993905396327858282,19小时,https://x.com/shirasaka_k/status/1993874799639318994/photo/1,https://pbs.twimg.com/media/G6uqRxHbgAA4WfO?format=png&name=900x900,https://x.com/smmr44635735/status/1993905396327858282/analytics,,,,,,,,,,,https://x.com/shirasaka_k/status/1993874799639318994,https://pbs.twimg.com/profile_images/1552984529325166592/kuSlhP2N_normal.jpg,,,,,発言,215,,"は今後も続くだろう。 
いずれ間違いなく, 高市総理は ”言葉” によって失脚すると予想する。",引用,白坂和哉｜Kazuya Shirasaka,@shirasaka_k,·,"就任1カ月程度で非常なまでのダメさ加減を滲ませる高市総理。
問題視された存立危機事態をめぐる発言では、まるで質問した立憲の岡田氏が悪いような言いっぷり──これは大人として未成熟、幼稚な他責思考だ。",显示更多,2,,,,,,3,,21小时
ブルームバーグニュース,https://x.com/BloombergJapan,https://pbs.twimg.com/profile_images/1636164932369793026/V0vkre8V_x96.jpg,https://x.com/BloombergJapan,@BloombergJapan,·,台湾有事を巡る,,,,,,,,,,,,,高市,,,,,,,早苗,首相の,発言,を受けた日中対立で、中国が経済的威圧をさらに強めた場合、日本は米国や同盟国との協力強化を探る可能性が高い。,https://x.com/BloombergJapan/status/1991933387787891003,11月22日,https://t.co/m41s8bxnpo,https://pbs.twimg.com/card_img/1991828564681875456/UIsbFNXc?format=jpg&name=medium,https://x.com/BloombergJapan/status/1991933387787891003/analytics,,,,,,,,,,,https://t.co/m41s8bxnpo,https://pbs.twimg.com/profile_images/1631723279676317709/-fjgaR2p_bigger.jpg,,,,,威圧強める中国、日本は同盟国と連携して対抗か－米国の支援が焦点に,4.4万,,47,222,,,,,820,,,,,,,,,
