css-1jxf684,css-1jxf684 (2),css-146c3p1 href,css-146c3p1,css-1jxf684 (4),css-1jxf684 (5),css-1jxf684 (6),css-1jxf684 (7),css-1jxf684 (8),css-175oi2r href (4),css-1jxf684 (9),css-9pa8cd src (2),css-1jxf684 href,css-1jxf684 (10),css-146c3p1 (2),css-1jxf684 (11),css-1jxf684 (12),css-1jxf684 (13),r-4qtqp9 src,r-4qtqp9 src (2),css-9pa8cd src (3),css-1jxf684 href (2),css-146c3p1 href (2),css-175oi2r href (5),css-9pa8cd src (4),css-175oi2r href (6),css-175oi2r href (7),css-9pa8cd src (5),r-4qtqp9 src (3),r-4qtqp9 src (4),css-146c3p1 (3),css-1jxf684 (15),css-1jxf684 (16),css-1jxf684 (17),css-1jxf684 (14),r-4qtqp9 src (5),r-4qtqp9 src (6),css-175oi2r href (8),css-1jxf684 href (3),css-1jxf684 (18),css-1jxf684 (19),css-9pa8cd src (6),css-1jxf684 (20),css-1jxf684 href (4),css-1jxf684 href (5),r-4qtqp9 src (7),r-4qtqp9 src (8),r-4qtqp9 src (9),r-4qtqp9 src (10)
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1671075121610788867,2023年6月20日,併せて、経済安全保障担当大臣?科学技術政策担当大臣として、本日17:15に各省の研究開発法人担当局長宛に、研究インテグリティ確保の徹底を要請する文書を発出しました。,,82,592,"4,169",https://x.com/takaichi_sanae/status/1671075121610788867/analytics,14万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1671072837338292224,2023年6月20日,産総研の中国籍研究員の逮捕を受けて、今朝の閣僚懇談会で、私から閣僚の皆様に対し、所管しておられる大学や研究機関における研究インテグリティ確保の徹底をお願いしました。先ずは、令和3年4月27日に決定した対応方針に従ったリスクマネジメントを確実に行って頂く事が必要です。,,299,"1,917",1万,https://x.com/takaichi_sanae/status/1671072837338292224/analytics,27万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1671069780282081280,2023年6月20日,LGBT法に関するTweetをお読み頂いた皆様、有難うございました。「もっと早く法案への考え方を発信して欲しかった」旨のご意見も賜りましたが、同法案は、内閣提出の「閣法」ではなく「議員立法」でしたから、衆参両院での審議が終わる前に閣僚が私見を述べる事は不適切との事情から、成立後のTweetとな,显示更多,"1,208","2,222",1.2万,https://x.com/takaichi_sanae/status/1671069780282081280/analytics,136万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1670380013278076928,2023年6月18日,不正競争防止法違反容疑で産総研の中国人研究者が逮捕されました。先般のサイバー事案のように出国されてしまう前に身柄を押さえた事はせめてもの救いでしたが、国立研究開発法人27法人中26法人に外国籍職員が在籍しています。職員の国籍に関わらず、各法人による情報漏洩対策の徹底が急務です。,,819,"5,743",2.2万,https://x.com/takaichi_sanae/status/1670380013278076928/analytics,50万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1670379671169699842,2023年6月18日,他党との修正協議を経た上で本会議採決に際して党議拘束がかかった法案に反対することは、反党行為ですから処分を受ける可能性があります。憲法改正、国防力や経済安全保障の強化、積極財政による経済成長を目指して一緒に行動している同志議員を、自民党は失うわけにはまいりません。,,"1,561","2,212",1万,https://x.com/takaichi_sanae/status/1670379671169699842/analytics,136万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1670379241605836800,2023年6月18日,いわゆるLGBT法案については、元の自民?公明案のままなら私も賛成出来ないと考えていました。維新?国民との修正協議により、民間団体の活動促進は削除され、全ての国民の安心の為に政府が指針を策定する規定が追加され、保守系識者から指摘されていた懸念点は一定程度、解消されたと判断しました。,,"2,037","2,763",1万,https://x.com/takaichi_sanae/status/1670379241605836800/analytics,197万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1670378747802042370,2023年6月18日,13日のLGBT法案の採決前に「高市さんが自民党保守派議員を纏めて、全員で本会議を欠席して欲しい」と言ってこられた方がおられました。しかし、衆院本会議では「立憲?共産案」と「自民?公明?維新?国民案」の2案が続けて採決されるので、自民党議員多数が欠席すると「立憲?共産案」が可決してしま,显示更多,"1,510","4,014",1.7万,https://x.com/takaichi_sanae/status/1670378747802042370/analytics,177万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1668489919801733120,2023年6月13日,安全保障の為に、宇宙システムの利用を抜本的に拡大し、宇宙空間の安全で安定的な利用を確保します。情報収集、通信、衛星測位、宇宙領域の監視など「宇宙アーキテクチャ」を構築します。研究開発については、新たに「宇宙技術戦略」の策定に取り組みます。,,744,"1,092","7,092",https://x.com/takaichi_sanae/status/1668489919801733120/analytics,44万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1668462723305447424,2023年6月13日,今朝、官邸で宇宙開発戦略本部を開催しました。日本初の「宇宙安全保障構想」に加え「宇宙基本計画」「宇宙基本計画工程表」を本部決定し、その後「宇宙基本計画」を閣議決定しました。宇宙政策担当大臣として、大変なボリュームの作業に御尽力を賜った各府省庁の皆様に感謝申し上げます！,,236,"1,033","7,584",https://x.com/takaichi_sanae/status/1668462723305447424/analytics,28万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1667109636661723138,2023年6月9日,戦中?戦後の労苦を後の世代に伝える為に、厚労省の昭和館(東京)に歴史的な資料が展示されていますが、6月15日?24日には奈良市美術館(ミ?ナーラ5階)で昭和館の巡回特別企画展「くらしにみる昭和の時代?奈良展」が開催されます！,,354,865,"6,569",https://x.com/takaichi_sanae/status/1667109636661723138/analytics,29万,https://pbs.twimg.com/card_img/1991534696950558724/Hu14xECX?format=png&name=900x900,,巡回特別企画展 - 昭和館,,,,,,,,,https://t.co/xtdRCHdfBz,https://t.co/xtdRCHdfBz,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1667004434013093889,2023年6月9日,今朝、知的財産戦略本部会合を開催しました。有識者本部員の皆様に加え、総理や関係閣僚にもご出席頂き、「知的財産推進計画2023」を決定しました。昨年とは違い、AI生成物を利用する場合などの著作権保護に関して必要な方策を検討することも盛り込まれました。,,248,819,"6,345",https://x.com/takaichi_sanae/status/1667004434013093889/analytics,18万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1667002188873502720,2023年6月9日,今朝は「統合イノベーション戦略」に加え、SBIR制度の「方針」と「指針」の改訂も、閣議決定して頂きました。これらによって、スタートアップ等に支出可能な補助金の目標額が前年度から倍増し、先端技術分野の大規模技術実証も支援対象に追加できます。,,100,507,"3,736",https://x.com/takaichi_sanae/status/1667002188873502720/analytics,12万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1666753595734368256,2023年6月8日,今夕、官邸で総合科学技術?イノベーション会議を開催しました。有識者議員とともに総理や関係閣僚にもご出席頂き、「統合イノベーション戦略2023」を決定しました。明朝には閣議決定の見込みです。担当する案件を一つ一つ確実に仕上げていかなくてはならない多用な６月です。,,240,"1,046","8,235",https://x.com/takaichi_sanae/status/1666753595734368256/analytics,27万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1664244322701815808,2023年6月1日,現在の台湾では、偽情報流布から2時間以内に訂正情報を発出しているそうです。行政院には担当大臣を置いており、分析を担当するNSCと訂正情報を発出する行政院と総統オフィスで認知戦対応プラットフォームも構築していると伺い、日本でも体制構築が急務だと痛感。,,526,"4,027",1.9万,https://x.com/takaichi_sanae/status/1664244322701815808/analytics,37万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1664243834128318465,2023年6月1日,先月、防衛研究所の方の講演を拝聴。台湾では、認知戦対策として「偽情報が流布されたら4時間以内に正確な情報を発信する取組」をしている旨を伺いました。今週、台湾の政権関係者に詳しく伺ってみましたら、更に対策が進化していたので驚きました！,,162,"1,753",1万,https://x.com/takaichi_sanae/status/1664243834128318465/analytics,24万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1662766600796397570,2023年5月28日,世耕参院幹事長から「WOWOWのフィクサーというドラマに出てくる女性政調会長のモデルは高市大臣だと思うんですよ」と声をかけられたので、恐る恐る「もしかして、性格が悪いとか？」と尋ねると「謀略家です」とニヤリ。残念ながら放送は終了していましたが、再放送を待ってチェックしてやるぅ,,552,"2,433",2.2万,https://x.com/takaichi_sanae/status/1662766600796397570/analytics,58万,,,,,,,,https://abs-0.twimg.com/emoji/v2/svg/1f611.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1662766345325522946,2023年5月28日,昨秋に自民党奈良県連会長の辞任により会長就任を要請された時に「3分裂している自民党県議会の全会派が県連運営に協力して下さる事」を条件に致しましたら、3会派が県連に役員を出して下さいました。今月、とうとう自民党は1本化し、県議会で正副議長ポストを得たのが嬉しいです!,,212,"1,878",1.4万,https://x.com/takaichi_sanae/status/1662766345325522946/analytics,27万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1659806324270723073,2023年5月20日,今日は、自民党静岡県第三選挙区支部大会が開催され、静岡県磐田市で講演をしてきました。大盛会で、おめでとうございました。素晴らしい支援者や党員の皆様に支えられている宮澤博行支部長、頑張れ！,,159,498,"5,146",https://x.com/takaichi_sanae/status/1659806324270723073/analytics,13万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1659805489214164993,2023年5月20日,今週は嬉しい事も。党本部から連絡が来るわけではないので、テレビ局の女性記者が党本部のホワイトボードを見て教えて下さったのですが、私の支部の令和４年度党員数が全国で3位だったそうです。励みになります。自民党奈良県第2選挙区支部からご入党下さった皆様、有難うございました！,,341,"2,193",1.5万,https://x.com/takaichi_sanae/status/1659805489214164993/analytics,33万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1659805018441256960,2023年5月20日,今週16日に奈良県の新知事が上京された事を報じた地元紙の記事は「高市早苗経済安保担当相をのぞく県関係衆参議員と面会した」旨の内容。「知事が高市大臣を避けた？」「高市大臣が面会拒否？」など様々な憶測が。知事の面会要請時間は正午までで、私は担当法案の答弁で参院内閣委員会に貼り付きだった,显示更多,413,"2,958",1.7万,https://x.com/takaichi_sanae/status/1659805018441256960/analytics,57万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1659086873330089991,2023年5月18日,一昨日の参院内閣委員会で、私が担当する「次世代医療基盤法改正案」をご審議頂き、昨日の参院本会議で可決?成立。患者氏名が分からないよう加工した医療情報を製薬など研究開発に活用する制度ですが、加工前に患者本人への通知が必要で、患者は拒否も出来ます。関係者の皆様には適正な運用をお願いし,显示更多,179,"1,560",1万,https://x.com/takaichi_sanae/status/1659086873330089991/analytics,27万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1658821821872095235,2023年5月17日,5日分も溜まっていた内閣府の新聞切り抜きに、ようやく目を通しました。各分野のG7大臣会合が報じられている中、朝日新聞と東京新聞は、他の大臣会合の議長名(主催国である日本の大臣名)は記すも、科学技術大臣会合の議長名は書いていなかった。私は嫌われとるなぁ…。,,"1,663","4,162",2.3万,https://x.com/takaichi_sanae/status/1658821821872095235/analytics,73万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1658821386234920962,2023年5月17日,何かとハードだった数日間でしたが、私よりも大変だったのは、長期間をかけて各種国際会議の準備(議題を巡る各国との交渉等)に携わり、また、委員会答弁資料の準備をして下さった役所の職員の皆様です。いつも有難うございます!,,117,861,"9,469",https://x.com/takaichi_sanae/status/1658821386234920962/analytics,15万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1658820917605322752,2023年5月17日,??はG7科学技術大臣会合の議事進行、各国大臣とのバイ会談、記者会見、視察等。?は量子ハイレベル会合。?はインドとヘルスケア合同委員会。?は朝の閣議後、内閣委員会で答弁、記者会見、夜は日米科学技術協力合同委員会。準備資料読みで寝不足が続き、肌荒れが悲惨や…。,,168,680,"6,413",https://x.com/takaichi_sanae/status/1658820917605322752/analytics,15万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1658464392068075521,2023年5月16日,何より嬉しかったのは、G7代表団が移動するバスの中で、仙台市の子供達が各国の国歌を歌唱する映像を流して下さったこと。指導にあたられた先生方、難しい外国国歌を頑張って歌ってくれた子供達、最高の歓迎を有難うございました！日本の誇りです。,,371,"2,061",1.8万,https://x.com/takaichi_sanae/status/1658464392068075521/analytics,38万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1658462545093746688,2023年5月16日,G7代表団の皆様による災害科学国際研究所や次世代放射光施設「NanoTerasu」の視察をお世話して頂いた東北大学の皆様にも、深く感謝申し上げます。,,47,478,"4,135",https://x.com/takaichi_sanae/status/1658462545093746688/analytics,11万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1658461509650104320,2023年5月16日,G7科学技術大臣会合に参加した各国の閣僚達に温かい「おもてなし」をして下さった仙台市長をはじめ市民の皆様、本当に有難うございました！閣僚達は、皆様の優しさ、日本の旅館文化、美しい料理の盛り付けなど、何もかも絶賛して下さり、私も鼻高々でした。,,84,683,"6,190",https://x.com/takaichi_sanae/status/1658461509650104320/analytics,14万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1658460907117379584,2023年5月16日,今年は、5月12日から14日まで、G7科学技術大臣会合の議長として、安全保障に密接に関わる研究セキュリティや宇宙環境などの議論を進行。量子コンピュータや生成AIの出現など、技術活用とリスク軽減のバランスを考える必要性は7年前と変わらず。,,57,561,"4,866",https://x.com/takaichi_sanae/status/1658460907117379584/analytics,12万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1658460080810135553,2023年5月16日,前回に日本がＧ７の議長国だった７年前は、総務大臣でしたので、高松市で開催したＧ７情報通信大臣会合の議長として、初の「ＡＩ原則(人間中心など倫理的ルール等)」を取り纏めた事を懐かしく思い出しました。,,129,635,"5,892",https://x.com/takaichi_sanae/status/1658460080810135553/analytics,15万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1653765979690930176,2023年5月3日,今夜は、オリックス中国の幹部から話を聞きました。反スパイ法や技術流出のリスクを避ける為に中国から撤退する日本企業をサポートする業務。土地使用権の残存期間を買い取り他業種で活用したり、設備と現地社員ごと引き継ぐ企業を探したり。ニーズは増えると思いました。,,701,"6,509",3万,https://x.com/takaichi_sanae/status/1653765979690930176/analytics,82万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1652604682781732864,2023年4月30日,4月14日には、「量子未来産業創出戦略」に加え、日本初の核融合戦略となる「フュージョンエネルギー?イノベーション戦略」の政府決定も実現することが出来、実り多い月でした。,,251,"1,469",1万,https://x.com/takaichi_sanae/status/1652604682781732864/analytics,22万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1652601213916172288,2023年4月30日,沢山の方々に感謝申し上げます。全国各地から手紙やメールでお励まし頂いた皆様。多くの同僚国会議員からは「頑張れ」「負けるな」と手書きのカードを貼ったお菓子やワインや冷凍食品などを頂きました。食べ物には困らない春でした。有難うございました！,,745,"4,216",3.4万,https://x.com/takaichi_sanae/status/1652601213916172288/analytics,74万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1652600110629683200,2023年4月30日,早くも４月末。３月３日以降、４月の２週目までは、衆参両院でいわゆる「小西文書」に関するご質問が続きました。政務案件は自分で答弁書を作成しなくてはならず、睡眠不足で風邪引いたのがキツかった。鈍感力(欠点でもあります)のお陰で精神的負担は殆どゼロでしたが…。,,930,"3,235",2.4万,https://x.com/takaichi_sanae/status/1652600110629683200/analytics,45万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1651558615684382721,2023年4月27日,民間企業として世界初となる月面軟着陸に挑んだispace社。10のマイルストーンの8まで至った事は凄い！「当社は、今回の結果を受けてもなお、不確定なリスクを恐れず、挑戦の歩みを決して止めることは致しません」という発表に感動しました。,,302,"2,347",1.9万,https://x.com/takaichi_sanae/status/1651558615684382721/analytics,33万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1650868086638260224,2023年4月25日,日本時間の今日21時30分、Boston Global Forumから「World Leader in AIWS Award 2023」を受賞しました。国会会期中で渡米は叶いませんので、受賞者スピーチ動画を送りましたが、嬉しく光栄に存じました。,,"1,422","6,636",3.4万,https://x.com/takaichi_sanae/status/1650868086638260224/analytics,125万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1648617764083605504,2023年4月19日,3月に逝去された松井孝典先生の御遺族に、瑞宝重光章を伝達しました。内閣府宇宙政策委員長代理や宇宙科学?探査小委員会座長としてご尽力頂き、闘病中だった2月も出席して下さいました。宮中で伝達される日まで存命であって欲しかったのですが、内定の報に喜んでおられたと伺い、少し安堵しました。,,203,"1,115",1万,https://x.com/takaichi_sanae/status/1648617764083605504/analytics,30万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清原和人,@kiyoharakawaiai,https://x.com/kiyoharakawaiai/status/1648160868100886529,2023年4月18日,"きよはら和人の決意！
38年間の教員生活で、延べ約10,000人の教え子に掛け続けた言葉が嘘にならぬよう！かつての子ども達に背中で語るべく町長選に挑む理由。",高市早苗 已转帖,67,540,"1,855",https://x.com/kiyoharakawaiai/status/1648160868100886529/analytics,30万,,https://x.com/hashtag/%E3%81%8D%E3%82%88%E3%81%AF%E3%82%89%E5%92%8C%E4%BA%BA?src=hashtag_click,(スタッフ投稿),,高市早苗,,,,,,,https://x.com/takaichi_sanae,,,,,,,,,1:35,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1645032246695587840,2023年4月9日,明日は国会答弁もあり、こんな夜に平木省さんの側に居られない事は残念です。豊富な知識と行政経験を持ち、今回の選挙で奈良県の未来を拓く素晴らしいビジョンを示してくれた平木省さんは、引っ張りだこになると確信しています。益々のご活躍を祈念致します。,,974,"5,444",3.3万,https://x.com/takaichi_sanae/status/1645032246695587840/analytics,95万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1645030607016304641,2023年4月9日,奈良県知事選挙。自民党奈良県連が推薦した平木省さんは、厳しい情勢が伝えられる中でも、最後まで明るく、正々堂々と立派に闘い抜かれました。「チーム平木」として懸命に応援し続けて下さったボランティアの皆様(有給休暇を使い切ってしまった自民党青年局の皆様も)、有難うございました!,,"1,290","7,650",4.7万,https://x.com/takaichi_sanae/status/1645030607016304641/analytics,148万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1644896361031278592,2023年4月9日,今年1月に宮古地区自衛隊協力会創立50周年記念講演会にお招きを頂き、多くの宮古島民の方々とともに自衛官の皆様も私の講演を聴いて下さいました。ヘリ墜落事故を受けて捜索活動を続けておられる方々の苦悩、御家族のご心痛に思いを致し、ひたすら搭乗員の皆様の帰還を祈るばかりです。,,394,"3,891",2.5万,https://x.com/takaichi_sanae/status/1644896361031278592/analytics,63万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1643903331184816128,2023年4月6日,一昨日のヒロクマさんに加え、昨日は人気の政治系YouTuber闇のクマさんも、奈良県知事候補の平木しょう氏との対談をアップして下さいました。深夜に発見！顔出しは無かったですが、いつかお会いしてみたい。大激戦なのに明るい平木候補と、普通のテンポで喋れる闇のクマさんが印象的でした。,,779,"5,935",3.1万,https://x.com/takaichi_sanae/status/1643903331184816128/analytics,184万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1643454211454300162,2023年4月5日,"私も正体を知らない人気の政治系youtuberヒロクマさんが、何と！顔出しで、奈良県知事候補の平木しょう氏と対談。
想像していた顔と違いましたが、面白かったです。",,491,"4,540",2.4万,https://x.com/takaichi_sanae/status/1643454211454300162/analytics,109万,,https://t.co/93Kk1v2gB7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1642856613311844353,2023年4月3日,"内閣府の職員はいわゆる「政務案件」の答弁書を書くことは出来ないので、３月は明け方までパソコンに向かう日が多く、丸１ヶ月近く睡眠不足が続いた事が大風邪の原因かも。いつまでも若い気分で油断した自分を反省。
しっかりお薬を服用して、明日からも頑張ります。",,"1,410","3,779",3.4万,https://x.com/takaichi_sanae/status/1642856613311844353/analytics,74万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1642855985885892610,2023年4月3日,今日は参院決算委員会７時間コース。度々「アネトン」を服用したので、咳き込むことなく無事終了。１日で12錠も服用してしまいましたが、即効性抜群でした。先週来、全国各地からお見舞メッセージを賜った皆様、有難うございました！,,692,"2,230",2.2万,https://x.com/takaichi_sanae/status/1642855985885892610/analytics,56万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1642855623909064704,2023年4月3日,経験したことが無い程の大風邪を引いてしもうた。先週の水曜日夕方から咳と高熱が続いてます。金曜日早朝に「アネトン」咳止めを服用して観光立国閣僚会議や閣議は乗り切ったものの、記者会見時には薬の効果が切れていて、咳き込みながら情けない会見をやらかしてしまった,,"3,987","5,985",4.7万,https://x.com/takaichi_sanae/status/1642855623909064704/analytics,488万,,,,,,,,https://abs-0.twimg.com/emoji/v2/svg/1f622.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1639161333873782785,2023年3月24日,フォローして下さっている皆様にお伝えしたかったこと、参院予算委員会のお許しが出ましたので、高市早苗公式サイトのコラム欄にアップしました。,,"2,748",1.7万,6.6万,https://x.com/takaichi_sanae/status/1639161333873782785/analytics,480万,,https://t.co/NbBcnftiF6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1638808092145258496,2023年3月23日,今日のテレビ入り予算委員会は、切り取る事なく中継されるので、私にとって濡れ衣を晴らす絶好の機会でした。立憲の委員から通告があり喜んで出席しましたが、一方的に私を批判して悪人イメージを植え付け、私は挙手しても答弁はさせて頂けず。辛過ぎます,,"8,706",3万,10万,https://x.com/takaichi_sanae/status/1638808092145258496/analytics,871万,,,,,,,,https://abs-0.twimg.com/emoji/v2/svg/1f622.svg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1638509689796456448,2023年3月22日,帰宅して夕刊を見て、初めてWBCで日本が優勝したことを知りました。早朝から閣議、復興関係閣僚会議、記者会見、参院予算委答弁などで精一杯。半日以上遅れで喜んでいます。侍ジャパンの皆様、有難うございました!,,"2,976","8,490",7.4万,https://x.com/takaichi_sanae/status/1638509689796456448/analytics,183万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1637090363944091648,2023年3月18日,今日は土曜日で国会答弁は無く、大臣室でドイツの副首相や内務大臣とバイ会談。その後に官邸で開催されたショルツ首相やドイツの閣僚の皆様との全体会合の主要議題が「経済安全保障」でしたので、存分に経済安全保障担当大臣としての公務に励みました。,,"1,511","5,099",3.6万,https://x.com/takaichi_sanae/status/1637090363944091648/analytics,70万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1637089944576622593,2023年3月18日,3月から、総務省文書騒動で役所の公務は殆どできなくなりました。国会答弁最優先ですから、海外でセキュリティクリアランスが無いばかりに不利益を受けている企業の非公開ヒアリングには終盤しか参加できず、多くの企業が参加される経済安全保障の講演会もドタキャン。「国会軽視」はしていません。,,"2,619",1.5万,6.1万,https://x.com/takaichi_sanae/status/1637089944576622593/analytics,437万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1637081035191242752,2023年3月18日,"杉尾秀哉委員は「答弁拒否するんですか」と怒っておられましたが、その後も、私は席に留まり、杉尾委員への答弁を続けました。
国会に呼ばれて答弁する事は大切な責務ですので、参院予算委員会に加えて、衆参両院の本会議や内閣委員会でも答弁を続けています。",,"1,732","8,675",4.9万,https://x.com/takaichi_sanae/status/1637081035191242752/analytics,126万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高市早苗,@takaichi_sanae,https://x.com/takaichi_sanae/status/1637078602872422400,2023年3月18日,3月15日の参院予算委員会で立憲民主党の杉尾秀哉委員が、私に何度も質問した後に「全く信用ができません、あなたの答弁は。どうですか」と言われたので、「私が信用できない、答弁が信用出来ないんだったら、もう質問をなさらないで下さい」と答えたら、「国会軽視」と大問題になっているそうです。,,"5,321",1.2万,6.7万,https://x.com/takaichi_sanae/status/1637078602872422400/analytics,476万,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
