threadview_response_info,threadview_response_body,threadview_response_body_link href,threadview_response_body_link,threadview_response_body_link href (2),threadview_response_body_link (2),highlight,res_id,js-response,js-ng-setting href,js-response href,threadview_response_body_embedlink href,threadview_response_body_thumbnail src,threadview_response_body_link (3)
"垢版
|
0787 名無しどんぶらこ 2025/11/28(金) 01:31:36.90",総理の器じゃないかもなあ…,,,,,,ID:K5JlvbBv0,2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0788 名無しどんぶらこ 2025/11/28(金) 01:32:17.80",それじゃ調査してたかどうかわからない,,,,,,ID:U8+lHZtQ0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0789 名無しどんぶらこ 2025/11/28(金) 01:32:51.99",晋さん、どうして・・・🥺,,,,,,ID:AWd7p1Fv0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0790 名無しどんぶらこ 2025/11/28(金) 01:34:27.24","先生「宿題ちゃんとやってね」
生徒「はいー
やったけど持ってきてません
やるとは言いましたが持ってくるとは約束してませんよね」

大人がこんなんじゃあ子どもだってこうなるだろ
人としてダメだよ高市",,,,,,ID:DxgtkggN0(1/7),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0791 名無しどんぶらこ 2025/11/28(金) 01:34:42.24",">>785
いや発言は何年も前のやつだから間違いではなくないですか？あと714に反論ならもうしてるんでちゃんと読んでくださいね。",,>>785,,,,ID:hAHTYc4S0(27/28),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0792 名無しどんぶらこ 2025/11/28(金) 01:35:15.36",">>791
ネット右翼の知能の低さがわかりましたのでもういいです。",,>>791,,,,ID:dqVw1JWi0(18/22),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0793 名無しどんぶらこ 2025/11/28(金) 01:35:55.12",">>787
総理どころじゃないよ
大人ですらない子どもだよ
存在は恥ずかしい人",,>>787,,,,ID:DxgtkggN0(2/7),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0794 名無しどんぶらこ 2025/11/28(金) 01:36:42.37",">>792
あら、逃げたかお疲れ様でした～",,>>792,,,,ID:hAHTYc4S0(28/28),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0795 名無しどんぶらこ 2025/11/28(金) 01:36:43.39",">>791
恥を知れゴミウヨク",,>>791,,,,ID:DxgtkggN0(3/7),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0796 名無しどんぶらこ 2025/11/28(金) 01:37:15.24",ウソしか言わないよなこいつら,,,,,,ID:mThrFX4F0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0797 名無しどんぶらこ 2025/11/28(金) 01:37:35.68","また隠蔽かよ
米増産する気無し
公務員給与爆上げ
庶民負担爆上げ",,,,,,ID:unigxjLC0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0798 名無しどんぶらこ 2025/11/28(金) 01:37:52.88",">>787
終わる時ほとんどの奴がやっぱり女はって言うと思う",,>>787,,,,ID:mThrFX4F0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0799 名無しどんぶらこ 2025/11/28(金) 01:37:58.07",">>790
地で利根川みたいなことしてるからな。
圧倒的に国民を下に見てるからできる芸当",,>>790,,,,ID:dqVw1JWi0(19/22),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0800 名無しどんぶらこ 2025/11/28(金) 01:38:23.66","まずは消費税減税による経済復活
増えた税収でしれっと軍拡すればいい事

反中姿勢で支持率を保って消費税減税をごまかしていてはいけない",,,,,,ID:DLX4OsOw0(4/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0801 名無しどんぶらこ 2025/11/28(金) 01:38:23.59","こうやって化けの皮が剥がれ終わってくんだよ
腐った自民そのまんまよ
支持してる世間知らずの若造ども所詮コイツは女麻生だぞ
気付けよ",,,,,,ID:HcZ0v8DA0(2/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0802 名無しどんぶらこ 2025/11/28(金) 01:39:42.28","とりあえず総理になるまでは威勢が良かったが
総理になれたことで満足してボロが出ていくパターンかな",,,,,,ID:N61snaj90,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0803 名無しどんぶらこ 2025/11/28(金) 01:40:28.76",議員報酬５万円引き上げは会計の変更の準備に１年かかるとは言わないのだな,,,,,,ID:DLX4OsOw0(5/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0804 名無しどんぶらこ 2025/11/28(金) 01:40:40.19",こんな壺BBAを70%ものアホな国民が支持してるという,,,,,,ID:EcvpnoXz0(1/8),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0805 名無しどんぶらこ 2025/11/28(金) 01:41:53.89","こいつらって人間の心ないのか
天地がひっくり返ってもこんな腐敗した人間になれねえ",,,,,,ID:8z4SU6Mx0(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0806 名無しどんぶらこ 2025/11/28(金) 01:42:21.52",">>804
国民がアホじゃなければ三十年衰退してないでしょ。
世界最長のデフレを放置し続けていたのに、安倍さぁんとかいって支持してたわけだからね。
そいつらの何割かはもう自殺してこの世にいないかもだけど",,>>804,,,,ID:dqVw1JWi0(20/22),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0807 名無しどんぶらこ 2025/11/28(金) 01:43:03.84",">>689
外交問題こそもっと狡猾でしょ
最初から台湾有事の話になったらああ話すつもりだったろうよ
トランプが何言い出すかわからん今じゃ中国も結局大した事は出来ない中で
台湾に楔を打たれた訳で、おかげで国民の支持もうなぎ登り
野党はヘタレの中国の手先にしか見えない構図になった
この流れで選挙になったら立憲の大惨敗は明確
コレに比べりゃ裏金程度の話題なんて意にも介してない",,>>689,,,,ID:inuv1f/60(1/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0808 名無しどんぶらこ 2025/11/28(金) 01:43:10.19",">>1
FACK YOU！ブチ殺すぞゴミらめ！",,>>1,,,,ID:z6tKG7gM0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0809 名無しどんぶらこ 2025/11/28(金) 01:43:11.09",意味の無い調査だよ,,,,,,ID:AtB2w29I0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0810 名無しどんぶらこ 2025/11/28(金) 01:43:25.92",">>783
少なくとも角栄は反戦派
金権政治と言われた田中・竹下派時代の方が
マシだったと思えるレベル
高市自民は裏金も国民の命も頂きます",,>>783,,,,ID:IjuLPwNU0(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0811 名無しどんぶらこ 2025/11/28(金) 01:44:32.16","アンチレスばかりじゃん
ここ嫌儲じゃないんだが
ケンもミンによるスレ立て工作に乗せられるな",,,,,,ID:i2GMa66U0(1/6),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0812 名無しどんぶらこ 2025/11/28(金) 01:44:40.27",">>804
さっさといつでも日本から出て行って良いんだぞ",,>>804,,,,ID:inuv1f/60(2/4),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0813 名無しどんぶらこ 2025/11/28(金) 01:44:59.59",>>764　　www,,>>764,,,,ID:ifToirBS0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0814 名無しどんぶらこ 2025/11/28(金) 01:45:09.53",すげー安倍っぽいわw,,,,,,ID:PQMzJ5JE0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0815 名無しどんぶらこ 2025/11/28(金) 01:46:05.57",そんなことよりも,,,,,,ID:6pR1TAHX0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0816 名無しどんぶらこ 2025/11/28(金) 01:46:59.04",自分さえよければいいって考えが全く分からない,,,,,,ID:8z4SU6Mx0(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0817 名無しどんぶらこ 2025/11/28(金) 01:48:22.09",こんなヤツが支持率70％超えってマジ？,,,,,,ID:IYuwa4UK0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0818 名無しどんぶらこ 2025/11/28(金) 01:48:32.08",">>811
恥を知れゴミウヨク
少しは自分の頭で考えたらどうだ",,>>811,,,,ID:DxgtkggN0(4/7),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0819 名無しどんぶらこ 2025/11/28(金) 01:49:55.94",">>812
いいか悪いかをお前が決めてどうすんだ？ｗ

キチガイかよｗｗｗ",,>>812,,,,ID:OiMxgRxz0(1/3),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0820 名無しどんぶらこ 2025/11/28(金) 01:50:03.51",こういう事を言う政治家大っきらい,,,,,,ID:oBVhbCzF0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0821 名無しどんぶらこ 2025/11/28(金) 01:50:34.83",">>1
公務員の給与を税金でものすごい上げるって言ってるから公務員は擁護しなよ",,>>1,,,,ID:Ts7H1P6c0(1/2),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0822 名無しどんぶらこ 2025/11/28(金) 01:50:47.30","家が貧乏だったから有名私立に行けなくて公立の小中学校通ってた時と同じ状況だ
クラスの7割がどうしようもないバカでそいつらがクラスの物事決めてしまうw
放課後にコックリさんとか真剣にやってるカルト脳だらけw",,,,,,ID:EcvpnoXz0(2/8),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0823 名無しどんぶらこ 2025/11/28(金) 01:51:01.37","財務省は国民の不満が中国に向いて
しめしめと思っている",,,,,,ID:DLX4OsOw0(6/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0824 名無しどんぶらこ 2025/11/28(金) 01:51:25.72","野党の裏金の方がよっぽど酷いので
そんなに裏金が許せないなら立憲が解散すれば？",,,,,,ID:vCDheepz0(1/2),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0825 名無しどんぶらこ 2025/11/28(金) 01:51:39.40",公務員は擁護サボりすぎ,,,,,,ID:Ts7H1P6c0(2/2),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0826 名無しどんぶらこ 2025/11/28(金) 01:52:35.63",なっ 自民党はクソだろ？w,,,,,,ID:pRQzmz130,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0827 名無しどんぶらこ 2025/11/28(金) 01:52:39.51",">>824
なんだその罵詈雑言は？ｗｗｗ

匿名掲示板だからって何を書いてもいいわけじゃないんだぞ？ｗｗｗ
完全に狂ってるだろ、おまえｗｗｗ",,>>824,,,,ID:OiMxgRxz0(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0828 名無しどんぶらこ 2025/11/28(金) 01:53:55.71",">>727
また出たよ

「自分の字じゃない」林芳正・総務相に“ニセ領収書”疑惑発覚！ 元官房長官に「労務費」支出、虚偽記入か《本人がサインを否定》
https://news.yahoo.c...c135cb94f9f13a0f1155

【高市悲報】前国家公安委員長の政党支部、パチンコ会社や「幽霊会社」から献金
https://mainichi.jp/.../k00/00m/010/333000c



こんな意地汚い反日政党をよく支持できるな
領収書の偽造ってやり口が昭和wwww",https://news.yahoo.co.jp/articles/f2afbb8da0230a9e5328c135cb94f9f13a0f1155,https://news.yahoo.c...c135cb94f9f13a0f1155,https://mainichi.jp/articles/20251127/k00/00m/010/333000c,>>727,,ID:zIQ2DTZd0(8/9),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,https://mainichi.jp/.../k00/00m/010/333000c
"垢版
|
0829 名無しどんぶらこ 2025/11/28(金) 01:54:01.24","こういうクズ以下のノリを海外に対してもやるんだよこいつは
日本でさえ受け入れられるはずのないことを平気で海外に対しても行う
人間未満なんだよこいつはマジで",,,,,,ID:DxgtkggN0(5/7),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0830 名無しどんぶらこ 2025/11/28(金) 01:54:12.72",">>825
昨日新しく
ロビー活動公開法の策定について、今国会でやるってバカ市が言い始めたから
そろそろ官僚から見捨てられるよ。
そうなると、参政党界隈だけが支持する政党になるだろうね。",,>>825,,,,ID:dqVw1JWi0(21/22),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0831 名無しどんぶらこ 2025/11/28(金) 01:54:52.46",5chの住民は世論調査とは真逆で高市アンチの良識派ばかりw,,,,,,ID:EcvpnoXz0(3/8),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0832 名無しどんぶらこ 2025/11/28(金) 01:55:10.23","東京23区で働く公務員給与の初任給は5年前より25％アップ年収100万円以上増えることに　4年連続引き上げへ
課長で36歳の職員は年間給与が約917万円から約1022万円に、部長で42歳の職員は約1183万円から約1300万円となる
https://www.fnn.jp/articles/-/945789",https://www.fnn.jp/articles/-/945789,https://www.fnn.jp/articles/-/945789,,,,ID:CV1NQY0D0(1/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0833 名無しどんぶらこ 2025/11/28(金) 01:55:37.27",なんか面白いよねこのおばさん,,,,,,ID:eJQs0Tvk0,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0834 名無しどんぶらこ 2025/11/28(金) 01:55:43.98",安倍晋三の生まれ変わり,,,,,,ID:XTi8ujXP0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0835 名無しどんぶらこ 2025/11/28(金) 01:56:16.69",">>830
税金でものすごい給与上げるって言ってるのに官僚は恩知らずだな",,>>830,,,,ID:CV1NQY0D0(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0836 名無しどんぶらこ 2025/11/28(金) 01:57:03.04","現職なのに過去に裏金やって騒がれたのに今度は領収書偽造をしてしまう林芳正
銭ゲバの病気なんじゃねーの？
世襲議員はパパからこうやって稼げ！と教育受けるんですかね",,,,,,ID:zIQ2DTZd0(9/9),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0837 名無しどんぶらこ 2025/11/28(金) 01:57:49.62",また変な事言い出したw,,,,,,ID:zhoNvXBP0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0838 名無しどんぶらこ 2025/11/28(金) 01:58:25.42",">>833
ギリギリ体裁を保っているのが議員報酬の月額アップと議員定数削減という
どう考えても矛盾している二つを同時人進めているし
反感やツッコミどころが満載すぎるのがまずオカシイ",,>>833,,,,ID:zimronhd0(4/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0839 名無しどんぶらこ 2025/11/28(金) 01:58:32.97",なんだこの詐欺師,,,,,,ID:hSpmflzE0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0840 名無しどんぶらこ 2025/11/28(金) 01:58:58.03","バイク乗り回してた元ヤンのレディース暴走族が首相やってんだぜw

アイツら旭日旗とか特攻服と異常に好むけど、その感覚のまま政治やってんだぜwww",,,,,,ID:EcvpnoXz0(4/8),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0841 名無しどんぶらこ 2025/11/28(金) 01:59:01.64","よくここまで人間の心捨てられるな
こんな生き方して心が痛まないのだろうか",,,,,,ID:8z4SU6Mx0(3/3),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0842 名無しどんぶらこ 2025/11/28(金) 01:59:11.97","こういうことの影響って思ったよりずっと大きくて深刻なんだよ
仮にも国のトップがこういうことやってると国民も呆れ果ててやる気失くすか同じことやり出す
こういう不誠実が最も国を破壊するんだよ",,,,,,ID:DxgtkggN0(6/7),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0843 名無しどんぶらこ 2025/11/28(金) 02:00:29.61",">>836
そんなの男子トイレの清掃員を引き摺り込んだり
エレベーターで痴漢しまくるおじさんと同じ脳内ですやん",,>>836,,,,ID:zimronhd0(5/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0844 名無しどんぶらこ 2025/11/28(金) 02:00:59.08",">>842

子貢、政を問う。子曰く、食を足し、兵を足し、民をしてこれを信ぜしむ。子貢が曰く、必ず已むを得えずして去らば、斯の三者に於いて何れをか先きにせん。曰わく、兵を去らん。曰く、必ず已むを得ずして去らば、斯の二者に於いて何れをか先きにせん。曰わく、食を去らん。古えより皆な死あり、民は、信なくんば立たず。",,>>842,,,,ID:OiMxgRxz0(3/3),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0845 名無しどんぶらこ 2025/11/28(金) 02:01:24.44",鳩山由紀夫政権樹立の直後も支持率70%あったけどなw,,,,,,ID:EcvpnoXz0(5/8),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0846 名無しどんぶらこ 2025/11/28(金) 02:01:35.64","立憲民主が都連でなんかやってなかったか
あんまニュースにならなかったけど",,,,,,ID:/6xXL/WX0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0847 名無しどんぶらこ 2025/11/28(金) 02:02:22.01",調査をするだけで何も対処しないってやつ,,,,,,ID:rG1gjv150,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0848 名無しどんぶらこ 2025/11/28(金) 02:02:32.85",">>841
詐病とかネグレクトとかあるよね
そういう人種かそもそも病気だと思う",,>>841,,,,ID:zimronhd0(6/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0849 名無しどんぶらこ 2025/11/28(金) 02:02:35.34",日本の国技＝中国の国技,,,,,,ID:Na5qcLEb0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0850 名無しどんぶらこ 2025/11/28(金) 02:03:18.13","今更閣僚の裏金とかどーでもいいわ
推薦なし選挙で禊終わってんじゃん",,,,,,ID:Wd9eUMlc0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0851 !id:ignore ◆FANTA666Rg 2025/11/28(金) 02:04:21.46","ネトウヨに質問したいんだけどさ

高市さんって

いつ減税するの？",,,,,,ID:M46oG6rA0(2/2),1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0852 名無しどんぶらこ 2025/11/28(金) 02:04:24.68","保守と汚職はセットだからな。
仕方がないだろ。保守になれば政治腐敗は進む。",,,,,,ID:RjEdNvnB0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0853 名無しどんぶらこ 2025/11/28(金) 02:04:57.71",">>836
昨日ヤフーニュースで林って人がトップニュースだったのに三十分ぐらいで記事が入れ替わってたから政府の介入があったのかなぁ
総務大臣だもんね‥",,>>836,,,,ID:qncKbFAd0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0854 名無しどんぶらこ 2025/11/28(金) 02:06:15.82",タチ悪いなこのオンナ。伝統の腐れ自民仕草,,,,,,ID:IrVpmIqw0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0855 名無しどんぶらこ 2025/11/28(金) 02:06:33.77","裏金も定数削減も、党所属議員の国会議席占有化のためにやってることなんだから
その動機は党利党欲であり、2つは地続きなんだよ
まあ今回は批判側に立っている公明党にしたって、
かつて荒れに荒れた選挙制度改革時に自民党の党欲に荷担した共犯者なんだけどな",,,,,,ID:iUMc8nKe0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0856 名無しどんぶらこ 2025/11/28(金) 02:06:54.30","今日のザ・ベストオブ論点ずらし

709名無しどんぶらこ　垢版 | 大砲
2025/11/28(金) 01:03:09.99ID:hAHTYc4S0
>>702
それは今まではそうだったってことでしょう、時代が進めば前提なんて意味ないと思わない？
例えば中国の軍事力ってここ10年で何倍になってるか知ってますよね？


719名無しどんぶらこ　垢版 | 大砲
2025/11/28(金) 01:07:22.65ID:hAHTYc4S0
>>714
いやいや、建前はあなたの仰ることもわからなくはないけど世界情勢を見ようよ、国を強くしなくて国を守れるの？



ネトウヨってパさんへの悪意とか逆張りじゃなくて知性が足りず言葉足らずになってるだけかも
中国の軍事力が何倍にもなってる事とか国を強くしなくて国を守れるのか、とか事実だし本質的な事だもん",,>>702,,>>714,,ID:i2GMa66U0(2/6),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0857 名無しどんぶらこ 2025/11/28(金) 02:07:30.30","裏金問題なんて全く気にしない。
政治家は国民の生活及び今回の高市好戦発言で日中険悪化したように外交の責任をとる極めて重要な仕事。
芸能人や野球選手などよりもはるかに大切。
国民にとって良い政治ができればそれなりの報酬をとって当然。
騒いでいる人はそんな難しい仕事はできないくせに税込み年収３００〜５００万円くらいの
自分のレベルまで引っ張り落として国民の模範となるよう清貧を求めている。
ムリだし酷い。
タレント議員は別にして高学歴の国会議員たちは一般大企業に就職してもかなり高い給料とれる。

石破や公明党代表は困れば政治とカネと言えば国民が納得すると思って国民を見下している。
同じ大学の卒業生はきっと情けなくおもってるよ。",,,,,,ID:r8TZq0TC0(1/2),3,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0858 名無しどんぶらこ 2025/11/28(金) 02:08:11.32",">>844
一方高市はまず民を捨て次に食を捨て兵だけは守ったのであった",,>>844,,,,ID:DxgtkggN0(7/7),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0859 名無しどんぶらこ 2025/11/28(金) 02:08:20.33",">>819
国民の70％がアホだと言いきっておきながらなお居座る奴に
だったら出て行けばいいんじゃね？と思っただけだよ
中国ならアホが少なくて良いんじゃ無いですか？",,>>819,,,,ID:inuv1f/60(3/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0860 名無しどんぶらこ 2025/11/28(金) 02:08:38.55",アベしぐさｗ,,,,,,ID:6Cak9klZ0(2/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0861 名無しどんぶらこ 2025/11/28(金) 02:09:48.79",">>851
公務員の給与上げまくってるのに
減税できるわけないだろ",,>>851,,,,ID:CV1NQY0D0(3/3),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0862 名無しどんぶらこ 2025/11/28(金) 02:10:27.47",">>857
その石破とサイトーこそ疑惑がある辺りがなんとも皮肉が効いてる
マスゴミが恣意的に気に入らない奴にだけ適用する裏金問題なんてだーれも気にしちゃいないよ",,>>857,,,,ID:inuv1f/60(4/4),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0863 名無しどんぶらこ 2025/11/28(金) 02:10:41.16",キムチ臭い朝鮮顔の壺BBAに70%の支持者w,,,,,,ID:EcvpnoXz0(6/8),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0864 名無しどんぶらこ 2025/11/28(金) 02:11:52.41","参政党みたいなカルトに騙される有権者が多いんだから
バカ市の支持が高くても、もはや驚かない。",,,,,,ID:dqVw1JWi0(22/22),,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0865 名無しどんぶらこ 2025/11/28(金) 02:12:16.47","もう辞めちまえ。ゴタゴタの解散総選挙して責任取ってくれ。
自民大敗の責任取って辞任すれば中国も矛先を収めるだろう。",,,,,,ID:MBNK+bBo0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0866 名無しどんぶらこ 2025/11/28(金) 02:13:02.85","台湾問題もう一回はっきりと言ったら良いのでは？
1.米軍が開戦したら、同盟国を守るため日本も軍事行動を取る場合がある可能性がある
2.米軍が開戦しなくても、日本領土内に火の粉が降り注ぐ可能性を排除するために、発砲しなくても尖閣防衛や沖縄防衛の軍事行動は普通にやる。てかやってくれ
3.隣国でドンパチやっているのに傍観する国なんてないだろう？

北朝鮮が韓国に攻撃したら日本はどうするのか？の質問はなぜ誰もしないの？
北朝鮮がそのような質問をしろと言ってこなかったから？逆に台湾について質問したのは中国がそのような質問をしろと言ってきたからなのか？",,,,,,ID:URswo8xm0(1/2),2,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
"垢版
|
0867 名無しどんぶらこ 2025/11/28(金) 02:13:16.94","ほらまあ
募ったけど募集してない系の
カルト脳の方だし",,,,,,ID:zbrAGfOs0,,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,,
"垢版
|
0868 名無しどんぶらこ 2025/11/28(金) 02:14:31.81",最速で背中撃ち始めた石破の引き継ぎなんかするわけないだろ,,,,,,ID:bI+3U+y50,1,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,https://itest.5ch.net/asahi/test/read.cgi/newsplus/1764251739#,,,
